ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0874582,43,female,$7052.0,66,yellow,4,7th,22secs,11:52:45.308PM,5:24:30.714AM,7.41,3500,3500350035003500350035003500350035003500
0874583,59,m,$8319.0,42,None,2,5th,23secs,8:59:26.555PM,5:22:51.548AM,-9.39,3750,37503750375037503750
0874584,23,male,$2231.0,73,None,0,3rd,21secs,8:14:36.203PM,5:21:43.216AM,-8.36,3500,
0874585,68,Female,$5984.0,49,yellow,2,2nd,22secs,10:48:28.446PM,5:16:56.405AM,-2.34,2000,
0874586,9,M,$2043.0,73,blue,3,4th,23secs,8:22:4.776PM,7:20:23.771AM,-10.09,3250,32503250325032503250
0874587,89,0,$6675.0,46,green,8,4th,21secs,10:6:22.746PM,7:38:35.795AM,0.54,2500,
0874588,87,f,$9048.0,73,None,0,3rd,28secs,10:37:50.548PM,7:42:1.473AM,1.18,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0874589,10,F,$2190.0,75,green,0,6th,26secs,2:13:20.376AM,8:14:39.251AM,1.18,3000,
0874590,90,female,$15660.0,72,reD,1,2nd,30secs,9:52:4.50PM,7:12:11.552AM,9.28,1750,
0874591,76,male,$4028.0,55,reD,3,9th,20secs,8:10:40.673PM,6:53:55.825AM,8.67,2750,
0874592,57,Female,$13167.0,75,reD,4,0,28secs,11:40:0.913PM,11:52:24.417AM,-7.91,3000,
0874593,31,m,$5952.0,8,BLUE,4,5th,28secs,8:4:24.161PM,7:45:12.59AM,3.56,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0874594,42,F,$5628.0,69,blue,0,8th,25secs,10:32:51.295PM,10:34:45.594AM,3.86,3500,3500350035003500350035003500350035003500
0874595,71,X,$11573.0,66,yellow,7,5th,29secs,4:39:53.385AM,8:12:42.69AM,-8.49,1750,1750175017501750175017501750175017501750
0874596,67,F,$4757.0,40,green,8,2nd,30secs,3:9:21.0AM,10:20:26.937AM,-3.26,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0874597,34,Female,$2686.0,33,None,7,3rd,29secs,7:3:33.170PM,7:21:29.290AM,-1.92,2750,
0874598,69,male,$16905.0,79,blue,2,6th,28secs,12:12:12.198PM,11:50:59.302AM,-9.81,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0874599,68,f,$3400.0,14,yellow,6,3rd,22secs,12:39:39.395PM,12:32:14.109PM,10.54,3750,375037503750375037503750375037503750375037503750375037503750
0874600,71,M,$5751.0,39,red,2,6th,28secs,3:13:49.277AM,10:14:31.464AM,-6.16,3750,375037503750375037503750375037503750375037503750375037503750
0874601,90,Female,$19620.0,24,gReeN,6,2nd,20secs,1:5:3.854AM,9:8:34.645AM,0,3000,3000300030003000300030003000300030003000
0874602,7,Male,$1687.0,61,yellow,9,3rd,29secs,3:14:0.157AM,6:4:33.513AM,-8.87,3750,
0874603,81,Female,$8100.0,0,green,2,4th,27secs,10:19:18.967PM,9:0:55.538AM,10.85,2750,
0874604,73,M,$21097.0,31,blue,7,3rd,29secs,12:56:46.638PM,9:13:45.960AM,-8.24,3000,
0874605,11,Female,$2178.0,58,None,5,9th,27secs,10:41:59.113PM,5:29:13.945AM,-3.19,3000,30003000300030003000
0874606,44,M,$7216.0,20,reD,0,5th,25secs,4:56:10.918AM,12:3:21.657PM,6.7,2000,20002000200020002000
0874607,11,f,$1474.0,53,blue,2,5th,20secs,12:37:21.247PM,6:23:49.39AM,10.02,3500,35003500350035003500
0874608,19,m,$2090.0,57,red,5,0,23secs,8:51:54.228PM,9:16:24.82AM,0.95,2250,
0874609,71,Male,$12070.0,42,reD,1,3rd,25secs,10:17:24.363PM,8:6:49.17AM,-8.03,3750,375037503750375037503750375037503750375037503750375037503750
0874610,9,0,$1980.0000000000002,45,reD,6,4th,23secs,4:41:15.476AM,6:1:23.306AM,-1.54,3750,3750375037503750375037503750375037503750
0874611,35,F,$10220.0,55,red,9,6th,25secs,8:29:47.422PM,9:7:46.110AM,-6.87,3750,3750375037503750375037503750375037503750
0874612,28,F,$6552.0,53,gReeN,1,1st,30secs,4:41:13.404AM,9:31:29.905AM,-4.17,3250,
0874613,53,Female,$12243.0,7,gReeN,9,8th,21secs,3:29:43.33AM,10:49:59.229AM,-5.13,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0874614,27,M,$6696.0,57,BLUE,6,1st,20secs,7:18:42.603PM,12:19:3.547PM,7.96,1500,1500150015001500150015001500150015001500
0874615,15,Male,$2865.0,8,green,4,9th,28secs,10:34:36.651PM,7:31:34.646AM,12.08,3000,30003000300030003000
0874616,11,male,$1177.0,25,gReeN,2,9th,21secs,1:15:16.511AM,9:49:52.375AM,-7.88,3750,375037503750375037503750375037503750375037503750375037503750
0874617,68,X,$6732.0,34,red,6,7th,21secs,11:22:1.260PM,10:39:59.283AM,12.45,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0874618,43,F,$7998.0,73,blue,6,8th,30secs,2:48:13.360AM,7:52:52.876AM,5.21,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0874619,10,X,$620.0,47,blue,9,3rd,24secs,10:48:18.30PM,5:4:45.338AM,5.09,3750,375037503750375037503750375037503750375037503750375037503750
0874620,9,f,$1071.0,12,gReeN,6,6th,20secs,2:0:31.96AM,7:23:56.394AM,5.41,3250,3250325032503250325032503250325032503250
0874621,40,male,$11480.0,68,gReeN,7,7th,28secs,7:3:25.961PM,9:13:50.58AM,4.28,2250,
0874622,76,Male,$6080.0,5,yellow,6,1st,27secs,7:51:47.706PM,7:39:11.128AM,11.25,3750,37503750375037503750
0874623,90,m,$24210.0,17,reD,4,9th,21secs,12:15:17.266PM,9:29:45.750AM,-0.12,2500,
0874624,56,Male,$10024.0,11,blue,0,2nd,26secs,8:32:49.312PM,12:10:13.791PM,11.9,2250,225022502250225022502250225022502250225022502250225022502250
0874625,77,female,$6853.0,52,blue,4,2nd,30secs,4:47:42.802AM,12:48:54.978PM,-10.74,2250,2250225022502250225022502250225022502250
0874626,70,Male,$3150.0,18,yellow,1,1st,22secs,12:15:49.273PM,8:5:47.229AM,5.85,1500,
0874627,21,m,$903.0,54,yellow,0,7th,28secs,3:32:5.782AM,6:2:52.101AM,8.71,2250,2250225022502250225022502250225022502250
0874628,41,f,$3608.0,66,yellow,0,4th,29secs,3:34:5.695AM,6:38:10.97AM,-3.88,2500,
0874629,69,Male,$16836.0,40,None,5,3rd,21secs,8:11:10.335PM,11:43:57.360AM,4.75,1500,
