ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0030068,81,F,$20169.0,62,red,6,4th,25secs,10:28:55.266PM,11:50:44.698AM,3.7,3750,3750375037503750375037503750375037503750
0030069,42,F,$6384.0,68,green,4,2nd,20secs,3:49:23.453AM,10:9:24.790AM,-9.76,2750,
0030070,12,m,$780.0,41,gReeN,6,6th,25secs,1:29:20.642AM,0,5.84,2500,25002500250025002500
0030071,45,female,0,34,None,2,5th,27secs,1:3:43.588AM,11:59:50.855AM,-2.15,2000,
0030072,13,female,$2041.0,76,green,1,1st,25secs,7:8:39.460PM,12:4:15.414PM,11.56,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0030073,43,male,$3354.0,32,BLUE,5,6th,26secs,11:2:46.925PM,11:25:4.221AM,11.3,1750,
0030074,81,m,$13041.0,70,None,0,7th,21secs,11:19:44.55PM,5:59:37.817AM,10.27,3750,3750375037503750375037503750375037503750
0030075,0,male,$13230.0,30,None,1,4th,26secs,3:19:9.476AM,11:53:45.954AM,5.66,3000,30003000300030003000
0030076,35,Female,$6405.0,55,gReeN,7,4th,30secs,2:10:27.394AM,11:29:43.797AM,1.91,2500,
0030077,88,X,$9768.0,67,BLUE,4,8th,21secs,12:52:28.942PM,12:44:23.221PM,-9.69,2750,27502750275027502750
0030078,11,m,$396.0,70,blue,9,9th,24secs,1:0:46.605AM,12:49:28.809PM,6.44,2000,2000200020002000200020002000200020002000
0030079,37,m,$8029.0,9,BLUE,7,2nd,23secs,4:31:34.994AM,12:42:52.681PM,-10.3,1750,
0030080,33,f,$1980.0,8,reD,2,8th,27secs,7:58:27.187PM,9:37:7.142AM,4.59,1750,
0030081,81,M,$22761.0,9,gReeN,3,6th,29secs,1:40:6.584AM,6:23:51.49AM,-8.99,3000,30003000300030003000
0030082,72,f,$18576.0,11,red,3,8th,26secs,8:35:48.190PM,10:13:25.312AM,8.94,2750,275027502750275027502750275027502750275027502750275027502750
0030083,17,f,$4862.0,67,gReeN,7,4th,21secs,3:28:32.451AM,7:9:15.161AM,4.44,3250,
0030084,66,X,$9438.0,55,gReeN,1,8th,26secs,2:58:31.628AM,7:29:7.959AM,10.74,0,1500150015001500150015001500150015001500
0030085,26,male,$2262.0,41,red,6,9th,21secs,7:3:57.906PM,11:41:51.468AM,-3.54,3750,3750375037503750375037503750375037503750
0030086,33,Male,$8151.000000000001,71,gReeN,2,4th,21secs,9:43:41.940PM,7:4:10.572AM,11.95,2000,20002000200020002000
0030087,70,f,$15959.999999999998,61,reD,9,2nd,22secs,2:41:59.107AM,11:12:54.991AM,-2.23,3000,300030003000300030003000300030003000300030003000300030003000
0030088,89,Male,$20292.0,45,reD,3,6th,25secs,8:40:20.225PM,8:26:4.975AM,-7.98,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0030089,89,M,$2403.0,67,red,4,2nd,28secs,11:16:41.676PM,12:7:44.313PM,8.82,1500,1500150015001500150015001500150015001500
0030090,52,f,$2912.0000000000005,5,blue,7,9th,21secs,10:40:12.188PM,12:6:45.537PM,-3.42,2000,20002000200020002000
0030091,0,f,$9520.0,36,gReeN,4,1st,21secs,7:49:19.911PM,11:26:27.768AM,-6.86,3250,32503250325032503250
0030092,20,F,$4480.0,45,BLUE,7,5th,26secs,9:15:33.78PM,8:58:29.484AM,9.75,3500,
0030093,12,X,$2124.0,31,reD,0,1st,20secs,2:49:40.955AM,11:59:33.672AM,-8.16,1500,
0030094,7,M,$1281.0,77,red,8,2nd,22secs,11:46:11.21PM,8:2:48.865AM,-8.52,2000,200020002000200020002000200020002000200020002000200020002000
0030095,50,male,$6650.0,51,gReeN,8,0,21secs,8:33:48.344PM,9:5:27.342AM,7.09,2500,
0030096,31,Male,$6230.999999999999,63,BLUE,5,9th,27secs,9:38:32.325PM,8:45:23.267AM,-9.76,2500,25002500250025002500
0030097,62,M,$18352.0,19,reD,1,5th,20secs,8:35:47.916PM,6:0:48.121AM,-4.68,1500,
0030098,13,male,$3288.9999999999995,44,yellow,5,4th,21secs,3:30:47.438AM,5:57:35.199AM,10.18,3250,
0030099,35,Female,$9205.0,53,green,2,2nd,30secs,4:55:27.785AM,10:31:43.454AM,-12.24,1750,17501750175017501750
0030100,47,f,$13207.0,50,blue,8,8th,21secs,4:32:39.35AM,5:29:49.142AM,5.43,3250,
0030101,21,F,$1617.0,18,reD,4,3rd,29secs,1:10:24.766AM,6:26:22.404AM,-11.78,3250,325032503250325032503250325032503250325032503250325032503250
0030102,8,m,$360.0,33,blue,4,6th,29secs,12:31:4.201PM,12:12:36.860PM,-6.92,3500,
0030103,55,M,0,71,green,9,9th,24secs,2:34:19.687AM,8:45:7.856AM,5.51,2250,
0030104,82,X,$13120.0,34,gReeN,6,3rd,22secs,8:49:31.213PM,12:8:4.732PM,-1.2,3000,3000300030003000300030003000300030003000
0030105,81,Female,$23004.0,11,gReeN,5,1st,21secs,11:45:33.498PM,8:57:22.634AM,-11.8,1500,1500150015001500150015001500150015001500
0030106,86,male,$19435.999999999996,18,green,4,3rd,20secs,9:56:28.92PM,10:18:59.955AM,6.11,3250,325032503250325032503250325032503250325032503250325032503250
0030107,43,m,$1118.0,67,red,4,8th,22secs,0,8:42:20.158AM,1.89,3000,
0030108,34,Female,$6086.0,40,green,9,2nd,25secs,11:31:26.422PM,10:24:30.578AM,1.03,3250,3250325032503250325032503250325032503250
0030109,63,Male,$13167.0,7,reD,4,8th,20secs,12:55:37.196PM,5:51:45.853AM,0.96,1500,
0030110,16,male,$3568.0,28,green,2,6th,29secs,7:48:40.577PM,9:48:21.481AM,-7.06,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0030111,80,Female,$5680.0,76,blue,4,9th,24secs,12:46:28.69PM,10:3:37.357AM,-6.58,2500,250025002500250025002500250025002500250025002500250025002500
0030112,50,Male,$13600.000000000002,11,BLUE,4,2nd,27secs,7:46:16.39PM,9:2:31.699AM,-4.67,3500,
0030113,8,Female,$712.0,51,None,5,1st,24secs,10:6:55.306PM,12:0:51.536PM,-10.87,2750,27502750275027502750
