ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0212678,51,Male,$5916.0,65,yellow,1,6th,22secs,4:50:35.18AM,6:18:0.510AM,-1.59,3000,3000300030003000300030003000300030003000
0212679,15,m,$2655.0,63,red,1,7th,26secs,4:18:45.549AM,5:14:30.651AM,6.96,3250,3250325032503250325032503250325032503250
0212680,86,f,$5590.0,72,None,9,8th,22secs,8:49:54.642PM,10:34:0.54AM,10.98,2250,
0212681,84,Male,$6804.0,45,yellow,5,8th,30secs,1:46:54.815AM,12:9:31.914PM,-0.13,2500,
0212682,88,female,$23408.0,40,yellow,6,3rd,24secs,2:25:24.631AM,7:12:17.163AM,-10.2,2000,20002000200020002000
0212683,88,M,$20592.0,9,reD,4,8th,30secs,7:54:53.423PM,10:0:35.258AM,9.32,3000,
0212684,58,M,$15660.000000000002,29,BLUE,9,9th,20secs,2:19:44.757AM,10:25:1.668AM,-5.39,1500,150015001500150015001500150015001500150015001500150015001500
0212685,87,0,$25056.0,30,reD,4,8th,23secs,12:46:20.643PM,10:48:27.27AM,-7.0,3500,
0212686,13,F,$975.0,43,yellow,6,1st,25secs,12:55:27.733PM,8:42:58.50AM,-4.23,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0212687,67,male,$11189.0,42,gReeN,0,1st,27secs,11:15:31.701PM,11:21:21.896AM,4.51,3250,
0212688,69,female,$4140.0,60,None,8,6th,30secs,3:35:22.211AM,5:15:28.224AM,3.94,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0212689,49,M,$4312.0,36,BLUE,6,7th,30secs,4:20:53.558AM,9:55:51.818AM,8.62,3000,3000300030003000300030003000300030003000
0212690,59,m,$8850.0,77,reD,8,4th,21secs,4:25:57.163AM,6:43:10.638AM,11.95,3250,325032503250325032503250325032503250325032503250325032503250
0212691,74,male,$10952.0,73,red,5,4th,26secs,8:28:6.318PM,8:18:24.779AM,-11.25,3500,
0212692,86,f,$10578.0,7,red,1,5th,23secs,2:36:37.774AM,8:11:2.915AM,-1.46,1750,175017501750175017501750175017501750175017501750175017501750
0212693,42,Male,$7560.0,42,red,5,3rd,22secs,9:29:1.663PM,6:33:34.86AM,11.61,1750,
0212694,45,X,$8055.0,50,reD,1,9th,22secs,8:18:11.493PM,6:38:1.278AM,-8.71,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0212695,71,male,$7313.0,78,None,4,6th,24secs,10:3:1.786PM,5:43:43.847AM,-10.09,2250,
0212696,56,male,$13888.0,8,None,7,3rd,28secs,3:35:44.483AM,10:59:38.625AM,-6.24,2500,2500250025002500250025002500250025002500
0212697,47,male,$5499.0,7,BLUE,9,2nd,27secs,7:56:11.208PM,0,-4.16,3250,325032503250325032503250325032503250325032503250325032503250
0212698,81,X,$9477.0,66,None,3,6th,22secs,7:58:52.470PM,8:4:36.295AM,-3.13,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0212699,82,f,$8446.0,72,None,2,3rd,28secs,4:59:53.901AM,6:38:51.613AM,5.04,3250,325032503250325032503250325032503250325032503250325032503250
0212700,12,f,$1932.0000000000002,60,yellow,6,6th,27secs,12:9:52.546PM,10:58:13.921AM,10.55,3750,37503750375037503750
0212701,53,Female,$6625.0,47,BLUE,8,6th,20secs,8:41:2.117PM,6:38:14.956AM,10.08,2500,
0212702,65,F,$2470.0,70,green,1,5th,27secs,9:56:2.967PM,5:18:58.502AM,-1.05,3000,
0212703,61,Female,$10614.0,55,gReeN,2,9th,22secs,12:49:25.162PM,6:5:34.286AM,-7.68,2500,
0212704,17,Female,$1802.0,64,red,3,4th,30secs,9:7:12.233PM,5:10:12.368AM,-2.4,2000,
