ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
00000001,11,male,$3058.0,19,green,4,5th,27secs,11:45:32.334PM,10:41:17.64AM,-5.01,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0000002,33,m,0,53,BLUE,5,1st,29secs,8:3:40.514PM,8:56:47.711AM,8.35,3750,
0000003,37,m,$3108.0,27,gReeN,5,8th,22secs,11:21:53.189PM,10:21:49.198AM,-1.78,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0000004,88,male,$23408.0,12,gReeN,0,6th,26secs,2:37:12.32AM,7:27:14.54AM,11.44,1750,1750175017501750175017501750175017501750
0000005,0,M,$17840.0,50,None,3,9th,27secs,7:31:1.947PM,11:20:15.527AM,11.44,3750,3750375037503750375037503750375037503750
0000006,90,m,$26820.0,45,green,3,4th,24secs,2:15:13.319AM,11:2:57.944AM,-11.49,2250,2250225022502250225022502250225022502250
0000007,29,Male,$3161.0000000000005,71,blue,0,7th,23secs,10:52:44.176PM,9:17:41.3AM,5.53,3500,350035003500350035003500350035003500350035003500350035003500
0000008,27,F,$3672.0000000000005,19,yellow,2,5th,28secs,9:4:44.634PM,5:49:29.369AM,-4.71,2500,25002500250025002500
0000009,68,F,$4420.0,53,blue,4,8th,20secs,9:28:15.371PM,8:1:3.198AM,6.98,3000,
00000010,66,f,$17226.0,52,reD,7,5th,23secs,4:31:37.796AM,6:49:30.724AM,12.3,1500,15001500150015001500
0000011,89,Male,$7387.0,8,0,7,4th,28secs,9:15:24.751PM,10:51:46.507AM,-5.9,3750,375037503750375037503750375037503750375037503750375037503750
0000012,19,Female,$5643.0,60,red,2,2nd,30secs,7:25:3.972PM,11:39:29.740AM,5.89,2000,2000200020002000200020002000200020002000
0000013,44,F,$6952.0,49,yellow,4,8th,22secs,11:16:39.671PM,5:0:57.778AM,9.1,3000,30003000300030003000
0000014,0,male,$1236.0,79,gReeN,4,9th,29secs,7:51:38.464PM,9:39:41.250AM,9.31,3000,3000300030003000300030003000300030003000
0000015,57,Male,$15162.0,12,BLUE,3,7th,28secs,1:51:4.844AM,5:46:26.777AM,4.87,1500,150015001500150015001500150015001500150015001500150015001500
0000016,68,f,$20332.0,48,red,5,8th,20secs,12:37:44.296PM,6:13:29.730AM,10.11,3250,32503250325032503250
0000017,38,f,$1178.0,10,blue,0,7th,21secs,4:41:58.308AM,6:59:38.920AM,2.91,2000,2000200020002000200020002000200020002000
0000018,86,Female,$19178.0,56,green,5,6th,20secs,8:53:0.545PM,9:21:14.820AM,2.37,3500,3500350035003500350035003500350035003500
0000019,43,f,$7138.0,54,green,1,4th,24secs,10:30:38.211PM,5:13:0.740AM,4.86,1750,1750175017501750175017501750175017501750
