ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0991145,32,M,$8448.0,79,red,7,7th,29secs,2:13:58.419AM,9:26:2.125AM,4.45,1500,
0991146,14,Female,$1372.0,75,red,1,3rd,21secs,4:59:47.352AM,7:18:20.938AM,-0.57,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0991147,57,F,$1140.0,67,reD,0,8th,22secs,4:9:21.535AM,12:49:24.117PM,6.98,3000,300030003000300030003000300030003000300030003000300030003000
0991148,64,Male,$6400.0,79,reD,6,6th,22secs,1:52:45.655AM,7:54:47.370AM,-4.72,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0991149,71,Male,$3976.0000000000005,63,None,2,7th,26secs,4:9:45.409AM,9:30:25.729AM,-2.08,3500,35003500350035003500
0991150,56,Female,$12600.0,69,green,3,3rd,28secs,11:12:10.533PM,5:51:31.392AM,8.6,2500,
0991151,13,male,$962.0,5,reD,9,7th,24secs,3:15:56.654AM,6:50:34.466AM,-4.12,3500,350035003500350035003500350035003500350035003500350035003500
0991152,85,Male,$11475.0,22,None,4,1st,30secs,2:29:32.411AM,11:10:13.100AM,-4.54,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0991153,67,F,$13065.0,54,gReeN,0,1st,29secs,12:28:53.595PM,6:42:17.757AM,-9.27,3500,
0991154,31,Female,$1147.0,49,blue,2,1st,27secs,8:20:13.557PM,6:31:54.743AM,-0.05,2500,250025002500250025002500250025002500250025002500250025002500
0991155,89,f,$8099.0,6,None,1,6th,27secs,7:58:1.537PM,12:14:4.87PM,-1.43,2500,250025002500250025002500250025002500250025002500250025002500
0991156,54,X,$2376.0,26,gReeN,6,4th,24secs,9:3:49.121PM,11:36:45.147AM,10.55,1500,150015001500150015001500150015001500150015001500150015001500
0991157,48,F,$10992.0,42,green,4,4th,25secs,12:14:16.189PM,12:19:12.222PM,-11.84,1500,15001500150015001500
0991158,52,F,$15548.000000000002,22,blue,2,2nd,24secs,2:17:39.255AM,5:8:35.748AM,4.72,3750,
0991159,12,f,$3384.0,41,reD,5,3rd,30secs,1:56:46.839AM,10:16:33.481AM,-10.72,2250,2250225022502250225022502250225022502250
0991160,53,f,$11395.0,52,yellow,5,5th,25secs,11:3:55.208PM,12:31:1.419PM,-9.78,1500,
0991161,46,m,$3956.0,59,BLUE,0,1st,27secs,11:10:10.95PM,7:5:19.546AM,-3.13,3000,3000300030003000300030003000300030003000
0991162,8,male,0,30,yellow,6,9th,26secs,1:26:53.224AM,11:31:13.352AM,-8.51,3500,
0991163,58,male,$7772.000000000001,69,red,7,8th,30secs,1:34:11.539AM,9:26:46.352AM,-5.53,2750,2750275027502750275027502750275027502750
0991164,39,m,$10959.0,71,None,0,5th,25secs,7:9:16.855PM,8:55:54.802AM,0,2750,
0991165,48,male,$9696.0,13,BLUE,5,3rd,29secs,11:9:1.282PM,6:43:1.170AM,2.31,3500,350035003500350035003500350035003500350035003500350035003500
0991166,31,male,$7378.0,37,None,4,1st,23secs,9:56:41.506PM,5:16:15.68AM,-6.65,1500,15001500150015001500
0991167,56,X,$5096.0,8,yellow,2,3rd,29secs,11:51:6.587PM,9:53:8.301AM,-1.73,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0991168,23,Female,$5819.0,72,red,7,1st,29secs,9:0:2.814PM,12:2:44.365PM,10.78,2500,
0991169,17,Male,$1037.0,53,gReeN,8,3rd,26secs,3:16:42.109AM,6:27:31.811AM,11.64,2750,27502750275027502750
0991170,71,F,$8591.0,59,green,2,2nd,23secs,7:12:48.245PM,5:26:38.560AM,-11.76,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0991171,9,female,$1071.0,37,gReeN,0,3rd,28secs,8:15:44.735PM,9:57:29.97AM,-7.38,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0991172,30,X,$7649.999999999999,25,green,1,9th,22secs,7:2:8.641PM,8:55:48.514AM,3.85,2500,
0991173,63,male,$3024.0,6,None,6,2nd,20secs,1:35:24.708AM,8:56:0.194AM,9.71,1500,15001500150015001500
0991174,54,Male,$3942.0,8,None,7,5th,23secs,7:44:47.976PM,7:56:28.497AM,10.88,3750,3750375037503750375037503750375037503750
0991175,35,F,$6790.0,50,BLUE,7,1st,23secs,9:22:26.400PM,8:6:35.966AM,6.03,1500,15001500150015001500
0991176,27,f,$1053.0,23,BLUE,6,1st,30secs,3:24:12.368AM,8:55:37.732AM,-7.77,1750,
0991177,45,0,$7740.0,65,yellow,2,7th,29secs,4:20:6.391AM,11:14:32.987AM,11.3,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0991178,17,Male,$3213.0,28,BLUE,9,6th,24secs,11:29:57.720PM,8:35:59.675AM,7.54,1500,1500150015001500150015001500150015001500
0991179,31,X,$930.0,10,red,4,5th,25secs,7:42:55.781PM,10:16:0.836AM,-8.6,1750,
0991180,33,F,$8877.0,48,BLUE,9,7th,26secs,8:7:52.852PM,6:32:12.362AM,-0.65,1750,17501750175017501750
0991181,69,female,$16007.999999999998,23,gReeN,1,2nd,20secs,4:9:10.210AM,7:3:49.473AM,6.51,3750,
0991182,80,m,$3280.0,41,green,6,2nd,29secs,7:52:5.761PM,12:10:6.835PM,-7.97,3500,
0991183,42,X,$4326.0,75,yellow,1,8th,23secs,8:57:3.271PM,10:55:9.185AM,-9.85,1750,
0991184,86,male,$8772.0,29,red,2,8th,21secs,7:29:32.275PM,9:46:2.255AM,11.81,1500,
0991185,66,f,$4290.0,51,BLUE,6,3rd,25secs,9:20:44.194PM,11:37:36.637AM,-3.51,1500,
0991186,90,F,$10620.0,51,yellow,7,7th,28secs,10:21:9.995PM,11:2:0.716AM,-1.19,3500,350035003500350035003500350035003500350035003500350035003500
0991187,36,female,$828.0,46,None,6,7th,30secs,7:28:24.762PM,8:36:41.466AM,-10.14,3000,300030003000300030003000300030003000300030003000300030003000
0991188,9,Male,$2484.0,40,reD,0,4th,25secs,4:58:37.316AM,7:42:30.676AM,10.5,2750,275027502750275027502750275027502750275027502750275027502750
0991189,29,Female,$3741.0,50,green,0,8th,21secs,3:36:41.19AM,12:39:59.643PM,-1.98,1750,175017501750175017501750175017501750175017501750175017501750
