ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0122817,83,male,$1992.0,10,None,7,2nd,21secs,1:21:42.397AM,5:59:39.279AM,-6.21,1500,1500150015001500150015001500150015001500
0122818,22,X,$594.0,72,None,8,4th,20secs,10:2:49.804PM,7:21:38.602AM,-4.63,1500,15001500150015001500
0122819,33,Female,$4158.0,0,yellow,8,2nd,24secs,7:22:22.525PM,7:45:11.989AM,9.54,3750,37503750375037503750
0122820,61,M,$7259.0,73,yellow,5,6th,23secs,12:13:34.49PM,8:46:21.20AM,4.8,0,37503750375037503750
0122821,66,0,$1980.0,65,reD,4,5th,24secs,9:57:18.992PM,11:44:5.544AM,3.98,3500,3500350035003500350035003500350035003500
0122822,20,M,$4660.0,0,green,3,3rd,20secs,2:8:55.23AM,5:10:15.107AM,7.88,2250,
0122823,14,m,$1638.0,14,gReeN,5,1st,20secs,4:50:22.588AM,9:29:52.762AM,-6.58,2250,2250225022502250225022502250225022502250
0122824,27,male,$4428.0,26,green,7,7th,21secs,7:33:22.464PM,6:53:46.250AM,5.8,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0122825,23,m,$621.0,17,reD,7,2nd,25secs,9:7:44.652PM,6:41:56.527AM,0.77,2500,2500250025002500250025002500250025002500
0122826,54,Male,$6372.0,51,gReeN,3,7th,23secs,11:12:44.458PM,7:34:58.310AM,-2.57,1500,
0122827,16,Female,$1168.0,28,yellow,0,5th,26secs,1:59:54.677AM,9:26:57.556AM,-8.03,3250,
0122828,40,f,$10600.0,65,red,0,7th,24secs,9:39:31.76PM,5:56:20.474AM,-4.07,2000,
0122829,87,male,$3915.0,49,gReeN,9,2nd,20secs,9:36:13.89PM,10:29:59.117AM,-8.07,3500,
0122830,64,female,$12288.0,37,red,9,1st,28secs,8:29:47.228PM,8:11:47.744AM,-10.26,2750,275027502750275027502750275027502750275027502750275027502750
0122831,56,f,$2632.0,58,red,6,4th,24secs,11:8:56.565PM,10:51:42.469AM,5.17,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0122832,80,Female,$20560.0,9,BLUE,1,4th,27secs,9:5:14.646PM,11:47:51.255AM,-3.82,3250,3250325032503250325032503250325032503250
