ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0877495,33,Male,$3399.0,43,BLUE,0,5th,27secs,7:39:8.424PM,9:6:37.650AM,3.17,2000,
0877496,20,male,$1020.0,56,reD,5,4th,20secs,2:1:13.138AM,7:21:12.255AM,0.49,3500,
0877497,78,M,$11466.0,65,blue,1,8th,25secs,2:17:35.638AM,5:45:46.899AM,0.55,3000,300030003000300030003000300030003000300030003000300030003000
0877498,38,male,$1330.0,26,red,1,4th,21secs,4:43:42.426AM,5:40:54.804AM,11.66,1750,17501750175017501750
0877499,50,Female,$1400.0000000000002,32,blue,0,8th,25secs,7:11:21.327PM,7:3:54.133AM,12.23,1500,
0877500,32,M,$1312.0,18,None,9,8th,22secs,2:35:15.6AM,11:29:8.857AM,4.29,3750,
0877501,22,F,$748.0,63,green,4,6th,21secs,2:37:17.162AM,12:52:43.624PM,-8.87,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0877502,12,f,$396.0,38,reD,4,2nd,21secs,12:54:26.658PM,10:38:28.856AM,12.5,2750,2750275027502750275027502750275027502750
0877503,71,X,$18460.0,33,red,9,9th,21secs,12:34:29.292PM,11:6:17.801AM,-5.64,1750,
0877504,60,Female,$8160.000000000001,63,red,8,5th,30secs,4:52:50.721AM,8:29:59.546AM,-9.79,3000,300030003000300030003000300030003000300030003000300030003000
0877505,26,m,$4940.0,25,red,9,5th,25secs,12:9:6.208PM,5:28:28.480AM,-0.69,2750,2750275027502750275027502750275027502750
0877506,40,male,$11080.0,32,green,9,3rd,26secs,9:16:44.100PM,9:46:20.845AM,6.17,3750,
0877507,52,female,$6812.0,56,yellow,6,9th,20secs,8:9:49.75PM,8:54:14.17AM,11.64,2000,200020002000200020002000200020002000200020002000200020002000
0877508,62,female,$9114.0,14,gReeN,1,4th,26secs,1:18:15.981AM,12:50:41.993PM,-8.69,3500,
0877509,55,male,$7699.999999999999,55,gReeN,0,5th,30secs,3:11:48.687AM,6:37:57.844AM,-2.45,2250,22502250225022502250
0877510,29,m,$1450.0,58,None,2,7th,23secs,3:29:46.194AM,11:3:49.132AM,10.83,3000,
0877511,74,X,$16280.000000000002,15,BLUE,0,3rd,25secs,8:21:20.263PM,11:48:33.933AM,-7.52,3250,325032503250325032503250325032503250325032503250325032503250
0877512,11,Female,$1903.0,40,reD,4,8th,20secs,1:10:26.568AM,6:38:54.906AM,8.09,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0877513,83,X,$18924.0,65,BLUE,2,9th,30secs,12:2:22.832PM,11:24:9.920AM,10.25,2750,27502750275027502750
0877514,21,X,$2205.0,52,yellow,0,3rd,28secs,12:3:54.798PM,6:8:13.839AM,6.36,3500,
0877515,23,Female,$5589.0,30,blue,6,6th,20secs,9:44:39.769PM,10:13:21.857AM,0,1500,
0877516,89,M,$4094.0,29,None,8,6th,25secs,9:51:5.274PM,8:52:25.700AM,-4.17,3250,325032503250325032503250325032503250325032503250325032503250
0877517,80,f,$22000.0,19,red,6,4th,26secs,1:52:26.245AM,7:34:25.908AM,-6.8,3250,32503250325032503250
0877518,80,M,$10400.0,29,None,5,2nd,24secs,1:5:49.163AM,12:54:5.492PM,-7.61,2500,250025002500250025002500250025002500250025002500250025002500
0877519,29,X,$6409.0,54,green,2,8th,28secs,9:49:29.953PM,8:7:6.763AM,6.09,2750,2750275027502750275027502750275027502750
0877520,46,X,$5750.0,35,BLUE,7,6th,24secs,9:44:5.274PM,8:50:37.961AM,-9.48,2750,
0877521,0,M,$4266.0,14,green,6,1st,27secs,9:22:23.884PM,9:3:10.588AM,6.4,1500,1500150015001500150015001500150015001500
0877522,75,F,$11250.0,78,None,9,1st,20secs,7:45:23.631PM,10:44:39.768AM,2.59,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0877523,24,male,$3720.0,52,gReeN,7,5th,23secs,11:57:13.931PM,8:6:26.848AM,-6.63,2500,
0877524,64,f,$15168.0,73,BLUE,2,5th,25secs,7:39:38.375PM,6:33:41.476AM,8.48,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0877525,82,female,$18204.0,43,BLUE,8,9th,27secs,9:5:30.264PM,10:56:4.715AM,10.97,1750,1750175017501750175017501750175017501750
