ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0015737,21,Male,$672.0,6,BLUE,3,9th,20secs,4:7:22.73AM,8:6:58.521AM,10.74,2500,2500250025002500250025002500250025002500
0015738,31,F,$4805.0,24,yellow,4,9th,24secs,11:56:46.706PM,9:21:52.233AM,1.33,2250,225022502250225022502250225022502250225022502250225022502250
0015739,51,f,$8670.0,34,green,7,8th,28secs,2:4:57.201AM,5:43:8.501AM,-3.19,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0015740,81,M,$12474.0,51,BLUE,5,3rd,29secs,4:24:43.318AM,8:26:28.979AM,0.36,2750,
0015741,87,female,$5220.0,69,blue,6,9th,28secs,4:31:24.197AM,11:2:38.144AM,6.08,3750,
0015742,56,Female,$7560.000000000001,47,red,4,4th,23secs,8:8:19.954PM,7:50:39.699AM,-9.09,3250,
0015743,84,male,$6636.0,17,gReeN,6,7th,27secs,7:0:57.128PM,6:6:9.761AM,3.02,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0015744,68,Female,$2584.0,58,gReeN,6,6th,26secs,12:27:17.742PM,12:35:44.509PM,6.8,3500,350035003500350035003500350035003500350035003500350035003500
0015745,48,M,$10416.0,17,red,0,4th,25secs,8:54:38.554PM,12:49:30.320PM,-11.67,1750,17501750175017501750
0015746,16,male,$4208.0,59,blue,5,8th,25secs,10:42:3.726PM,5:20:51.819AM,10.47,2250,22502250225022502250
0015747,64,m,$9088.0,55,red,6,5th,20secs,11:18:19.489PM,7:18:29.803AM,9.08,3750,
0015748,60,Female,$14340.0,25,reD,2,1st,28secs,8:51:5.445PM,7:48:20.97AM,7.01,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0015749,20,m,$4540.0,50,gReeN,8,9th,21secs,11:11:11.159PM,7:10:55.335AM,-1.87,3750,37503750375037503750
0015750,57,f,$12084.0,74,gReeN,8,5th,25secs,9:58:7.298PM,8:13:8.652AM,-3.3,3750,3750375037503750375037503750375037503750
0015751,8,m,$296.0,11,blue,1,9th,20secs,7:3:42.216PM,11:30:5.36AM,-10.8,3500,35003500350035003500
0015752,53,f,$5459.0,58,blue,6,9th,26secs,1:20:44.694AM,7:24:17.871AM,10.76,1750,
0015753,68,female,$17272.0,20,reD,1,4th,21secs,3:41:21.668AM,10:43:53.398AM,-10.07,3750,3750375037503750375037503750375037503750
0015754,13,male,$715.0000000000001,38,reD,7,1st,25secs,7:58:14.274PM,11:18:52.22AM,-2.5,1750,17501750175017501750
0015755,43,M,$12212.0,17,None,4,6th,26secs,3:13:18.651AM,7:35:58.362AM,-5.91,3750,
0015756,19,M,$4731.0,50,blue,7,4th,26secs,11:0:14.628PM,6:14:46.980AM,-6.52,3750,37503750375037503750
0015757,22,F,$2222.0,13,blue,1,6th,24secs,11:10:40.6PM,6:33:44.197AM,5.98,2750,
0015758,84,Female,$4956.0,46,red,3,7th,23secs,7:51:37.767PM,6:27:58.798AM,3.77,3250,
0015759,34,m,$9724.0,29,yellow,2,9th,30secs,8:28:14.405PM,7:30:6.646AM,-0.82,2750,2750275027502750275027502750275027502750
0015760,63,male,$4473.0,63,gReeN,8,1st,27secs,9:30:59.416PM,7:19:17.418AM,8.83,2250,225022502250225022502250225022502250225022502250225022502250
0015761,27,M,$3321.0,59,red,4,6th,22secs,8:24:34.987PM,8:53:31.781AM,-11.79,2000,
0015762,80,female,$19200.0,24,yellow,4,9th,30secs,2:29:0.723AM,9:27:9.423AM,1.35,1750,
0015763,85,Male,$3145.0,48,None,0,1st,20secs,4:48:30.555AM,12:26:59.153PM,7.55,2750,2750275027502750275027502750275027502750
0015764,57,Female,$14706.0,41,yellow,5,1st,22secs,2:48:4.305AM,9:8:41.18AM,-1.94,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0015765,56,m,$15567.999999999998,46,gReeN,4,1st,21secs,10:23:20.773PM,12:41:52.302PM,4.06,2000,200020002000200020002000200020002000200020002000200020002000
0015766,89,f,$18779.0,58,BLUE,2,2nd,20secs,1:37:19.514AM,6:28:44.577AM,-7.76,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0015767,18,M,$3096.0,34,gReeN,2,9th,23secs,4:31:37.534AM,8:45:57.867AM,3.69,1750,175017501750175017501750175017501750175017501750175017501750
0015768,51,Male,$2295.0,28,reD,6,9th,29secs,11:19:24.829PM,11:4:49.197AM,2.33,2250,22502250225022502250
0015769,16,Female,$2160.0,64,yellow,0,4th,23secs,3:49:43.1AM,8:22:10.725AM,-11.03,2500,250025002500250025002500250025002500250025002500250025002500
0015770,81,female,$10206.0,60,green,1,8th,25secs,12:54:49.131PM,11:6:18.955AM,3.75,2000,
0015771,27,f,$702.0,67,green,5,7th,30secs,7:19:58.883PM,5:41:39.689AM,7.72,1500,
0015772,14,Male,$2604.0,76,yellow,8,1st,22secs,11:45:26.444PM,8:48:5.114AM,6.27,2750,275027502750275027502750275027502750275027502750275027502750
