ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0296536,41,M,$6642.0,18,blue,6,1st,30secs,7:4:47.905PM,10:26:16.618AM,7.96,2000,200020002000200020002000200020002000200020002000200020002000
0296537,40,F,$840.0,63,None,3,1st,27secs,11:22:6.876PM,10:47:59.661AM,-8.94,3500,
0296538,62,m,$14011.999999999998,32,BLUE,6,3rd,20secs,8:8:23.463PM,10:12:27.725AM,4.52,2250,225022502250225022502250225022502250225022502250225022502250
0296539,60,F,$16980.0,21,reD,1,6th,30secs,10:14:32.274PM,8:14:28.853AM,0.65,2750,2750275027502750275027502750275027502750
0296540,40,female,$9880.0,43,BLUE,1,2nd,30secs,12:29:50.495PM,6:16:58.415AM,-2.49,1500,1500150015001500150015001500150015001500
0296541,37,X,$10582.0,64,blue,3,9th,21secs,8:46:32.255PM,12:0:44.724PM,8.91,3500,35003500350035003500
0296542,43,f,$6321.0,57,red,9,1st,26secs,10:39:43.752PM,5:48:51.725AM,-0.19,2750,
0296543,72,X,$16056.0,65,reD,7,5th,30secs,4:53:44.727AM,9:32:8.523AM,-2.59,1750,
0296544,83,M,$19837.0,32,BLUE,9,7th,22secs,9:32:55.883PM,5:35:51.760AM,8.79,1750,
0296545,82,F,$19434.0,27,gReeN,5,9th,25secs,1:15:18.14AM,12:5:21.374PM,5.69,1500,
0296546,26,Male,$2262.0,29,blue,8,7th,24secs,2:19:6.478AM,12:59:53.487PM,-5.71,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0296547,58,0,$4234.0,14,reD,4,4th,29secs,1:55:19.810AM,9:45:30.625AM,-2.64,2250,
0296548,24,male,$2448.0,46,BLUE,9,7th,26secs,12:48:47.442PM,12:26:53.168PM,-3.71,3750,
0296549,16,Male,$2800.0,55,yellow,9,2nd,25secs,8:5:40.431PM,7:43:43.490AM,11.81,1750,1750175017501750175017501750175017501750
0296550,31,male,$3502.9999999999995,14,yellow,3,7th,26secs,8:50:4.802PM,11:33:17.299AM,-1.92,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0296551,72,female,$1728.0,11,reD,6,1st,20secs,12:36:59.595PM,11:33:5.164AM,9.16,3750,
0296552,71,M,$2982.0,29,green,1,2nd,22secs,10:5:41.2PM,8:16:26.588AM,-12.15,3000,300030003000300030003000300030003000300030003000300030003000
0296553,45,F,$1935.0,63,green,9,1st,29secs,9:8:13.607PM,12:52:48.500PM,5.08,1500,15001500150015001500
0296554,85,M,$19805.0,0,green,8,6th,23secs,11:1:48.336PM,6:48:17.716AM,5.36,3250,3250325032503250325032503250325032503250
0296555,54,male,$10638.0,11,yellow,2,8th,20secs,4:32:49.864AM,10:31:29.522AM,-2.99,1500,
0296556,27,male,$6804.0,36,blue,6,9th,25secs,10:51:12.461PM,6:28:3.188AM,-6.53,1500,15001500150015001500
0296557,48,m,$3360.0,19,green,0,2nd,22secs,4:18:48.701AM,5:15:9.896AM,0.35,1500,150015001500150015001500150015001500150015001500150015001500
0296558,18,M,$4500.0,38,yellow,4,4th,27secs,2:44:43.943AM,9:12:30.553AM,-11.97,2500,
0296559,58,X,$4698.0,30,blue,8,6th,30secs,8:43:57.564PM,10:14:3.54AM,-11.71,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0296560,90,m,$4950.0,16,None,1,3rd,22secs,12:57:19.148PM,11:43:59.511AM,-12.27,3750,
0296561,80,M,$8880.0,21,blue,1,5th,21secs,10:56:46.443PM,9:3:7.445AM,7.66,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0296562,35,m,$8785.0,19,BLUE,3,1st,26secs,11:47:36.98PM,10:27:16.312AM,-7.52,3000,3000300030003000300030003000300030003000
0296563,57,F,0,25,BLUE,6,5th,30secs,3:36:58.634AM,12:4:26.912PM,-0.53,2000,
0296564,14,male,$3668.0,72,red,3,1st,21secs,10:52:58.382PM,7:25:57.122AM,0,2250,22502250225022502250
0296565,28,Female,$5208.0,50,BLUE,0,3rd,26secs,11:41:42.75PM,12:2:40.998PM,9.56,1750,17501750175017501750
