ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0038616,11,Female,$737.0,15,yellow,8,7th,21secs,4:23:32.473AM,6:45:38.982AM,-8.3,3500,
0038617,55,F,$15895.0,6,red,9,7th,28secs,8:34:3.806PM,6:24:9.323AM,12.19,3250,325032503250325032503250325032503250325032503250325032503250
0038618,35,M,$3780.0000000000005,54,yellow,7,1st,20secs,8:59:27.512PM,9:32:58.113AM,-3.27,2500,25002500250025002500
0038619,34,Male,$2142.0,61,blue,5,0,26secs,9:17:41.304PM,11:36:2.577AM,-7.53,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0038620,44,Male,$6336.0,60,red,2,5th,21secs,3:23:27.680AM,9:18:50.561AM,0.87,2500,
0038621,80,f,$21680.0,20,BLUE,7,4th,29secs,11:12:13.789PM,6:5:34.556AM,6.22,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0038622,17,Male,$4029.0,60,yellow,9,7th,28secs,3:59:0.95AM,8:16:37.763AM,5.74,2000,20002000200020002000
0038623,60,M,$2400.0,70,yellow,5,6th,25secs,10:39:25.781PM,10:37:35.287AM,-3.89,2750,275027502750275027502750275027502750275027502750275027502750
0038624,30,male,$6930.0,41,reD,5,6th,23secs,4:59:54.204AM,6:23:30.919AM,-9.08,1750,1750175017501750175017501750175017501750
0038625,25,m,$4725.0,75,BLUE,1,2nd,20secs,1:24:19.456AM,0,10.97,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0038626,84,M,$6384.0,35,reD,7,5th,23secs,2:15:31.961AM,8:29:54.233AM,-8.95,3750,
0038627,55,Female,$2640.0,23,BLUE,0,4th,23secs,7:11:45.169PM,6:7:54.962AM,10.53,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0038628,83,male,$21414.0,26,blue,4,8th,24secs,1:49:43.907AM,6:45:38.607AM,-7.43,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0038629,26,m,$5979.999999999999,69,reD,6,9th,21secs,10:50:31.235PM,5:36:28.525AM,-9.06,1500,
0038630,75,m,$21450.0,44,yellow,7,7th,23secs,12:20:46.490PM,9:5:41.327AM,-9.84,1500,1500150015001500150015001500150015001500
0038631,43,M,$9675.0,78,BLUE,4,8th,21secs,9:8:30.907PM,10:59:27.605AM,12.26,2500,
0038632,21,m,$5691.0,48,red,1,5th,23secs,8:40:21.37PM,6:56:37.62AM,10.77,0,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0038633,88,M,$2200.0,0,yellow,3,3rd,29secs,9:39:49.423PM,9:53:46.134AM,-1.58,3750,37503750375037503750
0038634,58,F,$16123.999999999998,17,reD,3,9th,25secs,2:55:29.523AM,6:42:50.477AM,0.28,2750,
0038635,53,Male,$4823.0,76,red,1,8th,25secs,3:20:23.591AM,6:40:0.101AM,4.02,2500,
0038636,46,F,$3450.0,46,BLUE,3,6th,29secs,9:59:43.628PM,8:48:24.675AM,8.1,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0038637,12,X,$3011.9999999999995,63,gReeN,6,5th,30secs,9:9:42.720PM,10:29:32.514AM,10.99,2750,
0038638,88,0,$25696.0,65,green,7,3rd,25secs,1:5:28.691AM,5:7:43.41AM,5.31,2250,
0038639,40,F,$5000.0,0,yellow,1,9th,23secs,1:14:24.492AM,10:36:14.258AM,4.98,3750,
0038640,33,M,$1617.0,66,blue,0,6th,29secs,11:1:36.924PM,10:56:18.874AM,-12.47,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0038641,39,female,$1560.0,19,None,6,3rd,20secs,12:4:13.122PM,0,-3.34,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0038642,64,M,$13632.0,43,red,7,5th,28secs,10:3:53.268PM,9:25:43.376AM,7.76,2500,25002500250025002500
0038643,69,F,$2898.0,64,reD,1,8th,23secs,7:49:19.663PM,11:47:41.763AM,-8.67,1750,1750175017501750175017501750175017501750
0038644,71,female,$15478.000000000002,50,gReeN,2,2nd,20secs,3:57:45.543AM,7:58:44.56AM,3.52,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0038645,33,M,$3696.0000000000005,25,BLUE,9,9th,30secs,9:31:42.112PM,6:12:50.774AM,-0.14,2250,
0038646,83,F,$1743.0,63,blue,4,8th,29secs,9:38:28.73PM,7:14:7.248AM,-9.77,2000,200020002000200020002000200020002000200020002000200020002000
0038647,85,female,$20655.0,44,BLUE,0,1st,28secs,3:7:30.492AM,8:36:39.709AM,-0.04,3250,
0038648,53,F,$1113.0,43,BLUE,7,9th,23secs,12:9:4.681PM,12:54:19.222PM,-9.94,1750,17501750175017501750
0038649,31,male,$4061.0,65,reD,8,4th,24secs,8:2:53.608PM,11:41:4.971AM,6.15,1500,
0038650,8,F,$1760.0000000000002,25,green,2,5th,20secs,10:0:18.912PM,7:8:37.393AM,10.74,3500,35003500350035003500
0038651,68,F,$10268.0,10,gReeN,7,8th,27secs,1:45:22.847AM,7:31:59.96AM,9.63,3250,
0038652,21,Female,$777.0,57,blue,1,8th,29secs,9:36:47.707PM,8:50:42.900AM,4.79,1500,
0038653,51,F,$14994.0,20,reD,7,8th,27secs,3:35:41.792AM,8:18:2.737AM,6.11,2250,
0038654,38,M,$5928.0,51,None,1,8th,24secs,4:35:3.866AM,8:16:54.122AM,5.83,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0038655,50,female,$9600.0,77,gReeN,3,9th,24secs,2:17:59.181AM,12:17:46.70PM,9.07,2500,2500250025002500250025002500250025002500
0038656,61,female,$3843.0,14,red,3,2nd,26secs,2:38:15.7AM,10:57:27.351AM,-2.65,2750,2750275027502750275027502750275027502750
0038657,77,m,$1925.0,53,yellow,8,5th,25secs,4:15:7.210AM,12:14:58.100PM,-1.11,3250,
0038658,47,m,$1833.0,67,blue,3,6th,23secs,12:47:28.337PM,7:9:24.955AM,-10.56,2250,
0038659,85,X,$9435.0,25,reD,9,4th,23secs,11:22:17.659PM,10:8:45.548AM,-1.59,1500,
0038660,17,F,$4777.0,33,0,4,4th,27secs,12:15:19.848PM,7:40:56.727AM,9.56,2000,
0038661,27,f,$918.0000000000001,12,yellow,1,8th,29secs,8:38:23.185PM,9:42:58.945AM,-7.13,3500,3500350035003500350035003500350035003500
0038662,32,Male,$5216.0,7,reD,2,4th,24secs,9:22:51.478PM,8:24:44.423AM,0.58,3500,350035003500350035003500350035003500350035003500350035003500
0038663,11,F,$220.0,79,yellow,0,6th,26secs,2:43:54.451AM,11:45:39.677AM,5.44,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0038664,31,Female,$9021.0,33,reD,1,4th,27secs,9:4:53.169PM,5:28:37.675AM,5.0,0,2000200020002000200020002000200020002000
0038665,8,male,$1152.0,21,reD,0,1st,21secs,11:51:12.75PM,9:19:29.341AM,1.05,1500,15001500150015001500
0038666,62,Female,$14322.0,57,green,7,7th,26secs,2:55:51.723AM,5:5:56.128AM,-10.62,3750,
0038667,77,X,$22869.0,16,gReeN,9,5th,25secs,10:50:49.143PM,11:30:53.691AM,-8.34,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0038668,25,Female,$4950.0,40,gReeN,4,1st,28secs,1:24:42.777AM,11:36:1.22AM,7.48,1500,
0038669,14,m,$1344.0,7,BLUE,8,3rd,27secs,2:0:15.26AM,10:2:5.894AM,3.97,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0038670,71,M,$10011.0,7,gReeN,4,5th,0,11:36:50.856PM,7:51:59.344AM,-6.62,3000,30003000300030003000
0038671,75,male,$20625.0,59,red,9,5th,22secs,10:9:44.872PM,5:31:12.422AM,2.6,3000,
0038672,64,Female,$2624.0,32,green,8,5th,20secs,2:29:24.688AM,7:35:12.83AM,6.61,2250,2250225022502250225022502250225022502250
0038673,58,female,$2668.0,50,None,8,2nd,20secs,12:20:47.623PM,12:28:22.757PM,-5.52,3250,
0038674,82,male,$7954.0,22,None,8,6th,25secs,11:16:53.95PM,8:2:40.225AM,9.35,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0038675,71,female,$16827.0,56,None,3,8th,24secs,3:51:21.768AM,9:7:10.407AM,1.25,3000,
0038676,46,male,$11224.0,64,gReeN,2,2nd,20secs,11:51:38.553PM,8:6:35.543AM,2.58,3750,
0038677,7,M,$1316.0,76,blue,1,7th,23secs,1:2:9.356AM,11:55:40.664AM,4.53,3000,30003000300030003000
0038678,56,f,$14448.0,28,None,0,7th,29secs,10:6:8.352PM,12:40:19.96PM,8.63,3000,300030003000300030003000300030003000300030003000300030003000
0038679,76,X,$20368.0,38,yellow,6,5th,30secs,0,5:40:41.394AM,2.66,3500,
0038680,84,m,$8820.0,16,gReeN,4,6th,21secs,4:2:45.931AM,5:50:0.87AM,10.96,3500,3500350035003500350035003500350035003500
0038681,85,M,$3740.0,35,blue,3,6th,28secs,4:3:27.474AM,5:14:10.796AM,0.02,3250,32503250325032503250
0038682,64,M,$12224.0,37,gReeN,3,1st,23secs,12:2:55.563PM,11:31:51.420AM,7.33,2000,
0038683,67,F,$16683.0,46,reD,0,4th,21secs,3:38:54.848AM,9:14:29.828AM,-8.97,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0038684,84,X,$15288.0,27,0,0,7th,26secs,8:42:14.477PM,11:47:29.378AM,-5.48,3250,32503250325032503250
0038685,52,F,$8372.0,54,BLUE,2,2nd,28secs,1:26:47.497AM,11:56:18.620AM,-4.55,2750,2750275027502750275027502750275027502750
0038686,22,M,$3080.0,13,reD,2,8th,20secs,12:29:57.515PM,0,-0.75,3250,325032503250325032503250325032503250325032503250325032503250
0038687,32,F,$2656.0,37,yellow,4,7th,28secs,7:23:53.887PM,9:26:48.836AM,1.78,3500,3500350035003500350035003500350035003500
0038688,16,female,$3856.0,57,BLUE,4,1st,30secs,4:48:53.490AM,7:34:45.521AM,5.55,3500,3500350035003500350035003500350035003500
0038689,43,Male,$10836.0,66,red,3,3rd,28secs,1:9:5.881AM,10:26:6.583AM,-8.72,3750,37503750375037503750
0038690,86,X,$10664.0,24,yellow,0,9th,23secs,7:38:31.139PM,6:23:41.339AM,9.22,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0038691,19,m,$1862.0,61,reD,9,7th,30secs,11:6:59.150PM,8:17:5.765AM,-7.33,3250,32503250325032503250
0038692,17,X,$612.0,78,gReeN,1,3rd,23secs,2:6:53.285AM,11:45:27.776AM,9.88,3750,3750375037503750375037503750375037503750
0038693,24,Female,$696.0,53,gReeN,1,1st,23secs,11:26:13.868PM,8:18:48.452AM,9.05,3500,
0038694,12,male,$900.0,77,BLUE,0,4th,21secs,3:26:45.744AM,11:35:2.34AM,-0.12,3500,350035003500350035003500350035003500350035003500350035003500
0038695,11,M,$1815.0,21,gReeN,1,3rd,29secs,1:20:4.591AM,8:56:55.122AM,-0.69,3500,
0038696,73,M,$15184.0,38,green,4,5th,23secs,7:53:50.292PM,7:32:11.430AM,-6.46,3250,3250325032503250325032503250325032503250
0038697,25,X,$1975.0,35,0,5,4th,29secs,8:9:45.618PM,10:41:47.730AM,-0.02,3750,37503750375037503750
0038698,65,m,$17290.0,17,BLUE,9,8th,21secs,4:53:47.557AM,8:26:34.914AM,4.45,3250,3250325032503250325032503250325032503250
0038699,54,female,$4644.0,46,green,8,7th,26secs,10:23:33.39PM,8:0:25.592AM,-0.11,3500,350035003500350035003500350035003500350035003500350035003500
0038700,10,Female,$2470.0,34,blue,7,5th,20secs,7:19:45.862PM,5:37:1.631AM,-10.72,3500,35003500350035003500
0038701,21,X,$1764.0,44,blue,1,3rd,25secs,12:16:31.750PM,6:19:47.232AM,-4.29,3750,3750375037503750375037503750375037503750
0038702,71,Female,$6106.0,28,BLUE,0,7th,23secs,2:20:29.640AM,11:17:27.621AM,10.6,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0038703,88,Female,$17952.0,25,red,8,2nd,28secs,3:49:50.740AM,11:3:28.405AM,-3.49,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0038704,58,F,$2088.0,28,gReeN,3,2nd,27secs,8:50:21.899PM,7:29:23.644AM,6.04,2750,275027502750275027502750275027502750275027502750275027502750
0038705,20,male,$440.0,31,0,0,3rd,29secs,10:3:23.359PM,10:20:44.477AM,-4.61,3500,
0038706,82,female,$20582.0,35,yellow,3,4th,21secs,2:56:6.792AM,7:40:6.104AM,-2.48,2500,2500250025002500250025002500250025002500
0038707,46,Female,$12695.999999999998,41,BLUE,2,8th,23secs,1:59:35.117AM,10:14:27.895AM,9.93,1500,1500150015001500150015001500150015001500
0038708,73,Female,$13286.0,26,None,0,7th,30secs,8:33:5.97PM,12:6:3.725PM,3.6,1750,17501750175017501750
0038709,47,F,$5029.0,32,red,7,7th,29secs,10:28:42.379PM,9:19:42.476AM,-7.13,3500,
0038710,84,f,$9492.0,11,None,2,5th,23secs,7:30:51.943PM,9:56:34.614AM,1.0,2750,275027502750275027502750275027502750275027502750275027502750
0038711,55,Female,$11000.0,53,green,3,2nd,23secs,10:8:2.829PM,8:33:53.957AM,3.96,1500,1500150015001500150015001500150015001500
0038712,75,Male,$8325.0,12,green,7,6th,23secs,12:23:16.736PM,7:16:59.155AM,-10.82,2250,225022502250225022502250225022502250225022502250225022502250
0038713,21,F,$3633.0,28,reD,8,6th,23secs,7:57:31.649PM,11:55:2.958AM,-2.93,1500,
0038714,81,Female,$5751.0,39,blue,6,2nd,25secs,11:32:41.43PM,8:39:50.435AM,-8.31,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0038715,35,X,$910.0,13,blue,6,7th,30secs,9:21:33.846PM,12:52:6.13PM,-4.08,3250,32503250325032503250
0038716,38,Female,$4788.0,13,None,4,7th,25secs,1:29:39.637AM,6:25:12.684AM,-2.08,3500,
0038717,79,F,$20145.0,66,red,5,5th,0,12:4:52.918PM,5:38:6.47AM,-11.69,2500,250025002500250025002500250025002500250025002500250025002500
0038718,39,male,$9594.0,44,BLUE,2,1st,21secs,7:6:20.905PM,6:0:49.721AM,-4.18,2000,200020002000200020002000200020002000200020002000200020002000
0038719,55,Male,$12100.000000000002,0,None,6,1st,30secs,12:59:26.610PM,6:3:51.387AM,1.05,1750,
0038720,73,M,$14600.0,47,green,2,5th,23secs,3:49:42.253AM,8:39:26.458AM,-5.72,3750,37503750375037503750
0038721,7,X,$1869.0,56,None,6,1st,28secs,2:58:3.582AM,8:20:27.986AM,11.5,2250,225022502250225022502250225022502250225022502250225022502250
0038722,14,Male,$644.0,15,blue,2,9th,27secs,1:53:32.673AM,9:7:50.678AM,-7.03,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0038723,29,m,$6553.999999999999,29,BLUE,7,8th,21secs,10:13:32.144PM,6:56:30.441AM,6.99,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0038724,26,Male,$2963.9999999999995,30,blue,9,2nd,29secs,11:41:46.901PM,8:30:42.858AM,4.57,3500,3500350035003500350035003500350035003500
0038725,31,Female,$992.0,70,None,6,5th,26secs,1:10:18.394AM,8:0:36.874AM,2.43,3500,3500350035003500350035003500350035003500
0038726,42,female,$7350.0,6,blue,3,5th,20secs,1:9:23.536AM,6:17:43.508AM,-10.84,3500,35003500350035003500
0038727,37,Male,$1332.0,76,blue,1,0,23secs,11:50:44.596PM,5:21:1.655AM,9.76,1500,15001500150015001500
0038728,80,Male,$5520.0,11,reD,7,9th,21secs,10:54:4.536PM,8:27:31.520AM,6.12,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0038729,41,Male,$7421.0,68,reD,9,1st,27secs,1:37:26.744AM,12:7:37.691PM,-3.27,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0038730,28,male,$7588.0,75,BLUE,0,9th,30secs,7:30:50.152PM,5:5:12.945AM,-5.96,2000,
0038731,29,Female,$1681.9999999999998,53,None,4,6th,21secs,1:45:59.962AM,9:47:23.771AM,-8.54,2750,27502750275027502750
0038732,57,male,$14022.0,12,gReeN,8,2nd,21secs,10:4:6.529PM,6:32:16.930AM,-12.0,3750,37503750375037503750
0038733,28,female,$3556.0,19,yellow,1,4th,26secs,4:37:41.590AM,9:50:32.327AM,-8.82,2500,25002500250025002500
0038734,60,male,$5280.0,16,reD,5,5th,20secs,7:48:26.556PM,7:26:44.199AM,-9.57,1500,
0038735,57,male,$10431.0,66,gReeN,9,1st,21secs,8:45:43.509PM,10:49:51.973AM,2.75,3000,300030003000300030003000300030003000300030003000300030003000
0038736,37,X,$3108.0,5,reD,4,3rd,28secs,0,8:12:45.233AM,3.15,2250,2250225022502250225022502250225022502250
0038737,25,m,$775.0,44,blue,7,7th,22secs,4:44:28.309AM,0,-3.97,2000,
0038738,19,F,$3610.0,15,blue,1,6th,24secs,1:16:9.953AM,10:32:41.294AM,11.62,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0038739,75,X,$17550.0,31,gReeN,5,9th,25secs,11:33:34.391PM,9:44:34.994AM,-8.77,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0038740,52,X,$8528.0,45,BLUE,5,4th,22secs,10:3:7.271PM,10:9:40.24AM,4.1,3750,37503750375037503750
0038741,26,Female,$6838.0,22,reD,7,9th,22secs,0,6:47:5.819AM,12.24,3250,3250325032503250325032503250325032503250
0038742,60,M,$14460.0,5,green,0,1st,23secs,8:40:45.369PM,10:10:42.125AM,-5.12,2000,200020002000200020002000200020002000200020002000200020002000
0038743,41,X,$12013.0,58,red,7,3rd,24secs,9:41:33.433PM,8:58:4.470AM,2.44,1500,150015001500150015001500150015001500150015001500150015001500
0038744,12,M,$432.0,71,BLUE,3,4th,29secs,10:56:57.821PM,11:51:18.190AM,7.68,3000,
0038745,29,Female,$3422.0,27,gReeN,5,7th,30secs,11:15:54.450PM,6:17:26.835AM,-7.35,3750,375037503750375037503750375037503750375037503750375037503750
0038746,61,M,$17507.0,50,blue,6,4th,30secs,1:17:21.357AM,7:21:38.718AM,-6.35,3250,
0038747,52,f,$12376.0,67,reD,9,2nd,28secs,4:22:17.308AM,5:8:35.798AM,2.66,1750,1750175017501750175017501750175017501750
0038748,53,female,$3656.9999999999995,72,green,3,3rd,30secs,3:33:25.898AM,5:26:18.867AM,-8.05,2250,22502250225022502250
0038749,25,M,$1200.0,41,gReeN,4,3rd,24secs,2:24:6.538AM,6:55:18.111AM,-11.87,2750,2750275027502750275027502750275027502750
0038750,80,f,$18960.0,27,green,4,2nd,28secs,3:59:56.222AM,9:14:15.609AM,0,2500,25002500250025002500
0038751,56,female,$6720.0,59,blue,0,2nd,22secs,8:42:4.211PM,12:8:25.547PM,-0.57,2750,
0038752,18,f,$1026.0,60,green,8,5th,22secs,3:50:56.258AM,8:8:33.775AM,8.43,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0038753,69,male,$5796.0,38,None,4,6th,30secs,10:44:49.283PM,12:36:23.279PM,3.63,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0038754,15,X,$765.0,46,BLUE,2,1st,29secs,12:51:23.390PM,8:49:36.869AM,-7.19,0,1750175017501750175017501750175017501750
0038755,35,M,$1190.0,33,green,5,3rd,27secs,4:39:8.556AM,9:31:56.23AM,11.01,3750,3750375037503750375037503750375037503750
0038756,23,M,$3726.0000000000005,60,reD,1,9th,26secs,1:52:8.924AM,6:43:21.810AM,-7.11,2500,
0038757,19,X,$4921.0,53,reD,9,4th,21secs,12:56:36.981PM,10:14:12.483AM,3.46,3000,30003000300030003000
0038758,54,male,$13500.0,7,blue,5,5th,23secs,1:21:5.20AM,12:12:35.908PM,-7.99,1750,175017501750175017501750175017501750175017501750175017501750
0038759,49,Male,$4361.0,47,reD,5,8th,24secs,12:2:19.53PM,8:22:12.637AM,-1.49,1750,17501750175017501750
0038760,43,Male,$11352.0,24,BLUE,3,8th,30secs,7:32:5.131PM,11:15:9.886AM,-8.05,2750,275027502750275027502750275027502750275027502750275027502750
0038761,30,female,$8550.0,9,yellow,8,5th,29secs,11:30:16.370PM,8:31:18.38AM,8.63,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0038762,29,male,$8294.0,73,gReeN,0,5th,29secs,3:3:37.601AM,9:13:18.705AM,-7.28,2500,250025002500250025002500250025002500250025002500250025002500
0038763,8,F,$1976.0000000000002,44,None,5,9th,21secs,10:32:27.35PM,12:35:35.316PM,4.5,3750,
0038764,33,Male,$9603.0,78,None,1,9th,24secs,10:19:55.947PM,6:37:50.374AM,8.73,3250,3250325032503250325032503250325032503250
0038765,35,male,$6755.0,52,reD,2,3rd,30secs,10:23:17.393PM,12:12:25.479PM,9.95,3500,3500350035003500350035003500350035003500
0038766,40,Male,$3480.0,19,BLUE,0,7th,21secs,12:1:0.50PM,9:37:11.323AM,5.37,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0038767,34,f,$6562.0,60,reD,3,1st,27secs,4:31:30.351AM,9:43:21.446AM,2.52,2000,20002000200020002000
0038768,83,M,$16019.0,67,gReeN,4,8th,29secs,7:50:52.578PM,11:26:3.305AM,0,3500,
0038769,23,m,$4577.0,29,reD,8,7th,0,11:50:11.281PM,10:27:51.792AM,11.28,3750,3750375037503750375037503750375037503750
0038770,11,male,$3102.0,70,blue,4,6th,28secs,8:41:0.99PM,12:38:36.131PM,-5.29,1750,1750175017501750175017501750175017501750
0038771,17,female,$3179.0,70,gReeN,3,6th,22secs,11:40:49.762PM,5:55:59.142AM,12.3,1500,1500150015001500150015001500150015001500
0038772,81,f,$2835.0,14,red,3,9th,24secs,3:42:39.967AM,12:57:31.97PM,3.75,3500,350035003500350035003500350035003500350035003500350035003500
0038773,25,m,$1250.0,77,reD,1,9th,30secs,4:52:38.311AM,12:23:43.118PM,-12.31,2500,2500250025002500250025002500250025002500
0038774,12,M,$288.0,29,gReeN,6,4th,0,2:2:45.929AM,9:50:2.624AM,-7.5,2250,225022502250225022502250225022502250225022502250225022502250
0038775,32,female,$1568.0,71,None,4,4th,25secs,3:32:59.658AM,7:1:51.698AM,4.15,3000,3000300030003000300030003000300030003000
0038776,31,Female,$6014.0,22,red,3,2nd,26secs,10:53:48.839PM,9:17:8.713AM,8.95,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0038777,86,F,$22016.0,13,gReeN,9,2nd,27secs,8:45:13.653PM,12:23:36.232PM,-12.22,3500,
0038778,30,X,$7589.999999999999,18,green,5,8th,28secs,3:48:12.121AM,11:32:7.277AM,-0.13,2750,2750275027502750275027502750275027502750
0038779,46,female,$6624.0,74,gReeN,1,8th,21secs,9:58:28.966PM,10:49:35.281AM,12.19,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0038780,15,female,$570.0,46,green,0,8th,22secs,2:55:48.88AM,11:22:49.704AM,-7.73,3750,375037503750375037503750375037503750375037503750375037503750
0038781,90,m,$6209.999999999999,57,red,9,1st,30secs,2:44:22.739AM,5:29:31.644AM,5.75,3250,325032503250325032503250325032503250325032503250325032503250
0038782,38,M,$4864.0,60,None,4,6th,22secs,2:45:9.348AM,5:17:22.806AM,2.58,2750,275027502750275027502750275027502750275027502750275027502750
0038783,26,male,$3874.0,39,reD,2,2nd,27secs,8:5:30.990PM,10:42:45.43AM,2.21,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0038784,59,male,$5074.0,43,reD,1,2nd,28secs,12:27:39.102PM,5:49:21.205AM,10.23,3500,
0038785,51,X,$9639.0,35,reD,5,9th,26secs,4:23:1.546AM,0,2.96,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0038786,66,female,$12408.0,28,green,8,7th,22secs,1:42:19.380AM,12:55:43.552PM,1.67,3500,350035003500350035003500350035003500350035003500350035003500
0038787,83,f,$18094.0,62,None,9,1st,29secs,12:56:0.651PM,5:17:43.556AM,-4.83,1500,
0038788,26,F,$3094.0,64,None,1,4th,24secs,10:24:27.892PM,9:20:31.693AM,8.65,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0038789,46,Male,$2944.0,59,None,2,8th,21secs,2:8:57.244AM,10:51:41.11AM,-3.56,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0038790,61,X,$13847.0,50,blue,6,8th,21secs,8:36:33.683PM,9:56:17.651AM,-10.05,3750,375037503750375037503750375037503750375037503750375037503750
0038791,17,m,$2312.0,66,yellow,1,8th,20secs,9:22:59.352PM,5:23:38.517AM,7.64,3750,37503750375037503750
0038792,24,f,$5423.999999999999,30,reD,2,4th,28secs,9:29:12.194PM,5:37:8.853AM,-10.03,3000,3000300030003000300030003000300030003000
0038793,37,X,$8732.0,8,None,0,6th,28secs,8:34:18.173PM,10:9:14.921AM,-8.75,3500,35003500350035003500
0038794,15,X,$2250.0,32,yellow,7,5th,26secs,3:38:12.760AM,6:41:54.418AM,5.06,2000,200020002000200020002000200020002000200020002000200020002000
0038795,50,Male,$12350.000000000002,22,reD,1,6th,21secs,9:25:43.364PM,6:10:21.36AM,-8.45,1500,15001500150015001500
0038796,85,Female,$23970.0,78,blue,2,2nd,22secs,12:17:39.698PM,11:0:58.197AM,0,3000,
0038797,70,Male,$10220.0,7,red,6,1st,23secs,12:39:16.726PM,12:58:52.880PM,2.03,3250,3250325032503250325032503250325032503250
0038798,19,male,$5263.0,77,None,2,3rd,20secs,4:28:14.30AM,12:21:28.904PM,-2.19,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0038799,60,M,$14880.0,28,red,0,9th,23secs,1:25:13.550AM,11:54:15.739AM,-0.75,2250,22502250225022502250
0038800,41,Male,$12218.0,72,reD,2,5th,30secs,9:54:22.518PM,12:52:34.375PM,-2.62,1750,1750175017501750175017501750175017501750
0038801,48,Male,$5664.0,37,red,4,4th,20secs,2:53:17.97AM,9:23:36.62AM,-4.23,1750,
