ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0422927,64,M,$1728.0,23,reD,7,5th,29secs,12:58:26.620PM,8:20:18.361AM,8.55,1500,150015001500150015001500150015001500150015001500150015001500
0422928,85,X,$24225.0,19,yellow,5,7th,24secs,10:44:7.328PM,11:49:50.167AM,-9.11,2500,250025002500250025002500250025002500250025002500250025002500
0422929,55,f,$8800.0,46,reD,2,1st,23secs,3:46:24.22AM,8:41:59.502AM,6.03,2750,
0422930,66,Male,$17424.0,12,reD,6,8th,27secs,10:36:35.426PM,8:13:26.365AM,3.72,1750,175017501750175017501750175017501750175017501750175017501750
0422931,60,Female,$8280.0,63,BLUE,3,9th,29secs,8:27:36.239PM,5:48:49.650AM,-6.37,3750,37503750375037503750
0422932,68,f,$18020.0,30,red,6,5th,22secs,4:29:56.462AM,11:30:18.966AM,7.89,3000,3000300030003000300030003000300030003000
0422933,33,f,$8547.0,17,blue,4,7th,22secs,8:9:41.565PM,12:13:44.456PM,3.97,1750,
0422934,40,f,$1960.0,12,green,5,6th,21secs,1:44:17.435AM,10:35:28.286AM,-4.6,3500,
0422935,39,F,$5538.0,73,blue,3,0,30secs,3:6:36.246AM,9:52:46.615AM,-7.38,2750,27502750275027502750
0422936,21,M,$1260.0,58,blue,0,1st,29secs,10:27:44.562PM,9:53:58.646AM,4.14,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0422937,78,F,$22386.0,69,reD,9,5th,27secs,12:11:5.31PM,9:12:45.852AM,-7.94,2500,2500250025002500250025002500250025002500
0422938,51,m,$5865.0,16,green,1,4th,26secs,2:9:24.844AM,9:27:56.526AM,-2.32,2500,25002500250025002500
0422939,82,Female,$14268.0,17,gReeN,6,1st,24secs,3:28:28.73AM,12:26:48.594PM,-0.99,1750,
0422940,24,F,$1800.0,77,gReeN,2,1st,29secs,9:11:45.125PM,5:13:52.373AM,-3.29,2250,
0422941,86,f,$18060.0,72,BLUE,4,5th,21secs,7:2:28.689PM,12:14:8.119PM,-5.02,2500,2500250025002500250025002500250025002500
0422942,68,m,$3468.0,55,BLUE,8,7th,21secs,11:56:3.474PM,9:1:16.793AM,-3.47,3250,
0422943,12,f,$1620.0,27,reD,7,2nd,23secs,10:24:43.811PM,11:54:50.343AM,-8.31,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0422944,41,male,$2419.0,34,red,7,7th,21secs,12:48:53.25PM,10:45:2.318AM,5.37,2500,250025002500250025002500250025002500250025002500250025002500
0422945,69,male,$17457.0,77,yellow,9,5th,20secs,8:13:1.268PM,9:35:32.119AM,-7.86,2000,20002000200020002000
0422946,24,female,$5423.999999999999,66,green,6,7th,30secs,8:9:55.44PM,11:5:30.432AM,0.78,3250,325032503250325032503250325032503250325032503250325032503250
0422947,13,F,$871.0,28,gReeN,8,2nd,26secs,2:21:23.507AM,9:57:27.394AM,-5.92,2250,22502250225022502250
0422948,44,M,$5544.0,18,red,4,9th,28secs,9:32:26.262PM,6:27:45.694AM,-1.54,3000,3000300030003000300030003000300030003000
0422949,17,Female,$2669.0,59,None,0,5th,22secs,4:15:15.909AM,8:22:30.838AM,6.63,2250,
0422950,25,m,$3375.0,51,None,9,5th,29secs,8:49:21.944PM,10:34:10.577AM,-9.18,2500,250025002500250025002500250025002500250025002500250025002500
0422951,46,X,$2576.0000000000005,30,blue,5,8th,29secs,10:19:48.585PM,12:37:16.286PM,10.7,2000,20002000200020002000
0422952,85,Female,$5015.0,53,yellow,4,1st,20secs,4:53:46.630AM,7:33:19.913AM,6.14,1500,1500150015001500150015001500150015001500
0422953,14,F,$3346.0,58,red,4,4th,28secs,4:48:24.641AM,12:39:57.279PM,-2.11,3500,3500350035003500350035003500350035003500
0422954,53,m,$1113.0,10,None,4,2nd,24secs,9:0:28.514PM,6:25:4.689AM,-8.33,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0422955,32,M,$5216.0,16,yellow,3,2nd,28secs,8:46:7.797PM,12:14:23.625PM,12.06,1750,
0422956,72,f,$7056.0,38,None,4,2nd,28secs,12:40:39.229PM,12:59:59.842PM,-0.1,3000,30003000300030003000
0422957,70,male,$6300.0,7,yellow,6,1st,24secs,8:39:53.181PM,12:49:31.772PM,10.2,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0422958,12,0,$2376.0,76,green,8,6th,24secs,7:17:39.796PM,6:31:29.156AM,3.63,1750,1750175017501750175017501750175017501750
0422959,24,X,$2880.0,43,reD,0,5th,29secs,10:44:6.637PM,10:47:50.600AM,5.84,3000,
0422960,32,female,$7488.0,47,blue,8,9th,27secs,2:59:16.86AM,12:13:42.618PM,0.75,2750,
0422961,22,M,$2046.0,57,reD,0,7th,20secs,2:45:2.526AM,11:19:48.456AM,-2.4,2000,20002000200020002000
0422962,22,X,$5676.0,54,BLUE,0,8th,27secs,7:20:8.811PM,7:47:3.864AM,4.92,2000,
0422963,8,M,$1888.0,28,blue,2,3rd,28secs,3:41:10.252AM,6:12:27.29AM,-1.55,3250,32503250325032503250
0422964,50,F,$6350.0,63,reD,9,2nd,28secs,3:30:31.465AM,12:32:42.58PM,-6.23,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0422965,55,m,0,71,gReeN,2,2nd,21secs,9:44:11.828PM,8:52:53.776AM,2.32,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
