ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0622518,29,male,$6553.999999999999,31,reD,9,5th,23secs,11:21:40.755PM,11:46:10.520AM,-5.71,3250,325032503250325032503250325032503250325032503250325032503250
0622519,81,f,$21060.0,18,blue,0,9th,21secs,3:43:46.749AM,9:31:37.155AM,5.17,2000,2000200020002000200020002000200020002000
0622520,52,female,$1664.0,32,gReeN,0,7th,27secs,4:0:40.311AM,9:40:2.913AM,-7.52,3750,37503750375037503750
0622521,15,male,$3060.0,65,green,0,8th,21secs,0,8:55:15.314AM,1.99,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0622522,22,f,$1408.0,75,None,5,6th,20secs,2:36:5.307AM,5:36:3.856AM,3.68,1750,175017501750175017501750175017501750175017501750175017501750
0622523,49,Female,$8085.0,28,green,0,4th,27secs,7:25:7.805PM,10:48:34.384AM,-3.67,2500,
0622524,32,f,$7104.000000000001,78,green,9,1st,28secs,9:42:26.951PM,8:44:6.532AM,-0.75,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0622525,27,male,$7614.0,23,red,4,2nd,29secs,4:6:50.833AM,9:52:1.144AM,-9.46,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0622526,7,F,$1420.9999999999998,44,None,6,2nd,21secs,11:57:33.944PM,7:24:37.517AM,-6.46,3500,
0622527,59,male,$14986.0,65,0,0,8th,20secs,10:26:21.694PM,10:45:48.427AM,12.44,1750,
0622528,12,male,$2604.0,57,BLUE,7,2nd,23secs,7:5:9.54PM,11:57:50.915AM,-2.3,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0622529,18,f,$3492.0,79,blue,6,6th,21secs,4:20:52.770AM,5:34:39.237AM,-2.36,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0622530,59,m,$6372.0,28,reD,5,4th,22secs,3:57:12.921AM,10:28:41.434AM,-3.74,3500,
0622531,45,male,$6975.0,79,gReeN,1,4th,23secs,11:47:20.183PM,11:43:0.411AM,7.23,2250,
0622532,26,Male,$3848.0,54,None,1,4th,25secs,3:47:44.87AM,7:33:10.863AM,5.07,3000,
0622533,76,male,$2584.0,54,green,4,8th,28secs,12:40:44.620PM,8:40:35.576AM,1.21,3000,30003000300030003000
0622534,39,male,$10374.0,14,green,7,3rd,24secs,9:18:10.631PM,9:1:17.213AM,-6.02,1750,1750175017501750175017501750175017501750
0622535,11,F,$1034.0,20,gReeN,7,3rd,23secs,8:13:43.26PM,12:7:31.287PM,3.58,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0622536,35,X,$5425.0,54,blue,9,1st,30secs,1:17:5.936AM,12:20:26.113PM,-2.91,2500,
0622537,28,Male,$5852.0,31,yellow,4,9th,20secs,12:52:18.515PM,10:26:27.76AM,-11.53,3500,350035003500350035003500350035003500350035003500350035003500
0622538,44,F,$9328.0,26,green,3,2nd,29secs,11:57:48.526PM,7:46:19.641AM,-11.82,3500,
0622539,33,female,$1518.0,77,gReeN,5,8th,26secs,11:16:3.193PM,12:29:0.432PM,4.32,3000,300030003000300030003000300030003000300030003000300030003000
0622540,20,Male,$3320.0,60,green,4,1st,21secs,7:36:3.396PM,6:50:55.783AM,-7.83,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0622541,34,f,$3434.0,14,yellow,8,3rd,24secs,8:26:47.115PM,9:57:53.727AM,-0.66,3000,
0622542,78,m,$7098.0,15,BLUE,7,3rd,23secs,10:5:24.365PM,11:21:29.277AM,0.4,3250,
0622543,35,Male,$7140.0,60,blue,1,3rd,23secs,4:7:8.865AM,5:37:41.167AM,-1.92,1750,
0622544,73,f,$7373.0,17,reD,7,8th,21secs,8:10:18.310PM,12:57:41.633PM,2.65,3750,375037503750375037503750375037503750375037503750375037503750
0622545,52,f,$13468.0,30,None,6,8th,29secs,9:44:27.341PM,9:58:42.394AM,-12.02,2750,2750275027502750275027502750275027502750
0622546,23,m,$2691.0,40,blue,9,2nd,23secs,7:52:59.395PM,9:7:55.681AM,-3.48,2000,2000200020002000200020002000200020002000
0622547,76,m,$12464.0,31,green,8,6th,25secs,3:53:37.79AM,10:42:47.832AM,0,2500,25002500250025002500
0622548,70,male,$1540.0,55,BLUE,6,5th,23secs,7:49:45.582PM,7:32:34.225AM,2.39,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0622549,12,Male,$504.0,63,blue,0,4th,27secs,8:8:41.524PM,10:36:47.46AM,3.69,2750,
0622550,28,f,$6636.0,26,None,5,7th,27secs,8:43:48.59PM,11:54:17.659AM,-6.55,2500,25002500250025002500
0622551,56,female,$10360.0,65,green,7,8th,28secs,9:46:54.516PM,5:29:21.46AM,3.75,2000,20002000200020002000
0622552,38,f,$1520.0,44,blue,6,5th,27secs,9:55:14.788PM,9:55:22.540AM,-9.75,2250,22502250225022502250
0622553,85,Male,$3825.0,36,blue,4,2nd,23secs,11:56:52.31PM,12:53:49.507PM,3.25,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0622554,41,female,$6068.0,47,yellow,2,1st,29secs,0,6:56:39.620AM,9.46,2500,
0622555,52,Female,$10555.999999999998,18,green,4,4th,25secs,12:49:42.990PM,10:58:3.169AM,11.9,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0622556,20,F,$4640.0,38,gReeN,0,1st,21secs,3:42:43.286AM,7:42:51.693AM,10.36,3000,
0622557,79,Female,$15800.0,35,yellow,0,3rd,25secs,1:57:28.1AM,7:32:9.696AM,12.41,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0622558,59,male,$10266.0,79,blue,0,9th,27secs,12:46:47.715PM,9:45:56.604AM,1.57,1500,
0622559,38,f,$4598.0,48,reD,3,2nd,27secs,11:13:48.674PM,9:42:46.72AM,7.52,1500,15001500150015001500
0622560,85,Female,$13940.0,17,green,1,6th,27secs,7:43:20.864PM,5:56:40.528AM,-2.25,1750,175017501750175017501750175017501750175017501750175017501750
0622561,88,female,$3344.0,70,BLUE,2,2nd,20secs,8:8:33.508PM,11:7:36.395AM,-4.4,3750,375037503750375037503750375037503750375037503750375037503750
0622562,31,male,$6944.000000000001,56,red,7,4th,21secs,10:25:54.614PM,9:58:34.452AM,-2.64,3750,37503750375037503750
0622563,33,X,$8250.0,10,None,5,7th,21secs,2:43:0.4AM,11:57:45.547AM,-0.68,3500,3500350035003500350035003500350035003500
0622564,44,X,$2904.0,7,gReeN,2,9th,20secs,11:37:32.132PM,6:38:38.184AM,-7.09,1500,15001500150015001500
0622565,72,female,$2448.0,42,red,9,5th,26secs,10:28:36.774PM,7:24:51.658AM,6.39,1500,
0622566,59,m,$9204.0,12,reD,5,7th,21secs,2:45:9.627AM,10:1:36.671AM,-8.59,3000,
0622567,30,F,$2250.0,56,blue,8,1st,30secs,4:6:16.983AM,12:36:19.563PM,3.64,1500,
0622568,90,female,$17550.0,51,yellow,1,3rd,29secs,7:39:26.63PM,12:58:56.817PM,-2.18,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0622569,33,f,$7128.000000000001,27,BLUE,7,1st,20secs,1:17:52.290AM,9:7:34.865AM,10.56,3250,
0622570,15,Female,$1935.0,17,green,8,5th,28secs,1:1:30.887AM,7:4:12.916AM,-4.39,0,20002000200020002000
0622571,25,F,$4675.0,44,BLUE,1,8th,26secs,9:21:33.595PM,12:23:14.821PM,6.04,1750,175017501750175017501750175017501750175017501750175017501750
0622572,73,m,$10001.0,8,yellow,8,2nd,27secs,7:21:59.59PM,9:1:4.251AM,-3.71,3750,37503750375037503750
0622573,47,Female,$9870.0,58,reD,1,3rd,25secs,7:44:35.781PM,12:53:48.170PM,5.17,3000,30003000300030003000
0622574,30,f,$7709.999999999999,63,blue,2,1st,29secs,9:50:59.71PM,5:37:38.578AM,-3.66,3000,3000300030003000300030003000300030003000
0622575,43,female,$6751.0,39,BLUE,8,9th,27secs,8:32:14.764PM,11:41:16.21AM,5.72,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0622576,77,Female,$21483.0,72,None,8,2nd,23secs,12:3:7.762PM,9:21:33.37AM,-10.0,3500,3500350035003500350035003500350035003500
0622577,35,M,$7280.0,43,blue,9,5th,24secs,7:20:38.462PM,6:15:26.62AM,-4.02,2250,
0622578,82,m,$21648.0,51,None,4,4th,20secs,3:11:11.909AM,11:46:48.604AM,-7.16,2000,200020002000200020002000200020002000200020002000200020002000
0622579,44,M,$2596.0,41,None,3,8th,24secs,7:37:47.583PM,9:58:52.733AM,-0.07,2000,
0622580,75,female,$2100.0,18,BLUE,6,9th,25secs,8:25:49.872PM,10:10:21.396AM,1.7,3500,3500350035003500350035003500350035003500
0622581,57,f,$14991.0,54,yellow,2,9th,20secs,10:42:42.113PM,6:48:26.595AM,7.29,3250,32503250325032503250
0622582,18,Female,$3924.0000000000005,52,None,8,6th,26secs,10:1:30.815PM,12:57:34.606PM,0.96,1500,150015001500150015001500150015001500150015001500150015001500
0622583,16,female,$1504.0,57,gReeN,8,5th,23secs,8:31:48.12PM,8:45:42.658AM,7.37,3250,
0622584,40,m,$1920.0,78,green,5,8th,21secs,9:3:42.703PM,8:46:9.647AM,6.46,3750,375037503750375037503750375037503750375037503750375037503750
0622585,70,F,$10920.0,12,None,3,7th,24secs,1:45:49.477AM,7:6:13.351AM,-8.72,1750,1750175017501750175017501750175017501750
0622586,34,female,$7480.000000000001,44,green,3,7th,26secs,8:49:57.408PM,9:52:31.58AM,-2.67,3000,3000300030003000300030003000300030003000
0622587,21,male,$5712.0,42,BLUE,8,9th,24secs,3:22:36.635AM,8:40:31.439AM,-0.75,3750,
0622588,49,male,$5831.0,31,green,0,6th,27secs,2:23:38.241AM,8:56:34.335AM,-8.59,3750,
