ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0375019,89,X,$19491.0,13,gReeN,9,2nd,25secs,1:51:45.351AM,11:1:27.943AM,4.25,2250,2250225022502250225022502250225022502250
0375020,69,F,$5589.0,50,BLUE,9,3rd,22secs,9:38:3.474PM,6:9:41.521AM,-0.96,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0375021,36,m,$1548.0,25,red,7,5th,20secs,9:15:6.826PM,8:43:24.426AM,2.92,3500,35003500350035003500
0375022,49,m,$2205.0,18,green,1,4th,26secs,11:14:17.968PM,10:15:4.135AM,-4.74,0,
0375023,55,Female,$15785.0,76,blue,1,8th,20secs,9:52:7.500PM,6:8:21.390AM,1.03,2000,200020002000200020002000200020002000200020002000200020002000
0375024,45,Male,$1665.0,76,0,0,1st,27secs,8:57:14.603PM,6:42:21.529AM,-11.22,3250,
0375025,90,Female,$18810.0,5,None,7,6th,21secs,9:34:18.512PM,11:23:14.777AM,-5.58,3500,
0375026,67,X,$2613.0,60,reD,6,8th,26secs,11:51:8.292PM,7:51:35.147AM,8.66,3000,
0375027,54,X,$6642.0,73,blue,3,5th,22secs,3:59:28.183AM,11:9:10.159AM,11.16,2750,
0375028,24,f,$1896.0,62,red,3,7th,25secs,12:36:46.724PM,12:3:53.345PM,-5.05,3750,3750375037503750375037503750375037503750
0375029,25,female,$5024.999999999999,72,None,2,1st,21secs,3:32:34.778AM,5:30:27.491AM,-8.87,3250,
0375030,54,m,$4320.0,13,reD,5,1st,29secs,9:0:34.324PM,8:46:41.375AM,-7.86,2000,2000200020002000200020002000200020002000
0375031,61,m,$9821.0,71,reD,8,5th,30secs,8:38:40.106PM,5:56:40.788AM,-7.3,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0375032,53,Male,$6890.0,42,BLUE,2,3rd,30secs,1:41:55.302AM,9:39:33.358AM,-11.07,2750,2750275027502750275027502750275027502750
0375033,31,F,$775.0,58,yellow,2,7th,29secs,9:45:12.916PM,12:22:14.711PM,11.11,2250,2250225022502250225022502250225022502250
0375034,24,F,$2448.0,17,yellow,5,2nd,23secs,2:26:59.685AM,6:59:14.365AM,6.78,1500,1500150015001500150015001500150015001500
0375035,86,F,$11524.0,9,0,5,1st,28secs,11:1:10.59PM,9:8:16.445AM,12.15,2000,20002000200020002000
0375036,13,X,$754.0,43,BLUE,0,5th,30secs,8:55:2.926PM,7:21:9.200AM,4.75,2250,
0375037,46,Female,$7912.0,52,red,9,9th,22secs,10:57:36.228PM,6:52:41.467AM,-10.96,3250,
0375038,10,male,$1350.0,71,red,5,5th,22secs,4:31:30.667AM,5:26:10.275AM,1.01,3500,
0375039,79,male,$18565.0,42,yellow,5,1st,29secs,12:17:48.498PM,8:52:19.650AM,5.06,2250,
0375040,30,f,$1530.0,19,BLUE,0,6th,22secs,3:42:45.843AM,10:1:14.20AM,3.63,2250,22502250225022502250
0375041,34,female,$4522.0,28,red,5,7th,27secs,2:23:38.677AM,11:42:34.932AM,3.28,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0375042,14,F,$2590.0,25,gReeN,3,9th,28secs,2:14:50.647AM,12:14:29.733PM,11.83,3000,300030003000300030003000300030003000300030003000300030003000
0375043,48,female,$1728.0,32,red,2,4th,26secs,4:20:3.343AM,7:23:29.229AM,3.88,2750,275027502750275027502750275027502750275027502750275027502750
0375044,9,female,$1431.0,60,yellow,0,8th,24secs,2:4:31.308AM,5:49:2.753AM,-3.78,1750,1750175017501750175017501750175017501750
0375045,75,male,$8475.0,17,None,3,6th,30secs,11:34:53.313PM,9:1:26.367AM,3.94,2250,2250225022502250225022502250225022502250
0375046,86,f,$15566.0,19,gReeN,8,6th,27secs,3:23:42.26AM,12:36:33.705PM,1.09,3500,
0375047,88,male,$10296.0,32,red,0,3rd,30secs,1:58:32.451AM,7:16:51.304AM,6.58,3250,3250325032503250325032503250325032503250
0375048,25,X,$4800.0,72,reD,5,9th,28secs,8:1:4.643PM,6:25:3.616AM,-10.96,2500,25002500250025002500
0375049,86,m,$17630.0,8,yellow,5,8th,28secs,11:29:25.688PM,11:44:37.161AM,-11.21,3000,
0375050,51,f,$7548.0,19,yellow,7,3rd,25secs,3:55:34.901AM,10:19:26.519AM,0,1500,
0375051,34,female,$9146.0,58,blue,7,4th,26secs,12:23:40.448PM,5:6:28.412AM,-0.19,1500,1500150015001500150015001500150015001500
0375052,63,female,$10836.0,41,red,6,1st,29secs,3:6:25.685AM,9:10:54.714AM,11.2,2250,225022502250225022502250225022502250225022502250225022502250
0375053,70,F,$20720.0,61,reD,3,6th,26secs,3:20:3.562AM,11:41:13.352AM,-1.91,3250,3250325032503250325032503250325032503250
0375054,59,male,$2242.0,58,reD,0,5th,24secs,1:36:39.53AM,5:44:16.285AM,-0.95,2000,200020002000200020002000200020002000200020002000200020002000
