ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0535144,26,Male,$1638.0,64,yellow,8,2nd,21secs,7:0:39.993PM,10:17:33.756AM,11.91,2750,275027502750275027502750275027502750275027502750275027502750
0535145,26,f,$2132.0,37,yellow,3,8th,23secs,2:4:41.415AM,7:57:36.449AM,9.12,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0535146,60,Female,$12299.999999999998,47,blue,1,9th,27secs,11:52:17.58PM,9:8:19.618AM,2.35,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0535147,56,Female,$13160.0,73,green,8,5th,28secs,10:55:57.677PM,8:22:0.462AM,-9.25,2000,
0535148,20,female,$2180.0,70,BLUE,1,7th,22secs,4:26:13.278AM,8:36:21.833AM,-5.94,3750,375037503750375037503750375037503750375037503750375037503750
0535149,13,female,$1703.0,41,green,0,6th,20secs,4:14:31.425AM,6:21:59.707AM,-7.67,2750,27502750275027502750
0535150,41,male,$4961.0,70,blue,4,4th,26secs,9:53:49.360PM,8:28:29.734AM,10.86,3500,0
0535151,12,X,$1224.0,74,BLUE,5,9th,27secs,10:57:12.577PM,11:8:17.109AM,-4.16,3750,37503750375037503750
0535152,7,Female,$1064.0,24,yellow,8,1st,24secs,10:58:55.106PM,10:1:0.156AM,8.41,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0535153,75,male,$3750.0,5,BLUE,4,1st,29secs,7:1:46.534PM,8:56:37.531AM,5.43,1500,150015001500150015001500150015001500150015001500150015001500
0535154,45,Female,$10215.0,8,red,0,3rd,21secs,8:20:43.430PM,7:39:51.411AM,5.71,1500,15001500150015001500
0535155,71,m,$15691.0,0,yellow,0,8th,24secs,10:3:22.914PM,8:7:5.947AM,-2.47,3500,3500350035003500350035003500350035003500
0535156,32,X,$5184.0,78,blue,5,6th,26secs,3:28:19.550AM,5:19:29.794AM,2.0,3000,30003000300030003000
0535157,51,M,$15198.0,7,green,1,9th,28secs,12:14:38.205PM,6:41:44.251AM,-8.6,3500,
0535158,55,M,$4455.0,13,blue,1,6th,25secs,1:24:14.489AM,6:16:36.84AM,0.34,2000,
0535159,8,M,$2400.0,68,gReeN,5,6th,24secs,3:47:19.654AM,6:19:45.939AM,7.91,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0535160,12,F,$2304.0,21,reD,0,3rd,29secs,4:21:28.836AM,11:34:46.641AM,-12.02,2000,200020002000200020002000200020002000200020002000200020002000
0535161,30,male,$4380.0,21,red,4,9th,23secs,7:46:31.692PM,8:52:48.818AM,4.72,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0535162,77,f,$18711.0,29,red,2,5th,21secs,1:53:23.486AM,8:14:26.826AM,1.2,3000,
0535163,31,F,$3813.0,60,None,8,6th,25secs,11:24:33.704PM,7:56:43.856AM,-5.19,3750,375037503750375037503750375037503750375037503750375037503750
0535164,41,male,$10496.0,69,blue,3,1st,29secs,8:18:29.209PM,10:38:21.395AM,-2.64,3250,32503250325032503250
0535165,8,female,$2240.0,30,green,0,7th,29secs,1:13:29.863AM,6:17:14.298AM,0.82,3250,32503250325032503250
0535166,25,F,$5150.0,57,None,9,6th,29secs,10:38:18.77PM,11:16:48.654AM,-9.96,3750,
0535167,70,f,$9240.0,40,None,9,6th,25secs,3:2:20.328AM,8:51:37.948AM,1.58,3750,
0535168,37,Male,$2516.0,6,gReeN,6,3rd,24secs,2:52:46.203AM,11:14:14.92AM,10.85,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0535169,74,Female,$2368.0,10,None,1,4th,29secs,9:46:47.300PM,10:32:56.731AM,8.7,3250,325032503250325032503250325032503250325032503250325032503250
0535170,20,M,$1160.0,35,gReeN,7,1st,24secs,12:30:35.186PM,10:41:17.137AM,-3.1,2500,
0535171,11,F,$3223.0,17,reD,0,4th,27secs,10:32:6.249PM,9:40:27.470AM,7.41,1500,
0535172,27,Male,$2862.0,71,red,1,8th,21secs,8:25:41.943PM,7:18:48.621AM,1.33,2500,
0535173,43,m,$8127.0,10,BLUE,0,4th,22secs,12:24:10.451PM,8:36:26.83AM,0.78,2500,25002500250025002500
0535174,77,F,$5698.0,52,red,9,1st,26secs,1:19:39.357AM,11:18:10.637AM,0.27,3500,
0535175,12,male,$2664.0000000000005,25,BLUE,8,5th,22secs,1:36:21.127AM,12:47:48.956PM,-1.13,3250,32503250325032503250
0535176,82,X,$6888.0,54,red,0,8th,27secs,9:45:17.917PM,11:38:43.355AM,1.9,2750,
0535177,57,female,$5643.0,33,reD,4,2nd,22secs,10:58:58.183PM,9:11:58.27AM,10.43,2000,200020002000200020002000200020002000200020002000200020002000
0535178,55,Female,$1650.0,27,green,5,1st,25secs,10:41:34.438PM,11:20:4.521AM,-3.93,2750,2750275027502750275027502750275027502750
0535179,74,male,$2738.0,69,reD,1,2nd,29secs,12:51:10.139PM,11:3:59.569AM,-10.14,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0535180,74,F,$6882.0,66,green,3,6th,25secs,1:43:17.394AM,12:20:41.533PM,-11.18,1500,1500150015001500150015001500150015001500
0535181,40,m,$3400.0,42,green,3,9th,25secs,12:15:16.599PM,7:21:19.389AM,6.87,0,
0535182,77,Male,$10780.0,79,green,7,4th,20secs,1:42:58.400AM,5:5:10.555AM,5.2,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0535183,49,Female,$13573.0,43,BLUE,1,5th,23secs,12:16:39.378PM,10:57:10.55AM,7.65,2750,2750275027502750275027502750275027502750
0535184,56,male,$4256.0,53,reD,3,8th,25secs,9:13:50.44PM,11:34:54.180AM,-9.55,2750,275027502750275027502750275027502750275027502750275027502750
0535185,21,f,$1911.0,33,BLUE,2,6th,23secs,12:35:28.643PM,11:11:48.353AM,-11.76,2250,2250225022502250225022502250225022502250
0535186,44,X,$1892.0,10,red,4,8th,29secs,4:21:9.889AM,9:39:31.255AM,11.17,3500,350035003500350035003500350035003500350035003500350035003500
0535187,28,Male,$6272.000000000001,11,gReeN,3,8th,26secs,2:6:40.563AM,11:50:3.952AM,10.81,3750,37503750375037503750
0535188,46,f,$2530.0,18,None,8,7th,28secs,7:43:27.600PM,10:24:11.491AM,-9.04,3000,30003000300030003000
0535189,89,male,$16465.0,29,red,0,3rd,23secs,12:41:10.485PM,6:10:17.477AM,-5.38,3500,350035003500350035003500350035003500350035003500350035003500
0535190,83,0,$15853.0,54,None,5,8th,23secs,1:9:39.729AM,7:41:30.28AM,3.39,1750,1750175017501750175017501750175017501750
0535191,69,X,$5244.0,74,yellow,1,3rd,24secs,2:36:49.620AM,10:29:18.753AM,6.28,1750,
0535192,90,male,$13050.0,43,None,3,5th,25secs,7:39:26.474PM,12:39:31.172PM,4.62,2000,
0535193,36,X,$8496.0,76,None,5,9th,28secs,12:37:5.201PM,11:13:15.885AM,7.96,3500,
0535194,80,male,$22160.0,34,green,2,4th,29secs,1:43:56.543AM,5:46:56.107AM,2.65,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0535195,77,Male,$7700.0,18,BLUE,7,8th,30secs,10:13:6.918PM,11:4:11.404AM,-3.53,2750,2750275027502750275027502750275027502750
0535196,85,M,$18530.0,54,green,9,7th,27secs,4:40:4.742AM,7:4:43.297AM,7.44,1500,
0535197,32,m,$5152.0,52,yellow,3,2nd,29secs,4:1:9.489AM,10:26:43.953AM,-5.91,2000,
0535198,77,X,$9163.0,19,None,0,6th,20secs,0,7:51:27.191AM,0.98,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0535199,31,f,$7099.0,11,yellow,3,6th,30secs,8:27:6.876PM,10:0:53.83AM,12.37,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0535200,36,M,$9900.0,17,None,0,9th,26secs,10:25:4.321PM,11:40:2.126AM,-7.15,2500,25002500250025002500
0535201,52,M,$9048.0,24,green,2,8th,27secs,4:16:47.657AM,7:54:57.852AM,12.25,2500,2500250025002500250025002500250025002500
0535202,18,male,$1818.0,21,green,7,7th,30secs,2:45:39.966AM,0,1.67,3000,3000300030003000300030003000300030003000
0535203,49,M,0,37,BLUE,6,5th,29secs,11:35:39.669PM,7:31:21.659AM,-1.32,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0535204,52,M,$5824.000000000001,79,None,6,3rd,20secs,12:58:13.615PM,11:23:53.554AM,5.16,1500,150015001500150015001500150015001500150015001500150015001500
0535205,82,f,$21894.0,27,red,2,3rd,26secs,9:17:11.934PM,0,-11.98,2750,
0535206,7,M,$1931.9999999999998,27,blue,8,1st,28secs,12:30:43.605PM,11:4:46.431AM,-10.95,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0535207,26,M,$5590.0,64,gReeN,3,2nd,29secs,1:37:11.585AM,5:35:6.394AM,1.47,2500,25002500250025002500
0535208,34,Female,$7140.0,56,yellow,1,6th,27secs,4:44:26.444AM,9:58:28.779AM,10.14,2250,225022502250225022502250225022502250225022502250225022502250
0535209,42,male,$10374.0,71,None,8,8th,29secs,8:44:31.479PM,9:40:48.213AM,-10.5,2500,2500250025002500250025002500250025002500
0535210,55,male,$7920.0,71,reD,8,9th,23secs,4:26:51.344AM,10:0:8.769AM,5.68,2500,
0535211,11,f,$1353.0,51,green,1,1st,20secs,3:37:10.360AM,7:5:10.231AM,-4.4,3000,
0535212,57,Female,$14820.0,20,yellow,5,6th,29secs,7:36:4.907PM,7:0:51.658AM,2.71,1500,
0535213,49,m,$8869.0,0,reD,8,8th,28secs,11:9:56.16PM,6:9:0.883AM,1.3,2250,
0535214,78,Female,$17706.0,67,blue,4,8th,23secs,3:39:10.912AM,11:18:9.688AM,0.64,1750,1750175017501750175017501750175017501750
0535215,62,f,$10664.0,58,gReeN,6,8th,23secs,4:26:10.702AM,7:21:52.909AM,-1.78,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0535216,89,Female,$2225.0,49,gReeN,8,5th,28secs,11:17:45.298PM,5:44:36.608AM,-6.14,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0535217,55,f,$2640.0,57,blue,8,7th,29secs,1:6:1.753AM,5:53:12.392AM,1.14,3250,325032503250325032503250325032503250325032503250325032503250
0535218,71,female,$9940.0,19,blue,0,4th,24secs,10:38:47.218PM,5:55:4.695AM,-0.01,1750,
0535219,81,X,$9801.0,37,green,3,9th,28secs,4:56:44.218AM,5:1:48.159AM,-6.93,3500,3500350035003500350035003500350035003500
0535220,17,X,$2040.0,60,blue,2,3rd,30secs,7:21:18.103PM,5:28:54.349AM,-3.49,3500,
0535221,21,male,$3297.0,73,green,2,8th,21secs,9:37:10.5PM,8:39:54.305AM,2.67,2250,
0535222,80,X,$13760.0,73,gReeN,5,1st,27secs,4:36:48.339AM,6:10:26.353AM,11.12,3750,
0535223,68,f,$2312.0,69,reD,1,3rd,26secs,12:48:46.31PM,8:24:43.0AM,3.37,2750,275027502750275027502750275027502750275027502750275027502750
0535224,7,male,$280.0,9,blue,0,5th,20secs,10:57:58.5PM,6:5:32.412AM,-11.76,2750,
0535225,7,Female,$161.0,5,blue,1,9th,29secs,4:38:27.91AM,10:47:48.1AM,-6.1,1750,175017501750175017501750175017501750175017501750175017501750
0535226,20,M,$4900.0,58,blue,9,1st,22secs,4:40:1.531AM,9:40:50.893AM,2.39,2500,250025002500250025002500250025002500250025002500250025002500
0535227,37,female,$10101.0,36,gReeN,6,4th,22secs,11:27:33.944PM,8:26:39.856AM,8.53,1750,
0535228,10,f,$230.0,52,reD,7,8th,21secs,4:28:48.371AM,7:2:3.44AM,-3.2,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0535229,43,f,$10707.000000000002,36,green,7,5th,28secs,7:48:59.967PM,11:26:42.636AM,9.26,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0535230,58,Male,$8119.999999999999,6,blue,1,5th,28secs,12:42:18.733PM,11:27:46.45AM,-5.07,1500,150015001500150015001500150015001500150015001500150015001500
0535231,14,male,$1945.9999999999998,29,gReeN,7,9th,22secs,4:44:45.244AM,11:29:24.317AM,9.48,1500,15001500150015001500
0535232,77,male,$19635.0,48,green,4,4th,30secs,12:20:30.95PM,12:40:7.665PM,4.27,3500,
0535233,56,female,$10192.0,28,gReeN,3,8th,23secs,1:47:48.683AM,8:26:30.216AM,-5.39,1750,
0535234,9,f,$630.0,51,BLUE,0,1st,30secs,0,10:35:55.254AM,-1.0,3500,3500350035003500350035003500350035003500
0535235,79,X,$3871.0,38,red,7,4th,21secs,10:50:13.511PM,8:40:58.789AM,-0.81,1750,
0535236,38,female,$4788.0,47,None,9,8th,22secs,12:58:32.790PM,6:2:44.740AM,11.33,3000,
0535237,12,female,$1992.0,56,BLUE,6,7th,29secs,1:12:3.46AM,6:10:45.764AM,-7.77,2250,
0535238,37,female,$1258.0,77,yellow,0,9th,20secs,9:52:7.36PM,8:34:1.966AM,0.74,3000,
0535239,82,Female,$7216.0,53,green,7,2nd,22secs,12:12:58.268PM,7:11:9.282AM,-11.46,3250,
0535240,18,male,$3078.0,47,None,9,6th,27secs,7:38:39.959PM,5:5:10.296AM,-9.8,3250,32503250325032503250
0535241,40,female,$7200.0,22,yellow,8,9th,24secs,3:9:20.927AM,10:40:17.940AM,8.59,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0535242,85,female,$5695.0,22,BLUE,0,9th,23secs,9:8:10.996PM,5:45:44.546AM,6.58,2250,22502250225022502250
0535243,76,Female,$17176.0,60,green,1,1st,28secs,10:49:49.727PM,7:44:7.802AM,-5.81,2000,
0535244,78,F,$15444.0,65,BLUE,6,2nd,23secs,0,5:3:3.459AM,-5.3,3750,
0535245,10,Female,$2340.0,9,blue,5,7th,28secs,9:5:13.294PM,8:21:39.399AM,-11.47,3000,3000300030003000300030003000300030003000
0535246,70,female,$5740.0,40,gReeN,8,3rd,25secs,7:24:58.473PM,7:22:22.451AM,-0.59,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0535247,31,X,$4867.0,43,gReeN,4,3rd,21secs,10:11:49.367PM,5:45:24.795AM,8.96,2500,
0535248,31,Male,$3813.0,44,blue,6,2nd,26secs,8:20:17.394PM,9:10:23.269AM,2.56,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0535249,12,Female,$732.0,30,gReeN,9,3rd,22secs,7:3:12.52PM,5:46:25.712AM,7.45,2250,2250225022502250225022502250225022502250
0535250,49,M,$13818.0,61,red,2,9th,21secs,1:38:0.520AM,6:33:8.339AM,-11.55,1500,1500150015001500150015001500150015001500
0535251,42,Male,$2646.0,7,None,0,7th,23secs,1:20:47.218AM,12:43:42.229PM,5.51,1750,17501750175017501750
0535252,27,f,$5480.999999999999,26,red,1,6th,20secs,11:9:44.916PM,11:42:23.681AM,-0.24,2000,2000200020002000200020002000200020002000
0535253,13,male,$3484.0,71,yellow,3,3rd,24secs,11:55:45.415PM,10:29:14.959AM,5.51,2000,
0535254,53,female,$8109.0,58,red,9,9th,23secs,9:37:58.157PM,6:19:53.124AM,9.27,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0535255,29,m,$1508.0,35,None,9,5th,29secs,3:12:38.111AM,7:48:28.543AM,-11.77,3750,
0535256,17,F,$1088.0,18,reD,2,5th,30secs,11:37:49.667PM,9:20:25.103AM,2.38,2250,
0535257,86,X,$3354.0,40,BLUE,1,8th,27secs,3:45:1.381AM,10:43:14.600AM,0.09,2500,
0535258,56,M,$12824.0,69,gReeN,5,5th,20secs,12:29:5.877PM,10:45:51.711AM,5.73,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0535259,61,F,$9455.0,55,BLUE,8,3rd,24secs,8:53:43.358PM,7:8:13.897AM,5.52,2250,
0535260,42,Male,$11844.0,12,reD,4,3rd,24secs,7:48:3.316PM,8:56:47.205AM,-2.77,2250,2250225022502250225022502250225022502250
0535261,17,Male,$4454.0,42,green,9,4th,25secs,2:7:49.510AM,8:11:19.923AM,-7.93,2750,2750275027502750275027502750275027502750
0535262,88,f,$20680.0,74,None,5,2nd,29secs,3:35:13.702AM,12:15:17.796PM,3.18,2500,25002500250025002500
0535263,51,f,$4896.0,53,red,6,3rd,20secs,8:59:19.12PM,10:41:55.998AM,6.67,3000,
0535264,18,F,$4176.0,33,gReeN,1,5th,22secs,1:59:28.132AM,6:12:6.377AM,-9.99,2000,
0535265,69,m,$7521.000000000001,15,green,3,4th,26secs,8:33:50.74PM,11:49:18.122AM,3.29,2500,2500250025002500250025002500250025002500
0535266,57,f,$9177.0,74,BLUE,9,6th,22secs,10:17:40.55PM,8:16:54.370AM,-5.6,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0535267,23,Female,$2829.0,12,None,7,5th,23secs,4:28:36.990AM,5:26:33.602AM,-8.46,1500,15001500150015001500
0535268,90,Female,$23220.0,24,green,7,7th,0,3:53:59.25AM,8:47:11.671AM,9.26,1750,
0535269,59,f,$6018.0,60,blue,4,6th,27secs,1:4:35.401AM,11:53:34.384AM,-1.08,2750,
0535270,10,m,$1580.0,53,reD,3,7th,26secs,7:28:25.376PM,5:39:27.436AM,11.78,3000,
0535271,7,female,$434.0,13,gReeN,7,1st,0,10:34:4.606PM,10:33:29.804AM,-8.68,1750,175017501750175017501750175017501750175017501750175017501750
0535272,41,Male,$3444.0,78,yellow,9,5th,22secs,11:36:52.903PM,7:1:54.669AM,4.25,3500,35003500350035003500
0535273,87,M,$12615.0,35,BLUE,9,2nd,25secs,9:58:13.458PM,7:40:0.76AM,-0.67,2500,
0535274,84,f,$6552.0,26,BLUE,3,2nd,23secs,12:30:53.91PM,6:26:4.921AM,12.31,3250,
0535275,89,F,$23763.0,33,red,7,3rd,22secs,3:18:22.923AM,11:25:8.633AM,5.3,2750,27502750275027502750
0535276,13,male,$312.0,60,green,9,3rd,22secs,10:26:32.393PM,6:26:8.938AM,-7.22,3750,
0535277,9,F,$1728.0,35,blue,3,7th,20secs,1:10:43.897AM,7:52:49.123AM,-2.73,3000,300030003000300030003000300030003000300030003000300030003000
