ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0571026,40,male,$8039.999999999999,8,blue,5,7th,26secs,10:40:47.311PM,11:8:10.576AM,11.53,2750,2750275027502750275027502750275027502750
0571027,28,Male,$7839.999999999999,8,green,6,5th,26secs,2:5:14.217AM,10:6:44.149AM,-11.99,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0571028,56,female,$12824.0,48,BLUE,6,8th,23secs,4:58:31.703AM,12:1:40.931PM,9.72,2000,20002000200020002000
0571029,13,Female,$312.0,25,reD,7,6th,22secs,4:39:27.355AM,5:21:45.880AM,-4.68,3500,35003500350035003500
0571030,20,F,$3180.0,64,yellow,8,1st,25secs,10:10:55.532PM,7:47:23.173AM,-9.94,2250,22502250225022502250
0571031,65,female,$5395.0,51,reD,9,3rd,24secs,7:14:42.822PM,10:19:44.128AM,0.97,2500,25002500250025002500
0571032,65,male,$15015.0,61,red,4,8th,26secs,12:52:19.347PM,11:2:0.479AM,-2.39,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0571033,28,male,$3024.0,5,yellow,0,2nd,23secs,11:6:27.550PM,10:45:7.408AM,-1.69,3000,
0571034,60,female,$2820.0,52,reD,5,7th,28secs,2:10:24.151AM,10:19:46.555AM,-0.86,2750,
0571035,66,M,$2508.0,5,blue,9,6th,20secs,2:17:2.873AM,6:11:27.119AM,-9.88,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0571036,53,Male,$10758.999999999998,76,blue,4,9th,27secs,11:7:2.754PM,10:0:13.54AM,-1.5,2250,
0571037,0,Male,$845.0,51,BLUE,3,2nd,27secs,10:37:11.28PM,12:40:18.346PM,1.92,1500,
0571038,0,female,$944.9999999999999,15,yellow,7,4th,20secs,12:50:58.837PM,7:10:27.913AM,0.07,3250,32503250325032503250
0571039,36,m,$2808.0,48,red,6,2nd,20secs,3:30:33.633AM,5:36:30.663AM,-7.69,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0571040,20,male,$5960.0,41,BLUE,5,1st,20secs,4:16:59.793AM,7:29:40.852AM,-10.41,3750,375037503750375037503750375037503750375037503750375037503750
