ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0353027,30,F,$4170.0,24,reD,6,8th,30secs,1:35:50.136AM,11:21:44.71AM,-3.46,2500,25002500250025002500
0353028,7,female,$1659.0,35,reD,4,1st,30secs,2:10:36.426AM,12:27:23.886PM,-7.32,3750,
0353029,69,X,$10074.0,54,green,9,6th,20secs,8:36:50.668PM,7:31:6.578AM,6.32,2000,
0353030,33,Male,$3168.0,44,gReeN,6,7th,26secs,12:48:23.613PM,10:0:16.120AM,-8.47,3000,
0353031,18,M,$1224.0,51,green,4,1st,23secs,7:15:13.973PM,11:13:20.783AM,-9.86,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0353032,34,female,$3672.0000000000005,41,yellow,3,6th,0,1:48:55.788AM,12:21:19.218PM,10.71,2250,
0353033,65,0,$12805.0,25,red,7,9th,22secs,3:12:53.363AM,5:10:6.739AM,-11.13,3500,
0353034,39,Male,$897.0,76,reD,7,7th,29secs,8:11:7.661PM,10:17:7.275AM,8.18,3000,3000300030003000300030003000300030003000
0353035,76,Female,$18848.0,27,red,4,6th,27secs,9:19:41.665PM,11:28:23.228AM,-4.26,2750,275027502750275027502750275027502750275027502750275027502750
0353036,37,F,$3885.0,59,reD,3,7th,22secs,10:40:10.314PM,6:59:48.429AM,9.4,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0353037,15,m,$1845.0,70,BLUE,3,2nd,20secs,1:50:39.115AM,5:12:38.753AM,8.44,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0353038,61,female,$11041.0,36,red,3,4th,25secs,9:34:26.722PM,11:1:40.446AM,6.01,1500,1500150015001500150015001500150015001500
0353039,80,m,$5600.0,30,gReeN,1,4th,21secs,2:36:39.953AM,12:12:28.650PM,4.19,2000,
0353040,27,F,$4698.0,73,reD,5,1st,26secs,4:17:9.968AM,6:38:36.108AM,-2.66,3250,
0353041,11,Female,$275.0,56,BLUE,7,8th,29secs,11:57:32.370PM,7:9:59.906AM,3.22,2000,20002000200020002000
0353042,38,M,$10830.0,12,BLUE,2,2nd,21secs,10:0:43.427PM,5:16:2.928AM,-11.66,1750,1750175017501750175017501750175017501750
0353043,34,F,$1292.0,11,red,2,1st,25secs,9:58:36.378PM,7:50:2.992AM,12.26,3500,
0353044,87,f,$7569.0,58,yellow,8,7th,22secs,9:51:17.725PM,6:23:25.612AM,10.43,2000,200020002000200020002000200020002000200020002000200020002000
0353045,80,F,$18880.0,60,gReeN,6,8th,29secs,11:19:7.855PM,10:45:36.718AM,7.18,2500,250025002500250025002500250025002500250025002500250025002500
0353046,61,Female,$7137.0,11,yellow,7,3rd,28secs,4:55:5.718AM,12:32:54.517PM,10.35,3750,
0353047,45,F,$2295.0,14,reD,3,7th,20secs,8:48:25.92PM,5:59:58.91AM,8.63,2000,
0353048,81,F,$10530.0,58,yellow,3,3rd,22secs,7:29:5.251PM,11:26:53.4AM,6.16,1500,
