ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0220805,89,male,$13973.0,16,yellow,0,9th,28secs,1:26:21.613AM,10:16:25.909AM,-8.86,3750,
0220806,59,X,$15812.000000000002,37,None,8,2nd,20secs,8:7:10.465PM,6:37:42.851AM,11.8,2750,
0220807,39,female,$8814.0,33,None,7,2nd,20secs,12:45:52.502PM,8:21:46.545AM,-5.32,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0220808,88,m,$22968.0,42,gReeN,1,9th,20secs,10:9:56.876PM,7:3:9.933AM,1.94,2250,
0220809,65,M,$7539.999999999999,75,gReeN,3,5th,22secs,2:23:35.271AM,6:13:22.719AM,9.64,3750,
0220810,79,F,$2054.0,29,blue,9,7th,28secs,12:25:15.355PM,12:31:39.455PM,3.51,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0220811,64,female,$12352.0,28,reD,6,1st,24secs,7:14:19.801PM,10:21:41.730AM,-2.31,3000,3000300030003000300030003000300030003000
0220812,64,F,$15296.0,51,gReeN,3,3rd,24secs,1:6:54.414AM,8:53:41.555AM,2.09,2750,2750275027502750275027502750275027502750
0220813,56,male,$10024.0,37,yellow,0,4th,27secs,10:36:46.439PM,9:57:36.864AM,0.5,2250,225022502250225022502250225022502250225022502250225022502250
0220814,51,female,$1887.0,39,yellow,6,3rd,27secs,10:6:34.823PM,10:44:41.337AM,10.02,2250,225022502250225022502250225022502250225022502250225022502250
0220815,75,F,$14625.0,61,reD,5,8th,29secs,4:35:45.692AM,10:30:14.919AM,-10.72,3000,300030003000300030003000300030003000300030003000300030003000
0220816,46,X,$9338.0,60,yellow,0,7th,21secs,8:19:18.378PM,8:30:26.95AM,5.01,1500,
0220817,8,M,$1280.0,31,red,6,4th,21secs,12:37:15.653PM,11:17:56.276AM,-8.87,3500,35003500350035003500
0220818,69,male,$16077.0,78,None,9,9th,27secs,1:4:38.896AM,8:24:49.356AM,-5.86,2250,22502250225022502250
0220819,56,X,$2352.0,21,None,9,2nd,28secs,12:0:45.483PM,11:11:39.951AM,-7.38,2750,
0220820,37,f,$4070.0000000000005,44,blue,4,4th,23secs,11:54:42.606PM,11:18:8.872AM,-7.97,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0220821,58,m,$11832.0,52,red,1,1st,23secs,10:44:17.338PM,12:50:0.447PM,-11.85,3250,
0220822,40,m,$5360.0,54,BLUE,7,7th,25secs,10:25:59.333PM,8:39:3.825AM,-7.82,2250,225022502250225022502250225022502250225022502250225022502250
0220823,90,F,$6750.0,64,BLUE,7,3rd,28secs,12:18:6.63PM,10:21:56.156AM,-12.18,3000,3000300030003000300030003000300030003000
0220824,25,f,$3650.0,59,blue,1,8th,30secs,10:11:57.883PM,9:30:14.707AM,-10.88,2750,2750275027502750275027502750275027502750
0220825,48,female,$7632.0,66,green,9,1st,24secs,12:27:31.216PM,6:50:42.262AM,-5.04,2250,225022502250225022502250225022502250225022502250225022502250
0220826,62,X,$11036.0,14,BLUE,5,9th,22secs,10:43:21.504PM,9:26:4.890AM,10.73,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0220827,37,female,$1295.0,65,blue,3,7th,20secs,12:57:56.243PM,10:56:10.497AM,-2.0,2000,200020002000200020002000200020002000200020002000200020002000
0220828,90,Female,$18990.0,55,BLUE,7,5th,24secs,3:37:34.187AM,5:18:17.221AM,10.13,3750,375037503750375037503750375037503750375037503750375037503750
0220829,35,male,$6020.0,41,gReeN,0,2nd,24secs,9:13:13.246PM,8:41:50.610AM,-10.81,1750,
0220830,44,F,$5676.0,71,blue,4,6th,26secs,10:11:26.414PM,6:0:34.807AM,-5.42,3000,
0220831,41,female,$7544.0,6,BLUE,6,6th,28secs,9:43:58.782PM,6:2:21.744AM,-2.42,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0220832,52,m,$13155.999999999998,77,yellow,4,1st,28secs,10:37:10.767PM,8:31:39.395AM,9.02,2000,
0220833,85,f,$6630.0,10,gReeN,0,3rd,23secs,11:14:21.163PM,6:34:31.352AM,-8.94,2000,20002000200020002000
0220834,90,male,$25200.0,26,None,5,3rd,0,2:10:9.588AM,10:38:52.94AM,2.22,2000,2000200020002000200020002000200020002000
0220835,43,X,$7224.0,11,red,0,3rd,23secs,3:22:14.42AM,7:13:48.730AM,-4.55,2000,20002000200020002000
0220836,82,Male,$3526.0,60,yellow,4,8th,30secs,10:45:16.579PM,10:39:41.234AM,5.18,3750,3750375037503750375037503750375037503750
0220837,77,f,$15092.0,73,reD,2,4th,24secs,10:48:21.513PM,10:13:2.128AM,12.34,2750,
0220838,67,male,$2881.0,59,gReeN,4,6th,25secs,10:1:48.404PM,6:53:7.616AM,-7.71,2750,2750275027502750275027502750275027502750
0220839,63,female,$10647.0,59,blue,6,5th,26secs,10:11:7.275PM,6:15:54.679AM,1.13,2500,
0220840,38,M,$10108.0,31,None,2,3rd,27secs,1:3:11.210AM,9:26:16.181AM,-0.48,2500,2500250025002500250025002500250025002500
0220841,34,Male,$8534.0,25,yellow,6,4th,28secs,12:26:55.837PM,6:50:35.358AM,-2.17,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0220842,70,male,$15120.000000000002,35,red,4,5th,29secs,11:57:16.986PM,11:16:39.606AM,-11.26,3750,
0220843,71,f,$4402.0,63,None,4,6th,24secs,7:16:47.979PM,10:22:12.848AM,-1.04,1750,175017501750175017501750175017501750175017501750175017501750
0220844,37,X,$6327.0,57,yellow,3,3rd,22secs,9:11:31.989PM,8:44:40.902AM,2.06,1500,15001500150015001500
0220845,18,male,$4392.0,23,green,3,5th,27secs,12:16:50.17PM,5:45:53.54AM,-6.65,3000,300030003000300030003000300030003000300030003000300030003000
0220846,62,F,$5270.0,31,yellow,8,8th,30secs,10:37:6.215PM,11:21:23.395AM,11.17,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0220847,8,f,$1968.0,0,BLUE,8,2nd,26secs,3:51:44.308AM,5:23:55.777AM,7.12,3000,30003000300030003000
0220848,47,m,$5076.0,79,blue,8,4th,24secs,12:36:15.398PM,10:14:22.888AM,10.28,1750,175017501750175017501750175017501750175017501750175017501750
0220849,17,Male,$4981.0,13,gReeN,5,3rd,21secs,9:11:51.667PM,6:5:1.50AM,5.81,3250,
0220850,70,female,$6510.0,47,None,9,8th,21secs,10:57:53.466PM,10:26:53.817AM,-10.06,2500,250025002500250025002500250025002500250025002500250025002500
0220851,76,X,$17632.0,23,yellow,5,8th,27secs,11:54:26.812PM,5:11:16.739AM,-11.7,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0220852,28,Female,$784.0000000000001,23,BLUE,2,2nd,25secs,2:39:11.506AM,10:0:15.563AM,1.08,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0220853,18,Male,$1620.0,39,gReeN,2,1st,27secs,8:53:32.866PM,6:34:59.179AM,-7.17,2250,
0220854,30,male,$3570.0,63,green,8,5th,28secs,7:40:6.561PM,9:14:34.845AM,1.62,3000,30003000300030003000
0220855,53,f,$2544.0,63,blue,5,6th,21secs,2:55:43.382AM,7:42:12.785AM,6.36,3500,
0220856,78,male,$15756.0,63,reD,1,3rd,21secs,8:17:16.792PM,6:58:24.660AM,10.53,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0220857,40,Female,$4760.0,18,blue,4,1st,22secs,9:48:59.978PM,6:47:7.214AM,-11.44,2250,0
0220858,33,X,$5874.0,77,BLUE,8,4th,24secs,7:21:47.865PM,11:37:23.574AM,-8.13,1750,175017501750175017501750175017501750175017501750175017501750
0220859,17,X,$2890.0,51,blue,4,6th,27secs,8:28:46.301PM,8:37:0.432AM,0.3,3750,3750375037503750375037503750375037503750
0220860,50,male,$11100.000000000002,37,blue,4,1st,26secs,4:26:14.720AM,5:37:11.103AM,-7.59,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0220861,38,female,$1634.0,79,reD,4,9th,21secs,3:19:31.156AM,11:50:52.702AM,3.63,1500,15001500150015001500
0220862,14,female,$1176.0,41,blue,6,8th,27secs,1:50:33.696AM,12:47:33.750PM,12.22,3000,300030003000300030003000300030003000300030003000300030003000
0220863,25,X,$4725.0,39,yellow,8,9th,27secs,3:37:38.942AM,10:33:44.810AM,9.37,2750,27502750275027502750
0220864,41,M,$6519.0,69,reD,3,2nd,29secs,8:20:18.436PM,10:23:17.233AM,-9.93,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0220865,15,Female,$3900.0,24,reD,5,7th,25secs,4:4:8.77AM,7:30:38.324AM,-1.13,3750,37503750375037503750
0220866,49,F,$12103.000000000002,20,BLUE,8,9th,21secs,3:42:23.453AM,5:27:10.919AM,2.31,3000,30003000300030003000
0220867,74,m,$13542.0,63,gReeN,9,1st,28secs,2:51:10.621AM,9:8:47.248AM,5.08,2500,
0220868,56,M,$12824.0,63,yellow,9,6th,30secs,4:40:16.444AM,8:12:59.231AM,-2.82,3500,3500350035003500350035003500350035003500
0220869,38,Male,$3268.0,77,red,2,2nd,27secs,3:56:18.272AM,11:3:0.626AM,-9.66,1500,
0220870,44,male,$3035.9999999999995,79,reD,1,9th,25secs,4:5:9.12AM,11:30:11.463AM,4.75,3500,
0220871,58,Male,$2726.0,58,yellow,7,9th,21secs,7:44:23.707PM,11:9:5.146AM,-10.35,3000,
0220872,43,M,$4730.0,35,gReeN,9,5th,26secs,1:29:21.167AM,5:27:37.459AM,7.59,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0220873,10,f,$560.0,42,reD,2,6th,20secs,2:48:51.978AM,9:58:40.124AM,-6.79,2000,20002000200020002000
0220874,38,Male,$2964.0,74,None,8,2nd,21secs,3:0:35.465AM,8:54:14.409AM,3.24,2750,
0220875,9,M,$828.0,13,yellow,9,7th,28secs,7:2:28.12PM,10:19:9.249AM,-11.84,1750,
0220876,54,Male,$13392.0,65,BLUE,0,5th,26secs,12:10:5.392PM,10:36:22.346AM,5.33,1750,
0220877,70,F,$14910.0,26,gReeN,3,8th,21secs,3:24:12.95AM,10:13:26.21AM,-3.85,2750,275027502750275027502750275027502750275027502750275027502750
