ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0698918,90,X,$5490.0,46,red,5,5th,22secs,8:1:24.118PM,7:20:59.1AM,8.85,3500,
0698919,10,male,0,79,reD,6,8th,20secs,10:35:42.525PM,9:59:8.119AM,-10.87,1750,175017501750175017501750175017501750175017501750175017501750
0698920,51,Female,$9843.0,14,BLUE,9,6th,20secs,7:29:19.295PM,10:49:40.233AM,-11.64,3750,
0698921,16,F,$463.99999999999994,67,blue,7,7th,27secs,1:48:14.104AM,5:33:52.151AM,-0.05,2750,275027502750275027502750275027502750275027502750275027502750
0698922,50,Male,$9200.0,7,green,5,5th,22secs,3:17:55.502AM,12:37:2.425PM,10.36,1750,175017501750175017501750175017501750175017501750175017501750
0698923,24,m,$5832.0,42,green,5,2nd,23secs,11:11:4.658PM,6:10:24.750AM,1.84,2250,
0698924,15,female,$675.0,55,gReeN,5,9th,25secs,1:52:57.353AM,12:46:21.28PM,-12.24,2500,0
0698925,61,Male,$6527.0,63,blue,9,6th,25secs,8:33:1.461PM,6:50:55.164AM,-5.75,2750,2750275027502750275027502750275027502750
0698926,74,F,$16206.0,23,BLUE,6,4th,30secs,8:13:13.657PM,11:58:11.436AM,0.79,3000,
0698927,16,m,$3615.9999999999995,24,gReeN,2,4th,21secs,11:18:4.552PM,12:30:1.216PM,6.77,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0698928,37,m,$1924.0,55,green,6,6th,25secs,9:29:4.754PM,8:12:52.719AM,-6.77,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0698929,71,M,$8164.999999999999,52,reD,9,4th,25secs,8:8:9.677PM,5:18:38.493AM,-2.52,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0698930,49,male,$6370.0,30,BLUE,6,3rd,27secs,0,9:44:16.228AM,-2.03,2000,20002000200020002000
0698931,82,F,$14678.0,57,gReeN,5,4th,25secs,9:27:31.856PM,11:37:39.266AM,-6.7,1500,1500150015001500150015001500150015001500
0698932,82,m,$21894.0,46,None,1,2nd,24secs,8:28:39.371PM,6:10:28.625AM,12.28,2250,225022502250225022502250225022502250225022502250225022502250
0698933,32,X,$4576.0,25,reD,7,3rd,27secs,10:46:59.387PM,6:14:35.394AM,11.87,3250,
0698934,54,X,$11340.0,32,yellow,6,3rd,28secs,1:48:13.455AM,10:46:23.38AM,1.44,3250,
0698935,68,Male,$11560.0,47,blue,5,4th,22secs,3:15:3.42AM,6:2:6.796AM,-4.1,2500,250025002500250025002500250025002500250025002500250025002500
0698936,41,female,$4715.0,29,green,1,4th,28secs,9:20:0.734PM,8:36:51.681AM,-5.45,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0698937,45,female,$3735.0,14,yellow,2,7th,21secs,2:52:42.495AM,12:44:51.133PM,9.5,1500,150015001500150015001500150015001500150015001500150015001500
0698938,54,Female,$14094.0,8,None,3,4th,21secs,4:39:54.188AM,12:39:50.589PM,0.9,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0698939,71,F,$14342.0,38,green,2,2nd,20secs,10:47:58.630PM,8:29:6.933AM,3.63,2750,2750275027502750275027502750275027502750
0698940,74,m,$20942.0,33,green,9,1st,24secs,12:46:3.906PM,7:13:4.889AM,6.96,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0698941,67,X,$17755.0,62,None,2,9th,21secs,11:52:53.894PM,11:54:25.375AM,-9.0,3750,375037503750375037503750375037503750375037503750375037503750
0698942,43,M,$8642.999999999998,65,blue,3,8th,26secs,3:22:7.237AM,11:14:30.811AM,-12.13,2250,225022502250225022502250225022502250225022502250225022502250
0698943,42,Female,$6888.0,16,blue,5,4th,28secs,2:46:53.628AM,11:10:27.726AM,-7.38,2250,2250225022502250225022502250225022502250
0698944,59,f,$2773.0,37,None,9,5th,24secs,2:41:7.152AM,8:10:53.482AM,-10.51,2500,25002500250025002500
