ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0779285,79,X,$2686.0,25,None,6,9th,21secs,9:54:54.74PM,11:56:10.835AM,-0.85,1500,150015001500150015001500150015001500150015001500150015001500
0779286,81,male,$11097.0,13,red,8,2nd,27secs,12:18:46.897PM,11:48:26.84AM,-10.74,2500,
0779287,32,female,$832.0,42,blue,7,7th,27secs,7:57:3.820PM,7:42:27.262AM,-2.53,2000,
0779288,80,M,$13840.0,30,red,2,2nd,29secs,11:4:29.945PM,11:25:4.637AM,-5.23,3500,350035003500350035003500350035003500350035003500350035003500
0779289,75,M,$11925.0,49,red,3,7th,30secs,1:54:50.278AM,10:19:33.646AM,1.38,2000,
0779290,79,X,$8295.0,7,blue,6,9th,29secs,11:21:29.241PM,7:58:44.371AM,-0.19,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0779291,27,Female,$1269.0,63,reD,2,5th,23secs,12:45:15.728PM,6:16:12.200AM,0.58,2250,22502250225022502250
0779292,45,M,$2430.0,52,green,8,2nd,29secs,4:18:6.240AM,5:58:16.815AM,7.24,2250,
0779293,64,X,$7808.0,49,BLUE,2,4th,29secs,9:32:2.494PM,12:45:19.196PM,-7.17,2000,20002000200020002000
0779294,42,f,$11718.0,41,None,1,6th,20secs,3:37:31.580AM,12:3:36.811PM,7.91,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0779295,44,male,$12320.0,28,gReeN,5,5th,23secs,11:18:34.844PM,11:7:1.218AM,7.15,3250,3250325032503250325032503250325032503250
0779296,7,m,$1008.0,79,yellow,6,1st,26secs,1:24:50.627AM,5:13:44.640AM,5.22,3250,
0779297,57,male,$12825.0,16,red,4,6th,25secs,3:9:42.516AM,7:55:42.254AM,-9.94,2250,
0779298,40,m,$5600.0,9,gReeN,8,1st,29secs,3:30:7.174AM,7:21:35.66AM,5.21,2000,
0779299,65,m,$1495.0,37,yellow,8,9th,23secs,9:53:35.462PM,10:41:4.804AM,4.69,3750,3750375037503750375037503750375037503750
0779300,74,Male,$20572.0,72,reD,9,1st,30secs,7:39:41.72PM,8:28:34.938AM,-8.06,3250,3250325032503250325032503250325032503250
0779301,40,Female,$6880.0,18,reD,6,8th,26secs,9:36:40.757PM,12:28:49.334PM,-5.77,3000,300030003000300030003000300030003000300030003000300030003000
0779302,53,male,$6519.0,25,yellow,2,7th,20secs,2:41:12.66AM,6:26:53.87AM,-11.31,2500,2500250025002500250025002500250025002500
0779303,60,female,$15720.0,10,BLUE,9,9th,21secs,3:12:3.371AM,10:18:3.5AM,10.98,2000,
0779304,13,female,$949.0,69,yellow,3,7th,27secs,10:37:0.614PM,7:9:12.137AM,-3.96,2000,
0779305,40,male,$4080.0,49,blue,5,5th,20secs,7:15:46.367PM,11:34:28.110AM,4.18,3000,3000300030003000300030003000300030003000
0779306,75,M,$1575.0,20,gReeN,2,7th,25secs,7:46:50.121PM,11:3:9.28AM,-2.79,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0779307,76,M,$16720.0,61,None,1,2nd,28secs,2:27:2.814AM,9:59:49.225AM,-3.82,3500,
0779308,52,F,$15288.0,8,BLUE,7,9th,24secs,9:16:51.142PM,6:21:33.971AM,8.25,3250,
0779309,22,male,$3718.0,30,blue,6,3rd,24secs,1:36:59.594AM,10:45:42.294AM,-3.25,2250,
0779310,21,male,$4725.0,37,BLUE,0,9th,26secs,4:28:14.765AM,5:59:30.311AM,-10.4,3750,
0779311,28,Male,$4060.0,37,yellow,0,8th,21secs,8:8:7.828PM,6:4:51.479AM,-6.83,3750,3750375037503750375037503750375037503750
0779312,14,X,$3948.0,68,green,4,7th,20secs,7:52:5.360PM,9:45:1.536AM,10.85,3750,
0779313,27,Female,$6750.0,34,yellow,6,5th,25secs,7:55:36.245PM,7:52:50.990AM,-1.66,1750,17501750175017501750
0779314,70,F,$11900.0,7,BLUE,9,2nd,20secs,10:23:17.24PM,5:58:4.654AM,-11.76,3250,32503250325032503250
0779315,87,F,$20010.0,44,reD,7,5th,22secs,8:9:40.728PM,12:7:14.427PM,-2.63,3000,
0779316,51,m,$2958.0,34,BLUE,2,1st,24secs,9:5:33.960PM,11:11:54.567AM,-1.99,3250,325032503250325032503250325032503250325032503250325032503250
0779317,23,m,$5451.0,33,reD,5,1st,29secs,8:15:46.618PM,7:32:14.138AM,11.62,2750,2750275027502750275027502750275027502750
0779318,9,M,$1440.0,39,gReeN,3,4th,29secs,1:51:18.630AM,8:25:47.493AM,9.33,1500,1500150015001500150015001500150015001500
0779319,0,Female,$12118.0,68,reD,1,9th,24secs,12:20:28.847PM,10:56:41.466AM,5.18,1750,1750175017501750175017501750175017501750
0779320,46,M,$11316.0,29,blue,7,4th,23secs,9:31:26.25PM,11:8:22.694AM,7.74,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0779321,72,f,$20808.0,31,green,9,6th,27secs,7:41:10.181PM,8:14:10.729AM,5.61,1750,1750175017501750175017501750175017501750
0779322,19,female,$5111.0,45,gReeN,6,6th,22secs,7:51:1.946PM,10:53:25.964AM,-3.78,3000,
0779323,35,male,$10185.0,60,gReeN,9,5th,24secs,3:34:57.619AM,0,-5.77,2750,
0779324,69,M,$3243.0,38,red,8,5th,29secs,8:16:25.876PM,6:28:3.639AM,-0.51,3500,350035003500350035003500350035003500350035003500350035003500
0779325,30,F,$7649.999999999999,20,None,5,8th,26secs,1:27:44.865AM,5:56:32.678AM,-3.49,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0779326,30,f,$6120.0,56,yellow,4,4th,30secs,8:32:16.484PM,10:0:53.703AM,8.68,3000,30003000300030003000
0779327,37,f,$7363.0,54,reD,0,7th,25secs,12:47:43.651PM,8:37:7.265AM,6.57,3000,300030003000300030003000300030003000300030003000300030003000
0779328,82,M,$11644.0,46,blue,6,8th,23secs,11:47:50.9PM,12:46:6.72PM,-10.41,3000,
0779329,56,f,$9800.0,38,red,4,3rd,29secs,11:11:28.870PM,5:54:16.281AM,3.84,2500,25002500250025002500
0779330,50,F,$9150.0,51,BLUE,5,6th,30secs,9:33:26.766PM,6:24:13.755AM,0.0,3250,
0779331,15,Male,$3270.0000000000005,28,reD,5,6th,21secs,4:22:47.346AM,5:14:27.574AM,-2.38,2250,
