ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0251105,57,X,$15048.0,78,green,7,6th,26secs,3:48:3.343AM,9:16:50.753AM,11.89,1500,
0251106,42,male,$1470.0,51,red,1,4th,27secs,3:48:58.94AM,7:41:6.46AM,0.72,2000,200020002000200020002000200020002000200020002000200020002000
0251107,59,m,$12744.0,24,yellow,9,4th,26secs,10:4:18.983PM,9:10:7.940AM,0.06,1500,150015001500150015001500150015001500150015001500150015001500
0251108,25,Female,$1600.0,64,reD,9,6th,24secs,9:48:58.100PM,5:21:58.314AM,-10.02,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0251109,80,m,$10320.0,8,reD,1,8th,20secs,4:26:51.733AM,8:2:10.466AM,1.31,3250,325032503250325032503250325032503250325032503250325032503250
0251110,29,M,$8584.0,69,BLUE,4,8th,20secs,12:16:23.22PM,8:28:18.682AM,9.55,2500,
0251111,24,m,$2136.0,77,yellow,5,8th,21secs,4:46:22.810AM,9:20:42.893AM,0.42,2000,200020002000200020002000200020002000200020002000200020002000
0251112,8,female,$272.0,20,green,5,8th,30secs,8:59:12.402PM,9:48:39.296AM,-9.34,2250,225022502250225022502250225022502250225022502250225022502250
0251113,80,X,$11840.0,11,BLUE,3,9th,25secs,0,5:43:22.517AM,-0.31,2250,
0251114,19,X,$4427.0,50,yellow,7,1st,26secs,9:33:39.226PM,8:33:58.841AM,11.26,3500,
0251115,11,M,$2343.0,23,red,0,8th,29secs,10:55:49.8PM,9:54:0.424AM,7.29,3500,
0251116,37,X,$3293.0,51,yellow,5,4th,23secs,1:3:8.110AM,8:54:42.519AM,3.23,1500,15001500150015001500
0251117,62,Male,$15190.000000000002,20,None,7,8th,26secs,7:44:19.506PM,12:25:39.894PM,-7.81,3750,
0251118,79,X,$5925.0,70,yellow,5,1st,23secs,4:35:57.144AM,12:54:32.492PM,-11.5,3500,350035003500350035003500350035003500350035003500350035003500
0251119,29,Female,$4582.0,54,BLUE,7,8th,28secs,11:56:47.722PM,6:26:2.653AM,-12.0,3250,325032503250325032503250325032503250325032503250325032503250
0251120,80,m,$16640.0,24,BLUE,0,5th,27secs,7:1:56.994PM,11:0:5.86AM,-2.95,3000,300030003000300030003000300030003000300030003000300030003000
0251121,15,f,$3720.0,38,gReeN,1,1st,28secs,3:29:4.711AM,9:40:28.654AM,-0.7,1500,1500150015001500150015001500150015001500
0251122,29,Female,$3886.0000000000005,60,BLUE,8,3rd,22secs,2:59:5.549AM,6:9:14.733AM,0,2500,
0251123,38,Female,$1064.0,37,reD,4,5th,21secs,1:4:48.530AM,8:11:15.599AM,11.28,1500,15001500150015001500
0251124,44,M,$5896.0,49,red,1,6th,23secs,1:22:14.888AM,11:2:19.512AM,1.65,3250,
0251125,8,F,$1823.9999999999998,18,green,3,9th,0,8:34:43.463PM,12:55:8.312PM,-0.69,1500,1500150015001500150015001500150015001500
0251126,74,Female,$10434.0,6,gReeN,4,7th,29secs,12:31:2.41PM,10:18:24.739AM,-9.17,2500,
0251127,61,X,$2074.0,64,blue,9,8th,22secs,9:13:58.640PM,10:32:50.208AM,1.11,2500,250025002500250025002500250025002500250025002500250025002500
0251128,48,M,$10847.999999999998,64,None,9,7th,30secs,7:37:51.306PM,9:31:10.74AM,5.1,3250,
0251129,40,male,$4040.0,9,None,6,8th,26secs,4:34:17.935AM,11:32:5.782AM,-8.77,3500,
0251130,51,X,$11730.0,36,gReeN,5,7th,23secs,2:7:23.896AM,7:0:25.394AM,11.05,3500,350035003500350035003500350035003500350035003500350035003500
0251131,78,M,$19968.0,70,BLUE,7,9th,23secs,4:36:42.23AM,5:28:53.310AM,4.84,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0251132,89,M,$3115.0,45,None,4,8th,23secs,7:8:16.417PM,9:10:18.12AM,6.1,3000,300030003000300030003000300030003000300030003000300030003000
0251133,20,male,$2640.0,56,green,3,6th,20secs,9:31:6.317PM,9:44:19.545AM,-2.0,3000,30003000300030003000
0251134,16,M,$4336.0,71,yellow,5,8th,22secs,1:35:8.155AM,6:49:31.609AM,-3.63,3000,
0251135,9,female,$2322.0,21,gReeN,7,3rd,23secs,1:34:20.833AM,10:50:42.95AM,-3.28,1750,17501750175017501750
0251136,59,male,$15930.000000000002,69,red,6,2nd,22secs,8:36:5.328PM,8:19:32.601AM,11.81,2500,
0251137,32,Female,$1823.9999999999998,15,gReeN,6,9th,24secs,12:39:7.393PM,9:36:47.284AM,0.97,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0251138,54,M,$15876.0,71,gReeN,0,8th,21secs,7:18:5.284PM,9:6:58.99AM,0.58,0,32503250325032503250
0251139,15,X,$1739.9999999999998,79,green,6,8th,25secs,9:5:16.865PM,9:14:9.744AM,11.17,3750,
0251140,89,X,$21449.0,61,reD,1,7th,22secs,11:46:48.342PM,11:17:33.966AM,-5.83,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0251141,71,F,$11786.0,65,gReeN,0,1st,22secs,11:20:9.62PM,9:46:4.404AM,8.65,1500,15001500150015001500
0251142,58,f,$14036.0,61,None,2,9th,21secs,2:9:39.138AM,6:15:25.250AM,-9.13,2750,2750275027502750275027502750275027502750
0251143,74,M,$5846.0,41,yellow,0,3rd,29secs,3:3:1.307AM,9:0:40.747AM,2.3,3250,325032503250325032503250325032503250325032503250325032503250
0251144,7,male,$686.0,77,reD,3,9th,28secs,10:50:26.87PM,5:7:46.831AM,9.25,3750,3750375037503750375037503750375037503750
0251145,33,m,$5940.0,59,BLUE,3,4th,29secs,8:27:44.788PM,12:52:10.831PM,-5.06,2250,22502250225022502250
0251146,29,M,$5162.0,21,BLUE,6,2nd,26secs,1:43:55.916AM,6:9:34.358AM,0.4,2500,
0251147,30,X,$8520.0,33,gReeN,6,2nd,29secs,12:8:16.526PM,12:33:46.448PM,-11.09,3000,
0251148,37,Male,$8325.0,55,None,0,4th,27secs,2:24:5.373AM,7:53:37.946AM,3.02,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0251149,20,Male,$1520.0,33,reD,5,3rd,26secs,3:49:34.509AM,9:33:7.718AM,-11.6,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0251150,56,male,$7839.999999999999,5,gReeN,7,1st,29secs,4:48:29.260AM,8:41:4.510AM,11.33,2750,
0251151,47,female,$4888.0,70,reD,4,3rd,24secs,11:31:10.25PM,12:16:39.763PM,4.99,3250,
0251152,77,female,$11781.0,11,blue,1,8th,21secs,1:37:18.999AM,10:5:58.852AM,0.01,2500,2500250025002500250025002500250025002500
0251153,34,m,$9282.0,59,reD,7,6th,27secs,9:47:14.60PM,9:52:52.153AM,-10.85,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0251154,71,male,$6035.0,12,reD,1,5th,24secs,12:57:5.385PM,5:49:20.0AM,8.65,3250,3250325032503250325032503250325032503250
0251155,73,M,$1533.0,21,yellow,6,6th,26secs,1:9:36.520AM,7:19:53.31AM,0.47,3250,
0251156,57,female,$5928.0,65,BLUE,5,2nd,21secs,10:37:46.743PM,6:59:26.355AM,-4.43,1750,175017501750175017501750175017501750175017501750175017501750
0251157,90,male,$5760.0,61,red,1,3rd,23secs,4:26:6.794AM,7:37:13.157AM,0.51,3500,35003500350035003500
0251158,47,F,$4982.0,19,reD,9,6th,25secs,1:4:14.854AM,10:13:32.238AM,-2.08,3000,3000300030003000300030003000300030003000
0251159,73,f,$12483.0,44,gReeN,5,5th,22secs,11:19:14.195PM,6:35:6.881AM,6.29,3500,350035003500350035003500350035003500350035003500350035003500
0251160,79,M,$19197.0,12,red,8,7th,23secs,9:38:54.228PM,7:2:41.889AM,-10.63,2000,
0251161,44,f,$3080.0,16,gReeN,8,2nd,30secs,11:29:48.156PM,5:34:41.976AM,-2.53,3500,35003500350035003500
0251162,49,m,$2008.9999999999998,35,yellow,7,4th,26secs,3:35:57.986AM,8:56:49.259AM,-3.64,3000,300030003000300030003000300030003000300030003000300030003000
0251163,7,Female,$518.0,29,gReeN,5,1st,26secs,4:2:50.307AM,9:41:38.419AM,12.1,1500,150015001500150015001500150015001500150015001500150015001500
0251164,37,Male,$7141.0,49,reD,7,2nd,28secs,1:34:5.52AM,8:40:27.659AM,9.33,2000,
0251165,33,male,$4587.0,61,None,9,7th,21secs,8:17:17.913PM,9:15:10.792AM,-0.6,2000,
