ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0610932,0,female,$5616.0,57,blue,3,1st,27secs,9:17:4.893PM,8:13:1.912AM,0.43,2750,
0610933,82,F,$9758.0,27,yellow,5,7th,27secs,9:40:37.417PM,11:15:54.189AM,2.2,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0610934,14,F,$2982.0,37,BLUE,0,1st,25secs,9:44:49.688PM,7:43:14.139AM,11.22,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0610935,80,m,$18240.0,7,BLUE,7,4th,20secs,4:5:41.255AM,10:48:23.3AM,3.23,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0610936,36,F,$1872.0,69,gReeN,0,6th,22secs,4:47:29.726AM,5:48:0.335AM,7.64,3000,0
0610937,90,Female,$21240.0,24,blue,0,5th,26secs,8:5:11.605PM,9:18:24.851AM,-10.38,2000,
0610938,16,F,$3440.0,66,gReeN,4,8th,20secs,10:54:49.913PM,6:29:16.244AM,2.9,1750,175017501750175017501750175017501750175017501750175017501750
0610939,27,f,$7047.0,18,BLUE,2,9th,21secs,10:44:31.48PM,10:15:0.578AM,-10.46,3750,375037503750375037503750375037503750375037503750375037503750
0610940,19,M,$3458.0,75,None,6,6th,22secs,3:32:47.870AM,9:31:20.375AM,9.02,2250,22502250225022502250
0610941,82,M,$13366.0,27,None,6,8th,30secs,1:17:31.355AM,12:39:59.896PM,-12.4,3750,
0610942,30,F,$1350.0,77,yellow,7,3rd,30secs,11:0:59.919PM,5:27:14.350AM,1.91,2000,20002000200020002000
0610943,80,F,$23760.0,77,gReeN,9,3rd,26secs,7:44:2.652PM,12:21:18.322PM,12.07,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0610944,9,M,$1944.0000000000002,0,red,6,9th,24secs,10:14:53.608PM,10:10:45.903AM,9.9,2000,
0610945,58,Female,$2842.0,20,BLUE,7,5th,20secs,11:5:28.740PM,11:59:10.577AM,-0.46,1750,175017501750175017501750175017501750175017501750175017501750
0610946,50,male,$10500.0,55,blue,8,6th,29secs,7:32:7.211PM,9:4:57.885AM,4.68,3250,
0610947,20,male,$4280.0,65,yellow,4,7th,29secs,10:26:50.741PM,12:37:41.338PM,-2.85,2000,
0610948,60,f,$9960.0,39,blue,4,4th,24secs,2:45:31.0AM,12:10:54.716PM,-2.37,2250,
0610949,28,male,$1792.0,29,red,5,8th,23secs,11:33:37.466PM,5:52:13.376AM,3.41,2500,
0610950,89,Female,$9434.0,9,reD,2,8th,29secs,12:49:58.693PM,7:17:25.792AM,-8.45,3250,32503250325032503250
0610951,85,Female,$22950.0,79,None,7,7th,20secs,2:31:55.610AM,12:36:49.51PM,6.0,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0610952,55,Male,$14465.0,47,green,3,1st,29secs,11:6:47.730PM,6:8:43.590AM,1.03,2500,
0610953,22,X,$2200.0,63,gReeN,6,2nd,30secs,7:50:51.335PM,6:18:51.721AM,0.2,2500,250025002500250025002500250025002500250025002500250025002500
0610954,11,Female,$2805.0,45,yellow,7,5th,29secs,2:27:6.869AM,10:45:42.77AM,6.91,3500,3500350035003500350035003500350035003500
0610955,76,m,$22116.0,68,gReeN,3,7th,21secs,8:0:48.287PM,6:30:32.945AM,-8.28,2750,27502750275027502750
0610956,46,male,$1288.0000000000002,15,yellow,3,2nd,24secs,0,12:23:4.549PM,8.02,3250,
0610957,81,male,$9963.0,79,yellow,0,1st,30secs,12:21:54.423PM,12:32:3.220PM,-0.73,2500,
0610958,35,X,$9905.0,71,reD,5,7th,22secs,8:33:11.197PM,6:32:49.553AM,9.51,2000,20002000200020002000
0610959,33,m,0,37,BLUE,0,8th,20secs,4:45:1.170AM,10:36:47.451AM,1.1,3750,
0610960,16,m,$1904.0,27,yellow,0,6th,22secs,2:9:34.586AM,9:34:55.779AM,2.73,3500,
0610961,82,M,$15334.0,29,blue,9,1st,30secs,3:9:44.98AM,7:55:10.53AM,-9.41,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0610962,27,female,$5480.999999999999,6,gReeN,9,1st,20secs,2:23:47.861AM,7:53:35.488AM,12.15,2000,
0610963,75,f,$14700.0,24,gReeN,5,8th,20secs,11:54:38.374PM,5:10:8.36AM,4.73,1750,175017501750175017501750175017501750175017501750175017501750
0610964,81,M,$5427.0,23,BLUE,9,6th,23secs,1:51:0.389AM,12:1:24.356PM,-11.65,3250,325032503250325032503250325032503250325032503250325032503250
0610965,80,Male,$21600.0,13,red,9,6th,21secs,12:53:39.3PM,6:18:44.139AM,4.52,2750,
0610966,44,Female,$968.0,60,None,5,8th,23secs,9:27:11.365PM,12:53:11.588PM,8.69,3000,
0610967,44,Male,$9504.0,61,BLUE,6,6th,30secs,12:17:45.671PM,8:19:29.812AM,-12.31,3750,
0610968,64,m,$5056.0,55,green,2,4th,30secs,9:27:15.48PM,10:55:10.781AM,11.02,3250,32503250325032503250
0610969,67,Male,$12998.0,73,blue,2,6th,21secs,9:7:33.577PM,12:4:42.83PM,10.0,2500,
0610970,54,female,$8478.0,20,reD,2,6th,27secs,4:11:46.655AM,7:21:27.568AM,-6.88,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0610971,89,male,$20737.0,6,BLUE,9,1st,27secs,2:16:27.444AM,5:44:16.798AM,1.06,2500,25002500250025002500
0610972,69,male,$8901.0,75,BLUE,2,4th,29secs,12:31:29.550PM,9:33:29.642AM,9.1,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0610973,37,m,$7696.0,53,red,5,8th,24secs,11:54:6.52PM,6:33:41.398AM,7.96,2000,
0610974,48,Female,$13296.0,41,green,3,6th,27secs,1:40:51.725AM,8:48:13.295AM,-2.91,2000,
0610975,11,f,$1397.0,18,BLUE,3,2nd,29secs,4:4:40.743AM,6:32:56.30AM,-6.35,3750,
0610976,16,f,$1456.0,71,blue,5,1st,27secs,10:7:37.402PM,8:59:39.710AM,-10.57,3750,375037503750375037503750375037503750375037503750375037503750
0610977,61,female,$3904.0,43,gReeN,1,6th,20secs,9:48:53.983PM,10:8:19.601AM,-3.28,2500,250025002500250025002500250025002500250025002500250025002500
0610978,45,f,$4680.0,49,blue,4,6th,30secs,9:32:26.7PM,11:21:59.221AM,8.75,3500,
0610979,82,X,$23616.0,48,gReeN,8,0,25secs,4:16:16.9AM,11:20:9.900AM,-4.78,1500,15001500150015001500
0610980,48,male,$9312.0,10,green,2,3rd,30secs,8:36:3.610PM,7:17:49.185AM,-1.58,3250,325032503250325032503250325032503250325032503250325032503250
0610981,73,male,$14235.0,58,None,3,5th,26secs,11:29:4.651PM,9:5:33.477AM,8.67,3500,
0610982,25,X,$1350.0,8,green,0,7th,28secs,7:33:37.863PM,12:45:1.682PM,-2.63,3250,3250325032503250325032503250325032503250
0610983,25,f,$4175.0,47,reD,7,1st,23secs,3:6:29.291AM,7:56:25.90AM,5.55,2250,225022502250225022502250225022502250225022502250225022502250
0610984,10,male,$650.0,9,gReeN,6,9th,23secs,2:30:46.814AM,11:34:1.610AM,-2.87,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0610985,46,Female,$8326.0,15,yellow,2,6th,26secs,12:20:17.985PM,11:23:2.977AM,-0.54,3750,
0610986,39,Male,$10842.0,67,red,3,3rd,21secs,9:23:42.703PM,7:5:10.0AM,1.64,2000,20002000200020002000
0610987,39,female,$3432.0,37,BLUE,5,7th,24secs,9:53:49.427PM,10:49:28.879AM,8.89,3500,
0610988,83,M,$12118.0,53,gReeN,6,9th,29secs,12:3:23.339PM,5:57:24.485AM,5.56,2250,225022502250225022502250225022502250225022502250225022502250
0610989,88,Female,$2904.0,14,yellow,0,5th,23secs,11:19:44.96PM,7:10:10.227AM,12.22,2500,2500250025002500250025002500250025002500
0610990,86,female,$5504.0,79,None,1,1st,22secs,9:6:1.97PM,5:8:28.432AM,-9.99,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0610991,52,M,$7644.0,46,red,7,0,23secs,12:43:21.144PM,5:36:34.135AM,-11.5,3500,35003500350035003500
0610992,17,female,$3689.0,29,gReeN,5,8th,24secs,7:31:51.745PM,10:25:47.72AM,5.35,1500,
0610993,78,female,$11622.0,31,yellow,3,9th,20secs,12:32:17.262PM,6:21:48.469AM,-3.63,3000,
0610994,11,M,$3003.0,50,reD,8,4th,0,8:51:43.804PM,5:30:19.9AM,-6.47,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0610995,22,f,$2750.0,9,gReeN,1,3rd,22secs,1:14:17.733AM,9:40:59.859AM,7.24,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0610996,72,Male,$17496.0,78,reD,2,9th,27secs,9:41:39.944PM,11:55:28.887AM,-2.78,2000,20002000200020002000
0610997,13,male,$754.0,62,BLUE,7,0,22secs,11:44:14.176PM,10:22:52.506AM,5.45,2250,2250225022502250225022502250225022502250
0610998,8,f,$1000.0,66,reD,9,3rd,28secs,10:31:6.323PM,11:6:34.763AM,-10.32,3500,350035003500350035003500350035003500350035003500350035003500
0610999,14,female,$1386.0,66,yellow,8,1st,24secs,2:5:31.597AM,12:35:40.550PM,9.4,2250,
0611000,78,m,$19890.0,58,yellow,4,9th,28secs,8:13:21.338PM,9:19:54.409AM,-10.24,2000,20002000200020002000
0611001,55,male,$6985.0,17,reD,9,4th,23secs,3:18:35.927AM,12:5:59.831PM,10.72,3000,
0611002,83,female,$5976.0,75,BLUE,8,9th,29secs,12:34:9.862PM,7:20:46.826AM,-9.16,3000,300030003000300030003000300030003000300030003000300030003000
0611003,82,Male,$2706.0,61,yellow,5,9th,22secs,1:19:39.349AM,6:19:30.864AM,-9.41,2000,
0611004,85,f,$16660.0,43,None,7,1st,28secs,7:39:13.440PM,5:46:8.511AM,-4.15,3250,
0611005,31,m,$3813.0,51,BLUE,7,4th,30secs,7:38:13.344PM,8:55:19.282AM,-11.96,2500,
0611006,67,male,$12395.0,58,BLUE,2,6th,27secs,11:20:50.933PM,8:28:13.919AM,1.02,2000,
0611007,70,male,$6650.0,33,green,2,4th,25secs,4:2:13.381AM,11:5:0.769AM,-5.12,1750,1750175017501750175017501750175017501750
0611008,22,Female,$5170.0,53,None,5,2nd,21secs,2:32:48.994AM,11:12:13.861AM,3.58,2000,200020002000200020002000200020002000200020002000200020002000
0611009,10,female,$240.0,13,green,9,5th,30secs,12:27:51.859PM,10:53:34.942AM,5.15,1750,
0611010,72,M,$11376.0,76,yellow,3,1st,30secs,3:56:57.20AM,6:18:54.11AM,2.72,3250,
0611011,69,f,$6900.0,36,green,2,3rd,20secs,3:38:57.877AM,10:32:10.988AM,-5.26,2000,2000200020002000200020002000200020002000
0611012,70,m,$3850.0000000000005,35,green,3,8th,26secs,8:17:10.688PM,9:38:47.19AM,-9.52,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0611013,62,M,$13764.000000000002,42,gReeN,7,2nd,24secs,4:30:56.570AM,7:33:59.488AM,-7.6,2000,20002000200020002000
0611014,74,male,$21608.0,20,blue,0,3rd,29secs,4:35:52.838AM,12:22:45.261PM,12.44,1500,
0611015,21,Female,$3948.0,64,red,4,7th,25secs,11:13:2.501PM,12:50:9.998PM,3.01,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0611016,7,f,$1939.0,47,green,5,4th,24secs,7:23:59.707PM,9:3:2.886AM,7.42,2000,20002000200020002000
0611017,74,Female,$21682.0,76,red,7,6th,28secs,3:57:20.482AM,6:4:28.561AM,-6.36,2000,
0611018,73,male,$20732.0,62,red,6,9th,20secs,4:59:5.514AM,8:45:38.490AM,-1.38,3000,30003000300030003000
0611019,49,0,$11270.0,36,red,7,3rd,25secs,1:20:36.939AM,8:38:58.283AM,-10.18,1750,1750175017501750175017501750175017501750
0611020,80,female,$8640.0,53,reD,3,1st,21secs,3:48:58.871AM,8:49:28.829AM,-11.62,3500,3500350035003500350035003500350035003500
0611021,49,m,$14651.000000000002,44,red,7,7th,26secs,2:41:19.964AM,6:27:57.372AM,-11.96,1500,
0611022,57,M,$12654.000000000002,59,gReeN,2,6th,30secs,12:10:52.745PM,6:59:13.524AM,9.29,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0611023,88,Male,0,76,reD,6,2nd,22secs,1:15:50.495AM,9:51:47.429AM,-2.22,2500,
0611024,72,male,$10296.0,74,red,4,4th,25secs,8:16:59.947PM,5:9:23.510AM,4.55,3750,375037503750375037503750375037503750375037503750375037503750
0611025,74,M,$1480.0,63,green,4,8th,20secs,2:8:29.909AM,10:24:26.412AM,0.8,3000,300030003000300030003000300030003000300030003000300030003000
0611026,14,F,$2506.0,72,blue,5,4th,21secs,12:30:52.55PM,11:18:45.776AM,5.86,2750,
0611027,66,F,$2310.0,75,yellow,3,8th,23secs,9:10:51.107PM,7:43:19.579AM,-8.92,3250,32503250325032503250
0611028,18,f,$5400.0,37,gReeN,7,2nd,26secs,2:44:35.972AM,10:40:47.57AM,10.98,3000,30003000300030003000
0611029,26,F,$3874.0,5,BLUE,3,4th,28secs,9:28:2.962PM,5:10:2.731AM,4.72,2750,275027502750275027502750275027502750275027502750275027502750
0611030,70,f,$5600.0,31,red,1,4th,22secs,2:31:44.259AM,5:56:31.215AM,-10.59,2250,2250225022502250225022502250225022502250
0611031,24,Male,$1032.0,54,red,0,3rd,29secs,2:49:25.652AM,9:6:5.798AM,1.05,2750,
0611032,84,male,$4032.0,78,red,7,6th,20secs,2:23:48.411AM,8:2:28.983AM,9.13,1500,150015001500150015001500150015001500150015001500150015001500
0611033,39,M,$5850.0,69,green,0,6th,21secs,2:7:26.759AM,9:25:2.750AM,-0.16,1750,17501750175017501750
0611034,31,f,$8060.0,9,None,9,1st,30secs,11:49:26.374PM,11:11:21.309AM,8.15,1500,15001500150015001500
0611035,53,m,$10706.0,71,reD,2,7th,21secs,4:27:39.491AM,10:51:44.334AM,-9.26,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0611036,33,Female,$1023.0,28,reD,1,7th,24secs,2:49:30.643AM,12:44:9.691PM,-1.9,3250,3250325032503250325032503250325032503250
0611037,47,m,$3008.0,25,red,9,4th,23secs,8:7:9.89PM,10:3:42.107AM,0.68,3000,3000300030003000300030003000300030003000
0611038,54,X,$13553.999999999998,34,gReeN,6,9th,28secs,1:55:23.219AM,5:50:8.811AM,-12.4,1750,
0611039,51,m,$7344.0,20,yellow,7,2nd,28secs,9:27:23.427PM,6:46:25.265AM,-5.9,2500,
0611040,38,female,$3420.0,67,yellow,6,9th,22secs,8:55:19.800PM,11:0:32.920AM,6.52,3750,37503750375037503750
0611041,74,Female,$2516.0,31,None,3,8th,29secs,11:24:53.979PM,9:10:37.661AM,-7.69,2250,
0611042,55,female,$6655.0,53,blue,1,5th,23secs,12:38:9.561PM,12:3:37.228PM,6.0,2500,2500250025002500250025002500250025002500
0611043,26,Female,$1222.0,62,yellow,4,9th,24secs,1:36:11.687AM,6:34:24.950AM,-0.54,3500,
0611044,10,M,$950.0,38,red,3,8th,30secs,11:41:8.653PM,6:26:27.744AM,1.6,3500,
0611045,59,X,$2360.0,13,blue,6,1st,21secs,11:59:30.913PM,8:0:42.215AM,-0.28,2250,225022502250225022502250225022502250225022502250225022502250
0611046,89,M,$26344.0,27,blue,1,6th,24secs,12:7:3.710PM,8:55:32.181AM,-11.64,1750,175017501750175017501750175017501750175017501750175017501750
0611047,54,M,$14742.0,16,green,4,1st,20secs,3:11:52.100AM,10:18:28.153AM,4.7,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0611048,88,F,$20064.0,42,green,2,9th,21secs,4:27:56.65AM,8:43:56.809AM,3.78,3750,37503750375037503750
0611049,8,Female,$400.0,25,None,0,8th,30secs,12:10:11.834PM,9:9:29.767AM,-2.68,1750,17501750175017501750
0611050,82,M,$14842.0,29,red,1,4th,24secs,8:57:29.763PM,6:0:33.249AM,-10.56,3250,
0611051,79,X,$15721.0,59,BLUE,4,6th,24secs,2:3:35.144AM,5:1:16.461AM,-1.76,2250,2250225022502250225022502250225022502250
0611052,88,X,$23496.0,16,BLUE,3,4th,26secs,4:53:5.195AM,12:3:1.371PM,-9.61,2750,2750275027502750275027502750275027502750
0611053,9,male,$1719.0,54,None,9,3rd,24secs,11:11:2.960PM,6:51:59.725AM,-11.44,2500,2500250025002500250025002500250025002500
0611054,74,female,$17316.0,58,yellow,4,2nd,24secs,11:43:58.864PM,6:25:11.514AM,11.69,3500,35003500350035003500
0611055,79,m,$21251.0,40,gReeN,6,9th,22secs,8:8:52.101PM,10:2:33.715AM,6.53,1750,1750175017501750175017501750175017501750
0611056,44,m,$9943.999999999998,21,green,9,7th,22secs,11:49:53.403PM,9:12:55.670AM,12.25,1500,1500150015001500150015001500150015001500
0611057,60,m,$12360.0,31,red,8,9th,28secs,7:57:4.745PM,9:44:1.524AM,2.16,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0611058,39,Female,$9516.0,11,BLUE,2,9th,27secs,11:54:30.43PM,0,-8.89,2750,2750275027502750275027502750275027502750
0611059,42,male,$4704.0,43,yellow,2,4th,22secs,10:25:35.517PM,8:2:19.461AM,-2.47,1500,150015001500150015001500150015001500150015001500150015001500
0611060,50,m,$14800.0,21,BLUE,9,4th,26secs,4:48:19.715AM,12:48:22.389PM,-4.29,3750,3750375037503750375037503750375037503750
0611061,50,Male,$12500.0,37,yellow,6,6th,24secs,10:36:43.845PM,6:35:49.245AM,-2.13,2000,
0611062,89,Female,$21716.0,67,green,7,9th,30secs,10:0:35.887PM,6:56:4.438AM,1.44,1750,
