ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0781975,85,male,$13855.0,26,BLUE,9,0,27secs,2:53:15.202AM,7:24:48.432AM,1.31,3000,
0781976,43,m,$4300.0,74,red,5,3rd,24secs,11:52:57.459PM,12:15:43.301PM,6.95,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0781977,83,X,$3735.0,79,reD,1,8th,26secs,4:20:48.666AM,8:38:55.167AM,-10.3,2500,2500250025002500250025002500250025002500
0781978,44,m,$1100.0,76,blue,4,9th,28secs,8:17:19.674PM,10:9:14.260AM,9.77,3250,325032503250325032503250325032503250325032503250325032503250
0781979,13,X,$3159.0,5,None,4,5th,21secs,4:11:16.318AM,9:17:26.853AM,-5.92,3250,32503250325032503250
0781980,63,Male,$3024.0,66,gReeN,1,5th,23secs,11:27:5.995PM,9:55:31.648AM,-2.05,1500,15001500150015001500
0781981,27,Male,$1026.0,58,reD,8,6th,21secs,2:5:37.788AM,5:28:54.484AM,-7.27,3500,35003500350035003500
0781982,11,Male,$1353.0,41,gReeN,3,2nd,21secs,3:51:44.339AM,11:4:5.371AM,-11.95,1500,150015001500150015001500150015001500150015001500150015001500
0781983,30,F,$3870.0,69,red,8,7th,23secs,12:3:17.924PM,11:57:40.570AM,-5.17,1750,175017501750175017501750175017501750175017501750175017501750
0781984,58,male,$15254.0,23,BLUE,1,4th,25secs,8:13:44.311PM,7:43:44.965AM,-6.62,2750,275027502750275027502750275027502750275027502750275027502750
0781985,36,male,$7092.0,68,blue,8,4th,25secs,3:14:29.766AM,9:28:3.138AM,2.87,3250,
0781986,57,Male,$1254.0,0,gReeN,6,3rd,29secs,7:39:56.472PM,9:47:48.866AM,5.7,2500,25002500250025002500
0781987,56,M,$3360.0,37,green,5,9th,21secs,11:12:52.84PM,12:20:4.969PM,-4.04,2750,0
0781988,53,M,$9010.0,36,green,9,2nd,24secs,11:41:28.652PM,12:28:52.911PM,-10.84,3750,
0781989,60,male,$11460.0,43,None,0,1st,26secs,9:5:37.929PM,7:52:53.757AM,-2.63,1500,1500150015001500150015001500150015001500
0781990,23,Female,$2507.0,48,BLUE,1,2nd,23secs,11:4:19.447PM,11:12:37.350AM,1.44,2500,2500250025002500250025002500250025002500
0781991,60,m,$15960.0,78,red,9,3rd,21secs,12:14:36.402PM,6:13:12.990AM,-6.23,2250,
0781992,49,Male,$2303.0,54,gReeN,7,7th,26secs,10:57:59.445PM,6:15:48.363AM,9.23,3000,
0781993,70,X,$11480.0,18,green,0,6th,30secs,3:4:9.254AM,6:35:20.588AM,8.19,3000,
0781994,88,male,$18304.0,54,green,1,9th,20secs,12:49:57.14PM,7:23:0.743AM,-5.47,1500,
0781995,23,M,$667.0,46,yellow,6,7th,30secs,2:6:19.34AM,12:14:56.99PM,1.4,2000,
0781996,12,F,$3204.0,67,blue,9,9th,21secs,2:6:7.591AM,8:26:9.327AM,7.69,3750,37503750375037503750
0781997,9,F,$2250.0,40,blue,2,2nd,21secs,1:46:5.46AM,10:38:57.407AM,-10.0,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0781998,21,m,$5292.0,21,reD,8,4th,21secs,2:43:58.16AM,11:46:12.48AM,3.61,3250,325032503250325032503250325032503250325032503250325032503250
0781999,15,female,$3764.9999999999995,27,None,4,5th,25secs,7:37:11.59PM,8:1:2.613AM,-11.51,3750,3750375037503750375037503750375037503750
0782000,64,X,$16448.0,68,red,2,6th,25secs,4:43:27.477AM,5:47:50.108AM,-12.08,2500,
0782001,66,F,$3630.0000000000005,48,blue,4,1st,23secs,2:9:7.683AM,8:13:2.556AM,-11.34,2000,
0782002,47,Male,$12408.0,43,blue,7,6th,30secs,1:29:21.568AM,5:5:15.787AM,7.21,1500,15001500150015001500
0782003,89,f,$22338.999999999996,52,yellow,5,4th,24secs,2:37:18.86AM,12:52:13.735PM,2.68,2750,27502750275027502750
0782004,19,F,$4978.0,75,blue,6,7th,29secs,1:30:0.367AM,10:35:19.545AM,1.63,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0782005,12,F,$2292.0,18,blue,3,4th,23secs,10:38:6.16PM,9:48:26.532AM,-4.22,1500,
0782006,8,X,$2096.0,22,blue,3,4th,26secs,10:5:33.829PM,6:1:35.36AM,9.67,2500,25002500250025002500
0782007,90,Male,$13680.0,0,blue,0,3rd,20secs,2:8:16.596AM,10:20:24.872AM,-6.65,3750,37503750375037503750
0782008,69,f,$11661.0,11,red,3,2nd,24secs,9:57:41.333PM,6:34:3.688AM,5.47,3500,
0782009,79,m,$14141.0,10,gReeN,4,2nd,25secs,1:59:4.703AM,5:12:17.172AM,-7.97,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0782010,65,Female,$4290.0,49,reD,0,3rd,27secs,10:22:24.300PM,7:36:40.315AM,3.43,3500,3500350035003500350035003500350035003500
0782011,73,X,$18834.0,68,red,2,8th,21secs,3:29:10.779AM,6:4:27.993AM,-2.16,2000,
0782012,75,Female,$19650.0,70,yellow,0,6th,20secs,8:19:0.169PM,6:49:53.313AM,3.38,2000,20002000200020002000
0782013,11,F,$671.0,68,0,9,6th,30secs,1:41:54.163AM,9:27:33.670AM,9.39,2250,22502250225022502250
0782014,7,Male,$1792.0,49,reD,8,4th,20secs,2:10:40.452AM,5:5:1.826AM,2.03,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0782015,87,Female,$10005.0,27,red,8,4th,28secs,2:30:59.844AM,5:53:10.836AM,5.21,2500,
0782016,54,F,$2484.0,59,green,3,1st,22secs,12:37:31.958PM,5:12:32.308AM,0.3,2000,20002000200020002000
0782017,88,f,$11968.0,6,None,9,4th,24secs,4:50:39.551AM,6:0:34.355AM,-1.75,3750,3750375037503750375037503750375037503750
0782018,31,X,0,46,red,8,1st,30secs,1:21:18.313AM,7:3:13.130AM,-4.96,3750,375037503750375037503750375037503750375037503750375037503750
0782019,57,Female,$8721.0,8,blue,1,9th,28secs,12:30:35.473PM,6:50:19.337AM,-8.93,1500,1500150015001500150015001500150015001500
0782020,32,M,$8512.0,22,red,1,4th,27secs,11:36:26.415PM,9:36:53.593AM,-2.2,2000,20002000200020002000
0782021,80,F,$12400.0,75,yellow,8,8th,21secs,9:49:34.884PM,12:22:23.724PM,-9.96,2750,275027502750275027502750275027502750275027502750275027502750
0782022,42,M,$11172.0,32,BLUE,5,5th,28secs,2:59:58.136AM,10:26:59.211AM,5.11,3500,3500350035003500350035003500350035003500
0782023,23,f,$6347.999999999999,70,red,3,7th,23secs,1:51:22.411AM,6:36:25.972AM,3.41,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0782024,51,M,$10250.999999999998,24,gReeN,6,2nd,24secs,1:42:0.399AM,12:33:15.327PM,11.94,1500,15001500150015001500
0782025,11,Male,$2354.0,70,green,3,4th,21secs,11:49:35.210PM,11:53:41.236AM,-8.52,3250,325032503250325032503250325032503250325032503250325032503250
0782026,33,f,$6105.0,42,BLUE,2,2nd,0,9:45:41.900PM,9:55:30.8AM,-7.11,3500,35003500350035003500
0782027,69,Male,$9177.0,17,gReeN,8,3rd,22secs,1:23:59.687AM,11:47:9.877AM,4.82,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0782028,19,m,$3477.0,28,gReeN,7,3rd,23secs,3:56:49.995AM,8:29:36.895AM,5.24,1750,17501750175017501750
0782029,54,X,$4698.0,14,blue,1,8th,21secs,11:0:28.244PM,7:42:11.245AM,4.85,2000,
0782030,84,M,$18648.0,30,red,8,1st,28secs,9:48:26.981PM,11:48:40.56AM,12.18,2250,
0782031,83,Female,$16766.0,7,BLUE,3,3rd,25secs,9:38:6.206PM,8:47:1.438AM,0.5,3250,
0782032,88,M,$11264.0,74,gReeN,7,7th,26secs,1:54:15.27AM,12:51:0.170PM,-5.34,3000,300030003000300030003000300030003000300030003000300030003000
0782033,29,Female,$4437.0,51,green,8,5th,24secs,4:43:24.657AM,6:12:49.108AM,-5.42,2500,250025002500250025002500250025002500250025002500250025002500
0782034,34,Female,$10132.0,30,red,0,7th,30secs,2:1:9.418AM,8:22:28.255AM,1.27,2500,250025002500250025002500250025002500250025002500250025002500
0782035,27,Female,$3672.0000000000005,25,None,0,3rd,28secs,9:56:52.112PM,7:1:40.407AM,-11.78,1750,
0782036,41,f,$2214.0,14,yellow,4,9th,26secs,3:5:41.18AM,5:31:49.284AM,-8.66,3750,
0782037,81,male,$3726.0,26,blue,2,3rd,23secs,1:56:29.362AM,12:27:58.22PM,1.33,1750,
0782038,41,male,$10619.0,52,gReeN,5,5th,30secs,10:31:47.399PM,5:17:41.735AM,10.28,2750,
0782039,37,f,$7806.999999999999,36,red,1,4th,21secs,7:20:2.4PM,5:12:39.665AM,6.04,1500,15001500150015001500
0782040,34,m,$4556.0,30,gReeN,1,2nd,21secs,3:15:28.501AM,12:27:38.42PM,-9.06,3750,3750375037503750375037503750375037503750
0782041,16,male,$400.0,48,gReeN,5,4th,25secs,2:41:22.607AM,9:38:55.572AM,-5.03,3750,3750375037503750375037503750375037503750
0782042,38,female,$2850.0,63,blue,8,5th,27secs,9:30:44.275PM,10:57:34.88AM,4.94,3000,0
0782043,78,F,$6240.0,43,yellow,0,5th,26secs,1:0:7.622AM,8:36:55.791AM,-11.49,2000,20002000200020002000
0782044,47,X,$11890.999999999998,47,green,1,2nd,24secs,12:52:34.356PM,12:34:24.167PM,10.39,2750,2750275027502750275027502750275027502750
0782045,59,M,$9912.0,40,BLUE,8,6th,23secs,4:11:40.118AM,7:30:55.43AM,9.16,3750,
0782046,78,male,$15522.0,12,red,5,9th,24secs,9:36:47.396PM,10:13:38.4AM,-10.66,2000,
0782047,73,f,$12921.0,79,green,2,8th,24secs,7:23:30.345PM,10:16:55.596AM,-7.4,0,
0782048,85,Male,$17340.0,54,red,0,1st,30secs,12:2:9.945PM,12:10:38.834PM,11.37,2500,
0782049,87,Male,$16269.000000000002,52,yellow,8,5th,24secs,4:16:48.763AM,5:49:49.90AM,0.73,3000,
0782050,61,Male,$8601.0,60,BLUE,3,9th,25secs,3:35:22.774AM,12:5:59.560PM,5.48,1750,17501750175017501750
0782051,88,male,$25608.0,62,green,6,1st,25secs,3:20:35.952AM,9:10:17.133AM,-10.2,2250,
0782052,81,male,$5508.0,46,None,8,9th,23secs,2:2:26.105AM,6:42:35.868AM,5.78,3750,375037503750375037503750375037503750375037503750375037503750
0782053,30,X,$4710.0,67,red,8,7th,22secs,9:36:10.466PM,7:12:6.726AM,0,3750,
0782054,20,m,$4320.0,71,red,2,8th,21secs,12:28:11.789PM,7:32:50.519AM,2.94,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0782055,7,X,$1218.0,26,yellow,4,8th,22secs,2:8:47.626AM,10:4:52.798AM,-7.17,2750,
0782056,85,Male,$25245.0,28,green,7,4th,20secs,11:30:10.366PM,7:43:46.937AM,8.33,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0782057,79,male,$5372.0,20,reD,2,5th,22secs,3:9:1.388AM,7:23:24.827AM,6.43,3750,37503750375037503750
0782058,85,M,$10880.0,37,blue,0,4th,27secs,1:1:49.97AM,7:56:25.292AM,-1.28,3000,
0782059,17,Male,$1326.0,58,blue,3,9th,22secs,11:7:36.421PM,11:45:39.889AM,0,1750,175017501750175017501750175017501750175017501750175017501750
0782060,27,F,$4725.0,61,reD,7,2nd,27secs,11:28:59.954PM,5:11:18.981AM,-12.02,3750,3750375037503750375037503750375037503750
0782061,11,f,$1397.0,64,green,0,7th,27secs,7:57:13.532PM,9:8:30.289AM,6.14,2500,
0782062,67,female,$12998.0,52,yellow,6,5th,24secs,9:13:47.801PM,12:4:51.24PM,0.69,3750,
0782063,85,m,$15725.0,32,red,8,5th,28secs,1:4:4.568AM,12:7:50.107PM,-7.35,3750,
0782064,40,m,$10160.0,45,BLUE,2,6th,22secs,9:23:56.656PM,8:59:30.404AM,11.06,3000,
0782065,73,male,$15403.0,60,None,0,8th,28secs,3:32:32.49AM,8:22:5.297AM,-6.8,2000,200020002000200020002000200020002000200020002000200020002000
0782066,77,Male,$2233.0,25,reD,3,0,30secs,7:44:19.468PM,11:46:31.241AM,10.91,3250,3250325032503250325032503250325032503250
