ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0851246,89,male,$11481.0,74,gReeN,7,3rd,29secs,4:9:20.745AM,6:22:21.597AM,1.48,3000,30003000300030003000
0851247,43,f,$9331.0,43,None,8,1st,25secs,8:39:27.184PM,9:37:18.408AM,-11.46,1750,175017501750175017501750175017501750175017501750175017501750
0851248,74,Male,$1554.0,71,green,8,9th,29secs,3:9:7.515AM,7:38:59.38AM,9.73,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0851249,21,Female,$3297.0,75,None,9,2nd,26secs,8:36:41.657PM,11:15:14.821AM,4.37,2000,
0851250,64,m,$18176.0,78,gReeN,2,2nd,29secs,7:6:23.650PM,11:14:15.624AM,-8.9,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0851251,25,Female,$1375.0,54,None,2,7th,28secs,8:24:12.314PM,10:55:24.422AM,-7.82,2250,2250225022502250225022502250225022502250
0851252,29,0,$6032.0,12,BLUE,9,3rd,22secs,4:52:3.123AM,11:26:9.226AM,-3.29,2750,2750275027502750275027502750275027502750
0851253,60,F,$11880.0,17,None,1,8th,25secs,9:9:16.493PM,11:15:8.39AM,-6.4,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0851254,87,X,$22359.0,72,None,8,7th,20secs,3:14:19.205AM,7:3:47.685AM,4.05,3500,35003500350035003500
0851255,26,Male,$3120.0,79,reD,9,4th,28secs,2:48:22.504AM,5:44:22.45AM,4.43,3250,
0851256,15,X,$1665.0000000000002,54,yellow,9,8th,30secs,9:6:44.655PM,12:46:43.685PM,10.69,1500,
0851257,9,female,$1926.0,14,BLUE,7,5th,25secs,9:23:33.291PM,12:3:25.536PM,6.89,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0851258,74,F,$11618.0,61,reD,5,2nd,24secs,8:59:42.914PM,7:15:21.980AM,8.44,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
