ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0573700,77,F,$16401.0,10,blue,6,2nd,29secs,9:49:50.281PM,9:4:12.182AM,4.42,2750,275027502750275027502750275027502750275027502750275027502750
0573701,23,F,$5934.0,69,red,1,1st,21secs,3:58:3.801AM,7:14:20.52AM,-6.53,3250,325032503250325032503250325032503250325032503250325032503250
0573702,23,Female,$5635.0,73,blue,5,7th,28secs,4:15:54.46AM,6:17:47.533AM,3.58,3000,
0573703,64,f,$2560.0,40,None,1,2nd,26secs,1:46:50.497AM,6:28:10.114AM,11.47,1750,1750175017501750175017501750175017501750
0573704,82,X,$8036.0,61,yellow,8,9th,28secs,4:43:23.119AM,8:59:3.390AM,8.7,1500,
0573705,66,male,$10230.0,24,blue,9,8th,28secs,3:9:23.704AM,5:8:26.729AM,-10.21,3750,3750375037503750375037503750375037503750
0573706,75,F,$4800.0,54,blue,0,1st,26secs,7:47:33.334PM,12:31:51.728PM,-9.05,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0573707,10,Female,$2550.0,10,0,4,4th,30secs,2:29:53.708AM,8:18:25.262AM,-3.22,3250,
0573708,17,X,$2669.0,69,None,2,6th,24secs,8:56:41.641PM,7:19:9.79AM,3.63,3500,35003500350035003500
0573709,55,m,$16170.0,43,BLUE,1,2nd,24secs,4:39:56.824AM,7:24:11.706AM,8.19,3500,350035003500350035003500350035003500350035003500350035003500
0573710,34,m,$2278.0,57,green,3,1st,29secs,2:20:25.329AM,8:52:52.411AM,8.78,3250,
0573711,62,male,$15872.0,76,red,0,3rd,20secs,3:9:28.961AM,8:56:16.952AM,6.5,2750,27502750275027502750
0573712,78,male,$20202.0,9,blue,4,1st,30secs,11:41:39.469PM,7:47:52.58AM,-0.81,2000,
0573713,83,X,$6308.0,54,None,1,9th,29secs,3:38:22.169AM,6:26:11.991AM,7.11,3500,35003500350035003500
0573714,27,female,$7451.999999999999,69,yellow,3,2nd,25secs,2:18:5.771AM,10:55:36.81AM,-4.07,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0573715,19,Female,$3002.0,52,yellow,6,1st,25secs,7:37:43.136PM,8:46:15.591AM,0,3250,32503250325032503250
0573716,52,Female,$8268.0,45,BLUE,7,5th,26secs,3:33:41.715AM,8:8:2.611AM,0.77,2000,
0573717,73,Female,$4599.0,41,reD,3,9th,20secs,9:13:9.78PM,9:55:55.679AM,5.05,2750,275027502750275027502750275027502750275027502750275027502750
0573718,29,f,$7801.0,54,BLUE,2,2nd,30secs,2:14:34.600AM,9:16:31.650AM,-2.87,3000,300030003000300030003000300030003000300030003000300030003000
0573719,9,m,$1269.0,36,yellow,6,1st,24secs,1:24:7.274AM,5:50:11.689AM,11.99,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0573720,39,F,$1443.0,25,red,9,8th,25secs,12:17:6.575PM,11:40:12.430AM,-1.2,2500,25002500250025002500
0573721,44,f,$3784.0,13,green,9,7th,25secs,9:46:34.766PM,9:50:19.593AM,8.86,1500,1500150015001500150015001500150015001500
0573722,70,F,$15190.0,46,red,9,2nd,21secs,4:46:27.663AM,6:51:1.214AM,-4.15,3750,
0573723,82,F,$7462.0,31,BLUE,6,7th,24secs,10:51:34.995PM,6:31:9.793AM,-4.59,3500,35003500350035003500
0573724,69,M,$18768.0,46,red,1,3rd,30secs,4:36:45.445AM,10:9:16.680AM,8.04,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0573725,73,female,$20440.0,53,reD,3,5th,26secs,8:37:36.64PM,6:58:57.714AM,4.23,2000,20002000200020002000
0573726,17,F,$4828.0,52,yellow,5,6th,28secs,8:0:22.885PM,7:53:57.261AM,-5.01,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0573727,56,X,$4088.0,6,yellow,4,7th,26secs,11:18:28.542PM,10:36:49.160AM,9.15,1500,15001500150015001500
0573728,42,m,$3108.0,45,blue,0,7th,30secs,8:10:33.194PM,6:18:51.948AM,6.74,3250,325032503250325032503250325032503250325032503250325032503250
0573729,17,F,$3672.0000000000005,67,blue,0,7th,20secs,12:31:2.2PM,5:48:36.301AM,-7.14,3000,300030003000300030003000300030003000300030003000300030003000
0573730,7,X,$1806.0,71,red,0,6th,20secs,4:50:9.883AM,7:41:42.958AM,-3.09,2500,
0573731,62,X,$3968.0,57,green,6,4th,25secs,7:56:32.489PM,6:4:48.349AM,-2.56,2500,
0573732,65,f,$15730.0,76,BLUE,5,7th,25secs,7:17:8.675PM,8:52:20.63AM,3.97,3250,
0573733,72,X,$3744.0,34,gReeN,5,5th,22secs,10:34:18.155PM,8:36:0.974AM,2.45,3750,
0573734,45,F,$12240.0,52,BLUE,5,7th,22secs,3:19:49.246AM,10:42:44.485AM,7.01,3500,350035003500350035003500350035003500350035003500350035003500
0573735,23,male,$5221.0,51,reD,2,3rd,21secs,2:31:46.43AM,7:8:31.341AM,-9.08,2500,
0573736,60,Male,$13980.0,68,yellow,0,6th,21secs,10:26:35.822PM,6:14:13.330AM,-0.02,3500,350035003500350035003500350035003500350035003500350035003500
0573737,0,X,$3172.0,14,gReeN,3,8th,29secs,7:11:5.684PM,8:36:38.405AM,-10.97,3500,3500350035003500350035003500350035003500
