ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0790281,40,F,$5760.0,54,BLUE,5,9th,25secs,3:59:11.385AM,10:29:28.290AM,10.5,2250,225022502250225022502250225022502250225022502250225022502250
0790282,26,M,$2054.0,60,blue,3,9th,27secs,2:6:19.190AM,5:20:2.927AM,4.88,2750,
0790283,83,Female,$12533.0,11,reD,0,4th,24secs,3:38:48.885AM,12:53:26.341PM,-3.37,3500,350035003500350035003500350035003500350035003500350035003500
0790284,57,f,$15731.999999999998,72,blue,3,2nd,21secs,8:58:45.95PM,6:2:46.490AM,-6.57,2000,
0790285,9,f,$1503.0,62,red,2,4th,27secs,4:12:54.207AM,12:2:2.987PM,9.83,1500,150015001500150015001500150015001500150015001500150015001500
0790286,42,X,$4662.0,74,None,6,7th,22secs,4:43:25.733AM,12:4:49.809PM,11.88,3750,375037503750375037503750375037503750375037503750375037503750
0790287,33,f,$4719.0,14,blue,7,6th,27secs,10:11:25.574PM,7:4:34.398AM,-5.0,3250,
0790288,81,female,$21141.0,32,blue,6,5th,28secs,1:30:55.597AM,11:48:51.902AM,4.95,1750,175017501750175017501750175017501750175017501750175017501750
0790289,36,f,$2520.0,69,reD,6,6th,20secs,2:44:12.994AM,8:44:49.421AM,-9.48,3750,3750375037503750375037503750375037503750
0790290,80,Male,$4160.0,22,blue,0,8th,25secs,7:57:1.39PM,6:44:2.759AM,-0.16,1750,175017501750175017501750175017501750175017501750175017501750
0790291,78,Female,$23322.0,48,blue,0,4th,28secs,10:49:19.966PM,10:34:7.347AM,2.44,1500,15001500150015001500
0790292,17,X,$4777.0,8,reD,1,1st,23secs,1:47:35.338AM,7:5:20.306AM,-7.23,3500,350035003500350035003500350035003500350035003500350035003500
0790293,22,Female,$616.0000000000001,26,blue,2,8th,26secs,2:54:35.131AM,12:4:26.212PM,11.44,2000,
0790294,87,F,$20793.0,59,yellow,1,9th,21secs,12:42:31.845PM,10:46:34.768AM,3.38,1500,
0790295,27,X,$6696.0,6,red,9,5th,21secs,10:48:39.674PM,9:13:22.511AM,0.79,2250,22502250225022502250
0790296,11,Female,$1166.0,57,gReeN,0,7th,29secs,1:0:52.802AM,6:43:33.670AM,-12.07,3000,
0790297,38,m,$5206.0,68,BLUE,4,6th,23secs,8:54:36.996PM,8:17:6.900AM,-6.56,1500,1500150015001500150015001500150015001500
0790298,61,male,$5185.0,5,yellow,2,9th,28secs,11:56:23.21PM,6:56:53.568AM,4.38,3750,37503750375037503750
