ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0365076,67,F,$5159.0,23,yellow,4,9th,23secs,2:18:31.934AM,9:45:25.557AM,4.6,3000,
0365077,77,Male,$7931.0,73,blue,9,1st,25secs,10:16:47.730PM,11:29:4.95AM,5.63,2500,250025002500250025002500250025002500250025002500250025002500
0365078,13,m,$3575.0,12,green,6,9th,25secs,9:52:19.474PM,10:56:32.120AM,-11.98,2500,250025002500250025002500250025002500250025002500250025002500
0365079,75,Male,$15074.999999999998,25,blue,0,4th,24secs,1:7:20.987AM,8:40:38.177AM,5.6,2500,
0365080,81,m,$20817.0,56,blue,2,3rd,28secs,7:9:19.924PM,11:44:51.527AM,5.75,3250,3250325032503250325032503250325032503250
0365081,34,male,$7412.000000000001,77,reD,8,6th,20secs,9:21:51.399PM,10:55:29.814AM,9.48,3500,35003500350035003500
0365082,83,female,$21829.0,5,yellow,9,6th,30secs,4:41:55.377AM,12:36:13.565PM,8.29,2250,2250225022502250225022502250225022502250
0365083,44,m,$7524.0,37,reD,7,8th,30secs,1:5:40.154AM,11:11:16.144AM,-1.11,2250,2250225022502250225022502250225022502250
0365084,54,m,$9072.0,29,blue,9,5th,27secs,10:11:31.289PM,5:36:51.866AM,-7.75,3250,325032503250325032503250325032503250325032503250325032503250
0365085,47,f,$13724.0,31,green,4,9th,23secs,11:39:29.969PM,7:48:52.142AM,-6.24,2250,
0365086,44,female,$5060.0,61,gReeN,1,1st,21secs,12:39:28.256PM,7:29:32.895AM,8.25,2000,
0365087,62,Female,$3038.0,29,BLUE,1,7th,26secs,4:18:3.105AM,8:2:3.47AM,8.05,2000,
0365088,53,Male,$6413.0,7,None,2,6th,27secs,2:46:49.771AM,10:26:36.934AM,-4.19,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0365089,63,Female,$16695.0,9,gReeN,4,6th,20secs,2:46:18.563AM,10:57:58.889AM,11.55,1750,175017501750175017501750175017501750175017501750175017501750
0365090,34,f,$1700.0,21,gReeN,8,8th,21secs,4:15:22.366AM,7:38:55.304AM,-0.3,1750,17501750175017501750
0365091,63,f,$4473.0,26,gReeN,5,5th,25secs,1:55:38.792AM,5:56:10.102AM,1.58,1500,1500150015001500150015001500150015001500
0365092,41,female,$1804.0,51,BLUE,8,2nd,22secs,4:28:6.408AM,9:48:24.931AM,0,1500,150015001500150015001500150015001500150015001500150015001500
0365093,17,X,$985.9999999999999,71,reD,0,9th,24secs,7:58:39.453PM,7:13:1.348AM,-7.81,3250,
0365094,87,M,$21315.0,77,gReeN,5,4th,29secs,3:20:30.787AM,12:30:44.999PM,-6.9,3750,3750375037503750375037503750375037503750
