ID,age,sex,monthly income,work hours/week,favourite colour,siblings,top finish placement,last time,bed time,wake up time,total sleep/night,caloric intake,steps taken
0344890,88,male,$4576.0,37,gReeN,9,5th,29secs,2:1:15.373AM,10:22:33.225AM,-4.02,2000,200020002000200020002000200020002000200020002000200020002000
0344891,27,Female,$3375.0,50,None,8,9th,25secs,7:19:22.382PM,10:34:26.704AM,4.07,2000,
0344892,66,F,$15972.0,77,red,5,7th,23secs,7:45:28.525PM,11:26:50.365AM,0.54,1750,
0344893,82,f,$2870.0,11,blue,2,3rd,26secs,11:2:51.791PM,9:48:48.926AM,-0.48,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0344894,24,Female,$2976.0,50,None,6,7th,28secs,8:7:13.45PM,5:46:51.815AM,-9.53,1500,150015001500150015001500150015001500150015001500150015001500
0344895,16,female,$3360.0,52,yellow,3,8th,29secs,10:48:58.605PM,8:58:7.174AM,-4.18,3500,
0344896,25,Male,$6300.0,65,reD,4,6th,23secs,9:55:23.394PM,9:59:16.774AM,-5.49,2250,22502250225022502250
0344897,28,male,$4060.0,8,gReeN,0,1st,24secs,12:33:11.650PM,10:33:22.678AM,-10.96,2000,
0344898,34,female,$2278.0,71,blue,6,1st,24secs,4:15:21.215AM,6:12:35.742AM,10.72,2250,22502250225022502250
0344899,10,male,$2070.0,10,None,7,7th,25secs,7:6:46.823PM,5:26:12.31AM,-3.3,3250,32503250325032503250
0344900,40,Female,$11400.0,19,reD,4,8th,28secs,7:9:52.13PM,8:53:9.156AM,10.53,2500,250025002500250025002500250025002500250025002500250025002500
0344901,43,F,$5074.0,16,gReeN,2,2nd,27secs,11:8:22.486PM,5:53:52.480AM,-7.11,3250,3250325032503250325032503250325032503250
0344902,35,f,$9380.0,57,None,0,8th,22secs,8:59:46.304PM,12:24:17.743PM,-9.82,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0344903,69,female,$14076.0,79,green,5,7th,24secs,8:56:18.974PM,6:33:54.468AM,5.44,2500,2500250025002500250025002500250025002500
0344904,21,Female,$4263.0,6,red,1,3rd,22secs,11:56:25.224PM,12:10:47.976PM,-1.77,1500,150015001500150015001500150015001500150015001500150015001500
0344905,16,Male,$960.0,55,BLUE,3,4th,22secs,1:20:21.209AM,6:51:58.720AM,12.05,2000,2000200020002000200020002000200020002000
0344906,26,female,$4134.0,46,None,7,6th,26secs,2:16:31.892AM,9:30:33.169AM,7.72,3750,
0344907,9,M,$1062.0,57,blue,2,1st,29secs,7:41:18.463PM,10:16:43.127AM,-5.79,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0344908,25,f,$7125.0,19,None,3,3rd,29secs,1:17:47.970AM,7:12:43.279AM,-2.06,2250,
0344909,88,Male,$19887.999999999996,7,yellow,8,3rd,29secs,4:49:6.260AM,8:8:18.465AM,-2.95,3750,
0344910,29,female,$7598.0,36,reD,7,1st,26secs,8:8:58.822PM,9:19:47.223AM,6.38,3250,3250325032503250325032503250325032503250
0344911,52,female,$3120.0,59,None,8,7th,30secs,12:51:20.719PM,7:20:15.65AM,-1.08,1500,
0344912,83,Male,$22908.0,15,gReeN,9,3rd,21secs,4:37:46.792AM,12:2:15.436PM,-10.13,2000,20002000200020002000
0344913,39,M,$10608.0,63,green,3,9th,21secs,3:54:56.499AM,10:21:28.467AM,-9.63,2250,
0344914,22,Male,$3388.0,39,None,8,5th,30secs,1:31:38.934AM,11:52:21.786AM,-5.39,3750,3750375037503750375037503750375037503750
0344915,21,Female,$2163.0,9,None,4,5th,29secs,9:45:31.50PM,11:31:11.222AM,6.67,3500,35003500350035003500
0344916,49,0,$5341.0,42,None,0,8th,20secs,10:3:40.164PM,8:17:55.45AM,8.6,3750,375037503750375037503750375037503750375037503750375037503750
0344917,22,X,$1980.0,15,None,4,7th,22secs,10:20:14.556PM,6:8:30.748AM,-8.69,2750,
0344918,34,Female,$2924.0,16,red,6,5th,29secs,8:31:33.826PM,8:42:23.482AM,4.45,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0344919,62,male,$8060.0,35,reD,5,9th,27secs,7:7:29.65PM,5:29:39.324AM,-10.99,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0344920,55,female,$13090.0,29,yellow,6,1st,26secs,1:36:52.455AM,6:4:47.483AM,10.5,1500,150015001500150015001500150015001500150015001500150015001500
0344921,52,m,$12948.000000000002,50,BLUE,2,8th,27secs,9:23:25.243PM,10:56:33.948AM,-1.03,1500,
0344922,32,female,$3584.0000000000005,17,red,3,5th,22secs,12:13:35.550PM,11:9:52.122AM,3.15,2750,
0344923,85,F,$4590.0,35,yellow,3,5th,26secs,2:1:20.986AM,8:3:36.546AM,11.13,2000,
0344924,38,X,$2242.0,51,None,9,1st,24secs,11:3:11.591PM,5:18:35.601AM,-7.11,1500,
0344925,53,Female,$11660.000000000002,33,BLUE,5,1st,29secs,9:6:42.510PM,10:25:8.104AM,4.33,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0344926,44,X,$10120.0,18,yellow,9,3rd,22secs,3:32:54.937AM,7:21:21.183AM,-4.6,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0344927,29,female,$7336.999999999999,24,blue,2,0,26secs,3:26:40.856AM,9:13:11.462AM,-11.83,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0344928,16,f,$1056.0,16,green,3,6th,22secs,2:0:24.218AM,5:53:54.808AM,-12.23,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0344929,36,male,$6120.0,17,None,2,6th,22secs,2:35:36.499AM,5:42:53.590AM,-10.66,1750,175017501750175017501750175017501750175017501750175017501750
0344930,66,X,$5610.0,74,red,1,7th,24secs,3:48:12.417AM,7:2:41.131AM,5.32,1500,
0344931,23,male,$5359.0,67,gReeN,5,8th,22secs,2:11:52.899AM,12:14:37.343PM,11.76,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0344932,45,F,$10440.0,15,yellow,6,2nd,26secs,12:24:8.964PM,9:27:0.981AM,2.28,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0344933,11,female,$2596.0,11,red,9,7th,28secs,3:31:51.569AM,9:51:32.149AM,9.44,1750,17501750175017501750175017501750175017501750175017501750175017501750175017501750
0344934,64,F,$8000.0,59,reD,8,4th,27secs,11:38:9.238PM,7:48:25.521AM,-0.96,3750,3750375037503750375037503750375037503750
0344935,75,F,$21150.0,49,blue,5,8th,23secs,8:46:48.321PM,11:33:41.842AM,12.25,2000,2000200020002000200020002000200020002000
0344936,37,Female,$9398.0,68,gReeN,8,5th,25secs,4:25:6.401AM,5:8:2.363AM,-7.68,3750,375037503750375037503750375037503750375037503750375037503750
0344937,81,female,$8748.0,26,red,3,8th,27secs,4:3:52.127AM,8:22:7.157AM,7.03,2000,200020002000200020002000200020002000200020002000200020002000
0344938,77,Female,$4851.0,50,BLUE,1,1st,21secs,10:21:39.153PM,7:55:49.317AM,8.17,2500,2500250025002500250025002500250025002500
0344939,72,m,$6912.0,66,reD,8,8th,27secs,4:45:42.598AM,6:44:18.358AM,4.36,3750,375037503750375037503750375037503750375037503750375037503750
0344940,86,Male,$10664.0,65,yellow,6,2nd,29secs,12:36:44.244PM,8:4:3.11AM,-8.64,2500,2500250025002500250025002500250025002500
0344941,49,m,$1274.0,48,yellow,2,3rd,26secs,8:26:3.76PM,5:34:8.404AM,9.9,3750,375037503750375037503750375037503750375037503750375037503750
0344942,47,male,$5357.999999999999,13,yellow,2,1st,27secs,7:56:34.455PM,6:25:5.394AM,3.99,2250,22502250225022502250
0344943,58,M,$10034.0,67,blue,4,1st,29secs,3:16:17.329AM,7:41:23.61AM,1.86,1500,1500150015001500150015001500150015001500
0344944,81,F,$22761.0,74,blue,1,5th,21secs,10:33:42.313PM,8:16:42.288AM,-8.19,3500,
0344945,62,X,$5828.0,34,blue,1,7th,30secs,8:52:44.544PM,9:23:39.375AM,4.43,0,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0344946,34,female,$1190.0,28,gReeN,9,5th,23secs,7:14:38.610PM,10:36:13.971AM,-12.41,1500,15001500150015001500
0344947,74,m,$3478.0,25,red,6,9th,23secs,11:7:14.786PM,9:23:10.412AM,-11.88,1750,17501750175017501750
0344948,19,female,$1653.0,53,red,3,5th,27secs,2:22:10.885AM,12:30:44.45PM,-6.73,2250,225022502250225022502250225022502250225022502250225022502250
0344949,66,Male,$6864.0,71,blue,0,4th,25secs,12:11:1.725PM,12:34:53.471PM,-1.49,3250,
0344950,62,f,$14570.0,46,gReeN,0,9th,22secs,11:18:38.575PM,12:22:40.687PM,12.01,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0344951,45,X,$3420.0,47,reD,5,7th,27secs,8:56:41.455PM,6:57:11.190AM,8.55,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0344952,60,male,$9120.0,15,yellow,9,6th,30secs,7:19:39.137PM,12:43:28.199PM,8.21,2750,
0344953,67,X,$1675.0,34,yellow,7,2nd,29secs,7:8:29.687PM,10:40:17.149AM,-4.79,0,
0344954,62,X,$1364.0,68,red,4,6th,24secs,1:17:13.705AM,6:36:27.930AM,6.93,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0344955,31,Female,$744.0,60,None,9,4th,20secs,3:20:32.575AM,10:10:31.924AM,-8.13,3250,32503250325032503250
0344956,82,Female,$21730.0,19,blue,0,5th,28secs,10:35:38.690PM,6:17:38.476AM,7.96,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0344957,7,X,$525.0,6,reD,9,1st,28secs,1:31:4.459AM,7:51:34.305AM,-7.38,3000,3000300030003000300030003000300030003000
0344958,37,male,$10582.0,73,None,0,7th,29secs,11:5:24.621PM,5:24:12.326AM,5.85,3750,
0344959,17,male,$4692.0,72,green,4,2nd,23secs,10:17:45.336PM,7:23:7.630AM,4.26,1750,
0344960,43,X,$2752.0,27,blue,2,6th,26secs,12:36:42.933PM,7:47:4.726AM,7.79,2750,27502750275027502750275027502750275027502750275027502750275027502750275027502750
0344961,52,F,$3380.0,53,None,2,6th,28secs,10:17:59.662PM,11:27:25.427AM,-2.34,2750,2750275027502750275027502750275027502750
0344962,63,M,$12222.0,35,blue,6,7th,25secs,8:27:33.643PM,7:32:17.138AM,-10.72,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0344963,74,male,$19832.0,8,green,4,8th,20secs,2:49:7.285AM,10:39:3.635AM,-11.13,3250,325032503250325032503250325032503250325032503250325032503250
0344964,58,X,$6380.000000000001,27,reD,6,8th,24secs,3:49:40.587AM,6:5:55.213AM,-3.4,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0344965,50,f,$11950.0,28,yellow,7,4th,28secs,12:32:8.107PM,10:45:20.438AM,-4.96,2500,25002500250025002500
0344966,68,male,$10132.0,61,red,1,1st,23secs,2:50:49.118AM,11:47:30.568AM,-0.36,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0344967,51,F,$13311.0,79,BLUE,0,1st,25secs,10:26:54.995PM,7:28:40.134AM,3.48,3000,
0344968,78,F,$12714.0,55,gReeN,1,5th,29secs,3:32:4.374AM,10:51:50.793AM,-12.26,1500,
0344969,69,Male,$4140.0,47,gReeN,6,1st,26secs,0,8:39:55.166AM,7.77,3500,35003500350035003500350035003500350035003500350035003500350035003500350035003500
0344970,19,F,$1406.0,27,None,2,4th,29secs,11:30:57.261PM,12:20:42.763PM,-8.61,3000,300030003000300030003000300030003000300030003000300030003000
0344971,62,Female,$3968.0,7,red,2,2nd,29secs,10:12:22.849PM,12:42:48.127PM,7.83,2750,
0344972,38,m,$9956.0,65,red,6,8th,24secs,2:21:50.709AM,9:26:50.255AM,-12.03,1500,15001500150015001500150015001500150015001500150015001500150015001500150015001500
0344973,61,M,$10065.0,7,green,1,4th,26secs,2:29:18.880AM,7:4:19.149AM,-10.59,3250,
0344974,44,Female,$7128.000000000001,69,None,7,7th,27secs,4:28:27.489AM,11:37:13.787AM,-7.44,2500,
0344975,76,Female,$21128.0,76,None,1,4th,27secs,12:7:2.21PM,6:22:26.297AM,0.89,1500,
0344976,29,female,$6815.0,31,gReeN,4,5th,24secs,1:39:28.952AM,7:46:12.940AM,5.49,3750,37503750375037503750
0344977,54,Male,$6588.0,53,None,2,1st,29secs,12:1:31.820PM,6:54:20.842AM,6.5,3000,30003000300030003000300030003000300030003000300030003000300030003000300030003000
0344978,88,M,$21208.0,62,blue,2,5th,29secs,10:47:34.404PM,8:42:27.96AM,5.92,1500,150015001500150015001500150015001500150015001500150015001500
0344979,15,X,$1739.9999999999998,69,BLUE,4,6th,25secs,9:58:6.217PM,10:47:25.791AM,9.54,1500,
0344980,46,Male,$5060.0,79,yellow,6,9th,29secs,10:19:12.68PM,11:2:6.65AM,3.71,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0344981,23,Male,$4853.0,40,reD,9,7th,21secs,7:57:28.353PM,9:31:32.48AM,-10.5,2750,2750275027502750275027502750275027502750
0344982,74,Female,$19536.0,40,yellow,8,5th,27secs,4:53:32.834AM,6:52:29.786AM,7.95,3500,35003500350035003500
0344983,60,Female,$14460.0,48,yellow,5,1st,26secs,7:37:33.161PM,11:37:59.549AM,-6.48,2750,275027502750275027502750275027502750275027502750275027502750
0344984,87,Male,$10962.0,19,red,0,9th,23secs,11:44:43.644PM,6:32:15.63AM,-8.56,3500,3500350035003500350035003500350035003500
0344985,38,0,$7410.0,5,yellow,9,1st,21secs,1:56:40.730AM,7:58:7.619AM,-8.56,1750,175017501750175017501750175017501750175017501750175017501750
0344986,31,0,$961.0,30,red,6,1st,27secs,12:42:59.222PM,7:50:47.865AM,7.37,3750,375037503750375037503750375037503750375037503750375037503750
0344987,65,Female,$14689.999999999998,35,red,6,6th,23secs,1:13:3.278AM,5:19:35.382AM,-0.41,2750,2750275027502750275027502750275027502750
0344988,31,female,$7842.999999999999,52,green,3,2nd,23secs,10:34:33.249PM,10:12:47.802AM,1.95,2250,2250225022502250225022502250225022502250
0344989,84,female,$8148.0,19,blue,7,1st,29secs,4:31:56.898AM,8:21:0.661AM,-1.82,3000,3000300030003000300030003000300030003000
0344990,75,M,$7275.0,10,blue,7,9th,20secs,8:14:25.385PM,11:8:28.896AM,-4.55,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0344991,64,Male,$15872.0,75,reD,1,4th,26secs,11:39:34.730PM,9:21:1.477AM,-1.94,2500,
0344992,17,Female,$4369.0,37,reD,3,1st,21secs,8:4:5.113PM,12:3:33.797PM,5.02,3750,37503750375037503750
0344993,69,Female,$5451.0,61,red,1,1st,20secs,8:25:12.136PM,12:16:18.83PM,3.49,1500,
0344994,88,M,$18128.0,12,yellow,2,7th,20secs,4:21:11.805AM,8:26:45.802AM,4.76,3750,37503750375037503750
0344995,44,X,$11352.0,26,blue,6,7th,28secs,9:41:49.40PM,11:9:56.757AM,3.77,3500,
0344996,84,m,$17640.0,34,gReeN,6,8th,26secs,12:35:36.380PM,12:16:6.395PM,-7.42,2750,27502750275027502750
0344997,58,X,$9280.0,27,yellow,7,6th,29secs,10:15:56.952PM,7:17:36.335AM,-3.43,3500,
0344998,59,female,$14042.0,64,red,1,4th,25secs,1:23:51.330AM,11:53:32.473AM,-4.97,1500,1500150015001500150015001500150015001500
0344999,62,m,$9114.0,31,yellow,3,8th,22secs,4:8:27.810AM,9:15:31.400AM,11.88,2000,20002000200020002000
0345000,43,m,$4257.0,64,red,8,6th,24secs,7:44:17.675PM,12:4:47.116PM,10.13,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0345001,79,female,$14457.0,25,red,6,8th,21secs,9:41:18.608PM,11:20:16.300AM,11.47,2000,20002000200020002000200020002000200020002000200020002000200020002000200020002000
0345002,54,f,$9180.0,49,yellow,6,7th,30secs,9:54:47.645PM,9:28:17.395AM,6.15,1750,175017501750175017501750175017501750175017501750175017501750
0345003,12,female,$1392.0,56,green,2,5th,22secs,3:30:33.187AM,9:35:52.658AM,2.79,3750,37503750375037503750375037503750375037503750375037503750375037503750375037503750
0345004,45,f,$11070.0,76,reD,8,2nd,21secs,4:8:59.289AM,12:18:8.787PM,1.4,2250,
0345005,50,m,$5800.0,24,green,5,9th,23secs,10:10:0.419PM,0,-1.74,2500,
0345006,41,M,$5166.0,46,BLUE,7,5th,27secs,10:28:36.846PM,12:56:41.327PM,-1.15,3500,
0345007,77,M,$2156.0,54,red,8,4th,27secs,12:58:47.351PM,12:58:6.372PM,9.45,3750,375037503750375037503750375037503750375037503750375037503750
0345008,79,male,$22910.0,17,blue,8,9th,30secs,2:50:42.308AM,10:26:50.667AM,-0.13,2500,25002500250025002500250025002500250025002500250025002500250025002500250025002500
0345009,47,f,$7520.0,43,reD,5,7th,28secs,9:40:49.351PM,8:8:7.849AM,-2.24,3500,350035003500350035003500350035003500350035003500350035003500
0345010,34,M,$4998.0,34,blue,4,3rd,22secs,12:5:4.338PM,7:40:39.26AM,-5.55,3500,350035003500350035003500350035003500350035003500350035003500
0345011,12,M,$2460.0,48,gReeN,9,4th,25secs,12:1:4.486PM,10:9:49.340AM,6.52,2750,27502750275027502750
0345012,20,male,$3240.0,51,gReeN,1,4th,20secs,4:29:37.400AM,9:43:36.590AM,11.32,1500,15001500150015001500
0345013,50,X,$11500.0,8,gReeN,7,5th,22secs,3:36:44.348AM,6:10:37.898AM,-6.37,3250,32503250325032503250325032503250325032503250325032503250325032503250325032503250
0345014,28,F,$2520.0,18,blue,0,5th,29secs,8:30:54.878PM,7:51:19.306AM,5.72,2000,20002000200020002000
0345015,52,female,$7175.999999999999,24,blue,0,6th,26secs,7:9:54.248PM,11:7:38.563AM,-7.2,2250,22502250225022502250225022502250225022502250225022502250225022502250225022502250
0345016,76,f,$5244.0,6,reD,7,9th,26secs,9:3:56.873PM,8:26:35.969AM,0.24,3250,
